serie_id,genero_id,esPrincipal,relevancia,fechaAsignacion
ser_0742,gen_001,False,0.39,2022-08-06
ser_0743,gen_045,True,0.79,2021-12-16
ser_0744,gen_018,True,0.94,2023-09-15
ser_0745,gen_039,True,0.84,2023-07-25
ser_0745,gen_017,False,0.82,2022-06-02
ser_0746,gen_025,True,0.59,2022-08-14
ser_0746,gen_035,False,0.58,2023-07-25
ser_0747,gen_047,True,0.59,2024-10-20
ser_0747,gen_046,False,0.96,2021-07-23
ser_0747,gen_017,False,0.42,2022-10-31
ser_0748,gen_001,True,0.3,2025-01-25
ser_0748,gen_002,False,0.88,2024-09-09
ser_0749,gen_008,True,0.96,2022-06-27
ser_0749,gen_014,False,0.48,2022-07-05
ser_0749,gen_049,False,0.66,2022-09-28
ser_0750,gen_007,True,0.63,2022-11-05
ser_0750,gen_002,False,0.87,2021-01-25
ser_0750,gen_049,False,0.97,2020-10-28
ser_0751,gen_047,True,0.78,2023-11-13
ser_0751,gen_043,False,0.46,2022-09-11
ser_0752,gen_050,True,0.75,2020-10-16
ser_0752,gen_011,False,0.91,2021-03-04
ser_0753,gen_016,True,0.33,2021-12-02
ser_0753,gen_018,False,0.49,2022-08-22
ser_0753,gen_022,False,0.65,2022-01-25
ser_0754,gen_035,True,1.0,2022-06-14
ser_0754,gen_027,False,0.35,2023-12-01
ser_0755,gen_004,True,0.92,2023-05-10
ser_0755,gen_003,False,0.36,2020-09-08
ser_0755,gen_002,False,0.67,2022-02-19
ser_0756,gen_042,True,0.81,2022-10-20
ser_0757,gen_049,True,0.45,2021-02-26
ser_0757,gen_016,False,0.97,2022-11-06
ser_0757,gen_040,False,0.77,2020-06-23
ser_0758,gen_004,True,0.58,2023-04-20
ser_0758,gen_009,False,0.75,2022-03-07
ser_0759,gen_006,True,0.97,2023-12-03
ser_0760,gen_041,True,0.77,2020-04-07
ser_0760,gen_023,False,0.75,2022-10-27
ser_0761,gen_024,True,0.84,2022-08-01
ser_0761,gen_032,False,0.53,2025-04-23
ser_0762,gen_014,True,0.95,2021-04-02
ser_0762,gen_008,False,0.81,2023-02-03
ser_0762,gen_033,False,0.4,2021-01-29
ser_0763,gen_004,True,0.82,2021-07-29
ser_0763,gen_043,False,0.49,2022-03-05
ser_0764,gen_041,True,0.37,2021-02-09
ser_0764,gen_021,False,0.74,2020-06-28
ser_0764,gen_002,False,0.47,2022-01-21
ser_0765,gen_044,True,0.68,2021-09-24
ser_0765,gen_020,False,0.42,2021-04-07
ser_0765,gen_007,False,0.41,2022-04-05
ser_0766,gen_018,True,0.33,2022-08-20
ser_0766,gen_021,False,0.9,2022-07-08
ser_0766,gen_030,False,0.47,2024-09-18
ser_0767,gen_043,True,0.35,2022-05-14
ser_0767,gen_003,False,0.55,2022-04-02
ser_0768,gen_023,True,0.51,2024-01-23
ser_0769,gen_032,True,0.63,2021-04-22
ser_0769,gen_006,False,0.36,2020-03-18
ser_0769,gen_012,False,0.67,2024-12-03
ser_0770,gen_011,True,0.75,2022-08-16
ser_0770,gen_042,False,0.52,2024-10-05
ser_0771,gen_039,True,0.82,2022-06-08
ser_0771,gen_046,False,0.79,2021-09-07
ser_0771,gen_040,False,0.38,2022-06-07
ser_0772,gen_025,True,0.98,2022-02-25
ser_0772,gen_001,False,0.58,2024-09-17
ser_0772,gen_040,False,0.37,2024-08-06
ser_0773,gen_036,True,0.39,2020-06-27
ser_0773,gen_012,False,0.79,2022-09-11
ser_0773,gen_037,False,0.52,2022-06-01
ser_0774,gen_015,True,0.69,2021-05-01
ser_0774,gen_024,False,0.32,2022-10-06
ser_0775,gen_015,True,0.78,2021-02-09
ser_0775,gen_013,False,0.38,2021-06-20
ser_0776,gen_009,True,0.71,2023-03-31
ser_0776,gen_033,False,0.37,2023-11-06
ser_0776,gen_041,False,0.58,2023-09-12
ser_0777,gen_021,True,0.58,2022-06-03
ser_0777,gen_042,False,0.45,2025-01-20
ser_0778,gen_043,True,0.86,2022-02-21
ser_0778,gen_018,False,0.96,2023-09-29
ser_0779,gen_011,True,0.59,2024-08-21
ser_0779,gen_012,False,0.84,2024-12-29
ser_0779,gen_002,False,0.83,2023-09-22
ser_0780,gen_022,True,0.84,2022-12-18
ser_0781,gen_004,True,0.31,2024-06-25
ser_0782,gen_035,True,0.76,2023-12-20
ser_0782,gen_004,False,0.69,2022-07-31
ser_0783,gen_026,True,0.99,2021-05-18
ser_0783,gen_041,False,0.48,2021-08-16
ser_0784,gen_007,True,0.65,2021-12-13
ser_0784,gen_047,False,0.89,2021-08-17
ser_0784,gen_003,False,0.99,2025-02-16
ser_0785,gen_016,True,0.88,2025-01-23
ser_0785,gen_006,False,0.43,2024-01-24
ser_0785,gen_039,False,0.99,2025-03-31
ser_0786,gen_029,True,0.85,2021-08-13
ser_0786,gen_033,False,0.33,2023-04-08
ser_0787,gen_041,True,0.96,2022-10-24
ser_0787,gen_013,False,0.36,2023-02-14
ser_0787,gen_009,False,0.36,2023-09-18
ser_0788,gen_006,True,0.62,2020-07-11
ser_0788,gen_032,False,0.38,2021-04-07
ser_0789,gen_003,True,0.34,2025-02-19
ser_0789,gen_012,False,0.64,2021-03-24
ser_0790,gen_005,True,0.52,2022-07-20
ser_0790,gen_032,False,0.83,2021-06-19
ser_0791,gen_031,True,0.74,2020-05-15
ser_0792,gen_018,True,0.3,2024-06-10
ser_0792,gen_041,False,0.34,2024-03-19
ser_0792,gen_034,False,0.31,2024-08-18
ser_0793,gen_015,True,0.47,2024-09-03
ser_0794,gen_041,True,0.38,2024-08-15
ser_0794,gen_011,False,0.68,2020-02-07
ser_0794,gen_047,False,0.48,2020-01-17
ser_0795,gen_006,True,0.81,2025-01-11
ser_0796,gen_050,True,0.75,2020-11-27
ser_0797,gen_023,True,0.76,2023-02-17
ser_0798,gen_005,True,0.63,2022-10-04
ser_0798,gen_038,False,0.96,2021-06-29
ser_0798,gen_010,False,0.5,2023-08-14
ser_0799,gen_046,True,0.97,2021-10-22
ser_0799,gen_027,False,0.56,2022-11-26
ser_0800,gen_048,True,0.69,2024-12-26
ser_0800,gen_020,False,0.37,2025-01-25
ser_0800,gen_028,False,0.78,2023-01-21
ser_0801,gen_013,True,0.96,2023-06-25
ser_0801,gen_014,False,0.83,2021-09-25
ser_0801,gen_026,False,0.64,2020-04-01
ser_0802,gen_038,True,0.66,2024-02-28
ser_0802,gen_007,False,1.0,2020-08-31
ser_0802,gen_019,False,0.72,2023-11-29
ser_0803,gen_039,True,0.91,2024-06-02
ser_0803,gen_049,False,0.46,2025-04-15
ser_0803,gen_001,False,0.67,2020-09-25
ser_0804,gen_025,True,0.38,2022-08-20
ser_0804,gen_023,False,0.67,2024-07-03
ser_0804,gen_028,False,0.85,2022-02-14
ser_0805,gen_005,True,0.58,2023-10-31
ser_0805,gen_009,False,0.73,2020-08-30
ser_0805,gen_025,False,0.57,2024-09-28
ser_0806,gen_037,True,0.8,2022-07-26
ser_0806,gen_011,False,0.91,2023-10-12
ser_0806,gen_047,False,0.32,2024-09-13
ser_0807,gen_041,True,0.85,2021-12-28
ser_0807,gen_028,False,0.62,2025-01-27
ser_0807,gen_045,False,0.85,2025-03-12
ser_0808,gen_047,True,0.89,2022-07-10
ser_0808,gen_028,False,0.61,2021-10-16
ser_0808,gen_024,False,0.72,2025-02-05
ser_0809,gen_032,True,0.64,2023-11-17
ser_0809,gen_028,False,0.77,2024-07-08
ser_0810,gen_033,True,0.93,2021-10-13
ser_0810,gen_002,False,0.32,2024-07-27
ser_0810,gen_003,False,0.59,2020-09-29
ser_0811,gen_042,True,0.81,2024-05-17
ser_0812,gen_016,True,0.7,2021-07-25
ser_0812,gen_015,False,0.63,2021-08-01
ser_0813,gen_006,True,0.42,2022-10-18
ser_0813,gen_043,False,0.69,2022-04-08
ser_0813,gen_047,False,0.87,2022-07-08
ser_0814,gen_029,True,0.47,2024-08-04
ser_0815,gen_024,True,0.3,2024-03-02
ser_0815,gen_017,False,0.83,2020-11-14
ser_0815,gen_026,False,0.36,2022-07-30
ser_0816,gen_009,True,0.35,2021-03-22
ser_0817,gen_041,True,0.53,2024-06-22
ser_0818,gen_044,True,0.71,2024-06-24
ser_0818,gen_036,False,0.74,2022-12-11
ser_0819,gen_011,True,0.99,2024-05-07
ser_0820,gen_011,True,0.87,2021-11-14
ser_0820,gen_038,False,0.84,2024-11-18
ser_0820,gen_043,False,0.87,2022-03-26
ser_0821,gen_049,True,0.66,2023-01-05
ser_0821,gen_014,False,0.45,2024-07-25
ser_0821,gen_004,False,0.78,2022-06-17
ser_0822,gen_047,True,0.88,2023-10-08
ser_0822,gen_038,False,0.72,2024-01-27
ser_0822,gen_005,False,0.31,2020-09-17
ser_0823,gen_044,True,0.76,2020-06-19
ser_0824,gen_048,True,0.46,2021-09-19
ser_0824,gen_019,False,0.51,2020-06-10
ser_0825,gen_032,True,0.3,2023-01-23
ser_0825,gen_020,False,0.98,2021-08-07
ser_0825,gen_030,False,0.68,2022-03-24
ser_0826,gen_008,True,0.61,2024-04-28
ser_0826,gen_046,False,0.41,2023-06-02
ser_0827,gen_041,True,0.56,2021-06-08
ser_0827,gen_021,False,0.44,2022-02-04
ser_0827,gen_038,False,0.88,2024-01-23
ser_0828,gen_040,True,0.48,2022-05-05
ser_0829,gen_041,True,0.79,2023-11-22
ser_0830,gen_030,True,0.49,2022-11-01
ser_0830,gen_012,False,0.72,2020-12-01
ser_0831,gen_043,True,0.36,2023-12-31
ser_0831,gen_032,False,0.47,2024-10-01
ser_0831,gen_004,False,0.37,2024-11-26
ser_0832,gen_028,True,0.34,2023-10-18
ser_0832,gen_029,False,0.91,2020-06-05
ser_0833,gen_030,True,0.49,2021-11-14
ser_0833,gen_008,False,0.8,2023-03-18
ser_0833,gen_001,False,0.86,2020-11-21
ser_0834,gen_003,True,0.94,2024-11-09
ser_0834,gen_031,False,0.73,2025-03-27
ser_0834,gen_006,False,0.77,2020-02-15
ser_0835,gen_012,True,0.36,2020-08-02
ser_0836,gen_038,True,0.32,2020-03-12
ser_0836,gen_042,False,0.43,2021-10-01
ser_0836,gen_026,False,0.57,2024-11-12
ser_0837,gen_006,True,0.51,2025-04-05
ser_0837,gen_031,False,0.98,2025-01-15
ser_0837,gen_016,False,0.79,2025-02-09
ser_0838,gen_018,True,0.59,2025-04-17
ser_0839,gen_024,True,0.53,2024-07-09
ser_0839,gen_020,False,0.99,2021-05-21
ser_0840,gen_022,True,0.55,2020-06-02
ser_0841,gen_049,True,0.82,2020-06-27
ser_0841,gen_020,False,0.54,2022-04-21
ser_0842,gen_013,True,0.78,2022-02-21
ser_0842,gen_002,False,0.44,2022-11-15
ser_0843,gen_046,True,0.66,2021-11-12
ser_0843,gen_020,False,0.31,2022-07-03
ser_0844,gen_017,True,0.53,2025-01-15
ser_0844,gen_014,False,0.86,2024-10-01
ser_0845,gen_001,True,0.36,2022-01-19
ser_0845,gen_005,False,0.46,2021-06-15
ser_0845,gen_037,False,0.62,2024-07-10
ser_0846,gen_042,True,0.73,2024-09-24
ser_0846,gen_028,False,0.87,2024-05-15
ser_0847,gen_031,True,0.74,2024-08-10
ser_0847,gen_032,False,0.89,2021-06-26
ser_0847,gen_033,False,0.35,2024-06-19
ser_0848,gen_010,True,0.96,2021-07-18
ser_0848,gen_018,False,0.68,2022-06-06
ser_0849,gen_050,True,0.35,2024-08-07
ser_0849,gen_038,False,0.52,2021-12-09
ser_0850,gen_037,True,0.31,2021-06-27
ser_0851,gen_023,True,0.81,2020-06-04
ser_0852,gen_018,True,0.96,2023-05-10
ser_0852,gen_003,False,0.41,2023-12-27
ser_0852,gen_025,False,0.48,2024-02-07
ser_0853,gen_024,True,0.85,2021-02-22
ser_0853,gen_007,False,0.4,2022-07-22
ser_0854,gen_004,True,0.32,2023-06-20
ser_0855,gen_038,True,0.6,2025-01-25
ser_0855,gen_007,False,0.84,2024-03-21
ser_0855,gen_012,False,0.46,2022-11-23
ser_0856,gen_049,True,0.8,2024-02-09
ser_0856,gen_031,False,0.73,2020-07-19
ser_0857,gen_011,True,0.55,2025-03-19
ser_0857,gen_042,False,0.72,2022-02-23
ser_0857,gen_002,False,0.9,2021-05-04
ser_0858,gen_044,True,0.76,2024-08-02
ser_0858,gen_048,False,0.97,2022-03-11
ser_0858,gen_010,False,0.39,2023-04-08
ser_0859,gen_009,True,0.91,2022-05-27
ser_0860,gen_032,True,0.85,2020-08-15
ser_0860,gen_048,False,0.99,2024-11-02
ser_0861,gen_011,True,0.99,2024-03-02
ser_0861,gen_046,False,0.38,2022-11-12
ser_0861,gen_019,False,0.84,2025-02-06
ser_0862,gen_001,True,0.92,2022-05-25
ser_0863,gen_016,True,0.83,2020-08-18
ser_0864,gen_014,True,0.42,2022-01-15
ser_0864,gen_042,False,0.38,2022-10-08
ser_0864,gen_040,False,0.7,2022-10-07
ser_0865,gen_026,True,0.78,2023-03-19
ser_0865,gen_008,False,0.61,2022-10-03
ser_0866,gen_006,True,0.4,2025-04-27
ser_0866,gen_007,False,0.94,2020-11-01
ser_0866,gen_031,False,0.47,2025-04-21
ser_0867,gen_021,True,0.47,2021-03-05
ser_0867,gen_037,False,0.55,2020-06-17
ser_0867,gen_008,False,0.93,2021-05-21
ser_0868,gen_028,True,0.8,2023-01-17
ser_0868,gen_011,False,0.9,2024-01-13
ser_0869,gen_046,True,0.52,2021-12-26
ser_0870,gen_041,True,0.49,2025-03-18
ser_0870,gen_002,False,1.0,2023-11-18
ser_0870,gen_050,False,0.32,2021-06-03
ser_0871,gen_018,True,0.86,2023-09-24
ser_0872,gen_006,True,0.88,2023-02-01
ser_0872,gen_049,False,0.42,2023-09-26
ser_0873,gen_035,True,0.68,2020-09-20
ser_0873,gen_012,False,0.5,2022-03-01
ser_0873,gen_005,False,0.68,2024-07-22
ser_0874,gen_026,True,0.44,2020-09-23
ser_0875,gen_032,True,0.67,2024-10-13
ser_0875,gen_001,False,0.75,2023-08-11
ser_0875,gen_014,False,0.91,2024-12-30
ser_0876,gen_041,True,0.91,2020-10-16
ser_0876,gen_042,False,0.98,2020-11-28
ser_0876,gen_029,False,0.45,2020-10-11
ser_0877,gen_017,True,0.41,2022-06-05
ser_0878,gen_029,True,0.99,2023-02-13
ser_0879,gen_014,True,0.82,2020-11-20
ser_0879,gen_026,False,0.54,2020-08-01
ser_0879,gen_033,False,0.51,2020-10-06
ser_0880,gen_050,True,0.5,2021-12-12
ser_0880,gen_032,False,0.73,2021-07-22
ser_0880,gen_035,False,0.48,2021-08-02
ser_0881,gen_006,True,0.52,2021-07-13
ser_0881,gen_029,False,0.49,2020-01-08
ser_0881,gen_028,False,0.54,2023-04-15
ser_0882,gen_043,True,0.32,2023-11-16
ser_0882,gen_047,False,0.53,2024-03-27
ser_0883,gen_014,True,0.71,2023-07-18
ser_0883,gen_012,False,0.39,2021-09-04
ser_0884,gen_043,True,0.83,2021-07-22
ser_0884,gen_035,False,0.81,2020-08-31
ser_0885,gen_038,True,0.94,2024-03-23
ser_0885,gen_024,False,0.69,2023-11-29
ser_0885,gen_021,False,0.72,2022-09-15
ser_0886,gen_017,True,0.4,2023-01-18
ser_0886,gen_032,False,0.85,2024-03-03
ser_0887,gen_043,True,0.32,2022-05-26
ser_0887,gen_029,False,0.6,2021-12-10
ser_0888,gen_001,True,0.6,2020-12-20
ser_0888,gen_007,False,0.43,2021-09-07
ser_0888,gen_046,False,0.44,2024-09-01
ser_0889,gen_029,True,0.48,2024-11-08
ser_0889,gen_008,False,0.5,2025-03-11
ser_0890,gen_011,True,0.66,2023-04-11
ser_0890,gen_019,False,0.98,2022-05-29
ser_0891,gen_023,True,0.42,2022-11-28
ser_0892,gen_044,True,0.53,2022-05-20
ser_0892,gen_016,False,0.68,2024-01-31
ser_0892,gen_001,False,0.34,2023-02-20
ser_0893,gen_033,True,0.42,2024-01-23
ser_0894,gen_042,True,0.9,2023-05-01
ser_0894,gen_033,False,0.65,2025-01-12
ser_0895,gen_011,True,1.0,2023-04-03
ser_0896,gen_023,True,0.42,2020-08-23
ser_0897,gen_042,True,0.79,2023-04-30
ser_0898,gen_050,True,0.44,2021-12-08
ser_0898,gen_010,False,0.78,2022-10-02
ser_0899,gen_006,True,0.81,2022-09-30
ser_0899,gen_014,False,0.91,2023-04-04
ser_0899,gen_004,False,0.39,2024-09-28
ser_0900,gen_001,True,0.36,2020-02-01
ser_0900,gen_011,False,0.86,2025-02-14
ser_0900,gen_021,False,0.42,2022-09-08
ser_0901,gen_036,True,0.89,2023-03-17
ser_0901,gen_009,False,0.98,2023-03-14
ser_0901,gen_024,False,0.88,2025-01-17
ser_0902,gen_016,True,0.78,2024-02-22
ser_0902,gen_022,False,0.77,2025-03-16
ser_0902,gen_040,False,0.45,2022-06-02
ser_0903,gen_015,True,0.42,2020-12-15
ser_0904,gen_004,True,0.3,2023-08-21
ser_0904,gen_036,False,0.63,2023-08-07
ser_0905,gen_001,True,0.46,2024-04-30
ser_0906,gen_007,True,0.33,2022-02-16
ser_0906,gen_032,False,0.68,2020-10-30
ser_0906,gen_023,False,0.51,2020-01-28
ser_0907,gen_033,True,0.56,2023-03-25
ser_0907,gen_036,False,0.41,2023-10-13
ser_0907,gen_038,False,0.33,2021-10-30
ser_0908,gen_023,True,0.36,2021-01-17
ser_0909,gen_042,True,0.9,2022-05-03
ser_0910,gen_003,True,0.97,2023-04-09
ser_0910,gen_002,False,0.74,2022-07-24
ser_0911,gen_019,True,0.94,2020-07-29
ser_0911,gen_037,False,0.85,2020-08-13
ser_0911,gen_018,False,0.56,2023-04-08
ser_0912,gen_016,True,0.58,2024-09-01
ser_0913,gen_047,True,0.63,2023-11-28
ser_0913,gen_032,False,0.54,2023-10-10
ser_0913,gen_016,False,0.86,2024-05-10
ser_0914,gen_049,True,0.37,2021-10-09
ser_0915,gen_037,True,0.5,2023-11-13
ser_0915,gen_028,False,0.44,2024-04-05
ser_0915,gen_033,False,0.46,2020-10-04
ser_0916,gen_044,True,0.68,2023-09-14
ser_0916,gen_045,False,0.6,2022-10-01
ser_0916,gen_029,False,0.35,2021-10-01
ser_0917,gen_012,True,0.78,2025-01-11
ser_0917,gen_047,False,0.54,2023-06-25
ser_0917,gen_037,False,0.95,2023-05-03
ser_0918,gen_032,True,0.85,2021-09-10
ser_0918,gen_006,False,0.61,2024-11-15
ser_0919,gen_032,True,0.63,2020-06-29
ser_0919,gen_004,False,0.72,2020-06-19
ser_0919,gen_003,False,0.82,2023-12-14
ser_0920,gen_004,True,0.43,2022-04-02
ser_0920,gen_015,False,0.87,2025-01-22
ser_0920,gen_024,False,0.54,2020-10-31
ser_0921,gen_041,True,0.95,2021-01-02
ser_0922,gen_018,True,0.31,2021-11-24
ser_0923,gen_006,True,0.67,2024-01-17
ser_0923,gen_024,False,0.95,2023-08-15
ser_0923,gen_021,False,0.99,2022-05-11
ser_0924,gen_008,True,0.99,2023-08-22
ser_0925,gen_043,True,0.68,2020-04-25
ser_0925,gen_015,False,0.56,2020-05-11
ser_0926,gen_020,True,0.9,2020-08-25
ser_0926,gen_010,False,0.38,2025-01-17
ser_0927,gen_034,True,0.73,2021-11-23
ser_0927,gen_049,False,0.73,2023-05-08
ser_0927,gen_033,False,0.8,2020-08-22
ser_0928,gen_010,True,0.57,2023-10-07
ser_0928,gen_047,False,0.71,2020-08-28
ser_0928,gen_046,False,0.63,2021-04-21
ser_0929,gen_042,True,0.6,2023-01-28
ser_0929,gen_025,False,0.38,2021-04-01
ser_0930,gen_014,True,0.85,2025-01-19
ser_0931,gen_002,True,0.82,2023-12-04
ser_0931,gen_049,False,0.36,2023-01-24
ser_0932,gen_008,True,0.88,2020-01-10
ser_0933,gen_016,True,0.42,2021-07-14
ser_0933,gen_036,False,0.89,2021-04-26
ser_0934,gen_025,True,0.54,2021-06-27
ser_0935,gen_047,True,0.77,2023-05-29
ser_0935,gen_021,False,0.74,2022-10-23
ser_0935,gen_006,False,0.38,2023-04-01
ser_0936,gen_033,True,0.76,2024-10-24
ser_0936,gen_042,False,0.53,2022-07-10
ser_0937,gen_008,True,0.91,2022-03-31
ser_0937,gen_023,False,0.71,2025-01-23
ser_0937,gen_019,False,0.85,2025-01-01
ser_0938,gen_014,True,0.72,2021-06-09
ser_0938,gen_018,False,0.67,2023-05-02
ser_0938,gen_024,False,0.44,2021-08-03
ser_0939,gen_018,True,0.33,2024-12-04
ser_0939,gen_004,False,0.35,2020-01-12
ser_0939,gen_034,False,0.59,2021-10-29
ser_0940,gen_040,True,0.37,2023-01-02
ser_0940,gen_035,False,0.79,2021-01-20
ser_0941,gen_006,True,0.58,2023-04-21
ser_0942,gen_025,True,0.86,2021-08-12
ser_0943,gen_049,True,0.94,2023-12-04
ser_0944,gen_046,True,0.33,2021-12-11
ser_0945,gen_022,True,0.69,2023-03-22
ser_0946,gen_002,True,0.49,2022-11-22
ser_0946,gen_042,False,0.38,2022-02-08
ser_0946,gen_028,False,0.61,2020-04-27
ser_0947,gen_007,True,0.56,2020-07-19
ser_0947,gen_029,False,0.31,2024-07-05
ser_0947,gen_040,False,0.99,2023-05-24
ser_0948,gen_002,True,0.68,2021-11-03
ser_0949,gen_047,True,0.65,2023-04-01
ser_0950,gen_023,True,0.55,2022-12-27
ser_0950,gen_045,False,0.44,2021-01-20
ser_0951,gen_034,True,0.56,2024-09-20
ser_0952,gen_028,True,0.8,2021-06-08
ser_0952,gen_025,False,0.92,2021-05-18
ser_0952,gen_047,False,0.48,2022-08-04
ser_0953,gen_007,True,0.99,2022-11-25
ser_0953,gen_010,False,0.68,2024-02-08
ser_0953,gen_050,False,0.39,2022-08-18
ser_0954,gen_041,True,0.91,2023-12-14
ser_0954,gen_048,False,0.74,2021-05-03
ser_0954,gen_036,False,0.42,2020-06-14
ser_0955,gen_030,True,0.87,2020-02-16
ser_0955,gen_003,False,0.64,2024-05-09
ser_0955,gen_041,False,0.67,2022-08-08
ser_0956,gen_028,True,0.98,2020-12-19
ser_0956,gen_009,False,0.53,2025-02-22
ser_0956,gen_016,False,0.67,2020-08-21
ser_0957,gen_042,True,0.82,2024-09-05
ser_0958,gen_042,True,0.82,2022-08-06
ser_0958,gen_008,False,0.59,2024-12-12
ser_0958,gen_011,False,0.55,2020-07-14
ser_0959,gen_002,True,0.9,2021-09-29
ser_0959,gen_029,False,0.39,2022-03-07
ser_0959,gen_033,False,0.63,2024-05-22
ser_0960,gen_002,True,0.91,2025-04-14
ser_0960,gen_004,False,0.4,2021-12-07
ser_0960,gen_017,False,0.73,2024-12-10
ser_0961,gen_021,True,0.36,2021-11-24
ser_0961,gen_032,False,0.48,2024-11-26
ser_0962,gen_035,True,0.86,2022-06-21
ser_0962,gen_020,False,0.7,2024-06-23
ser_0963,gen_006,True,0.57,2021-06-04
ser_0963,gen_039,False,0.7,2025-01-21
ser_0964,gen_002,True,0.79,2020-02-27
ser_0964,gen_005,False,0.78,2023-04-18
ser_0964,gen_043,False,0.97,2021-11-16
ser_0965,gen_042,True,0.52,2023-03-16
ser_0965,gen_020,False,0.6,2023-08-22
ser_0966,gen_024,True,0.59,2021-05-19
ser_0966,gen_010,False,0.69,2024-08-16
ser_0966,gen_008,False,0.73,2024-07-30
ser_0967,gen_014,True,0.33,2025-01-18
ser_0967,gen_038,False,0.58,2024-03-01
ser_0967,gen_044,False,0.58,2021-12-31
ser_0968,gen_010,True,0.51,2020-01-29
ser_0968,gen_017,False,0.98,2021-05-07
ser_0968,gen_042,False,0.37,2024-04-18
ser_0969,gen_031,True,0.72,2020-01-19
ser_0969,gen_038,False,0.58,2025-01-21
ser_0970,gen_036,True,0.37,2020-09-25
ser_0970,gen_005,False,0.49,2024-03-30
ser_0971,gen_031,True,0.61,2021-04-23
ser_0972,gen_015,True,0.33,2024-06-21
ser_0972,gen_021,False,0.74,2024-02-14
ser_0973,gen_004,True,0.4,2020-10-26
ser_0973,gen_007,False,0.62,2024-04-13
ser_0973,gen_037,False,0.84,2022-04-30
ser_0974,gen_014,True,0.9,2023-05-28
ser_0975,gen_015,True,0.93,2020-01-03
ser_0975,gen_023,False,0.36,2023-07-12
ser_0975,gen_012,False,0.97,2020-12-21
ser_0976,gen_022,True,0.35,2025-01-11
ser_0976,gen_033,False,0.44,2024-06-11
ser_0977,gen_007,True,0.53,2024-06-14
ser_0977,gen_013,False,0.48,2020-10-06
ser_0978,gen_001,True,0.77,2024-09-19
ser_0978,gen_006,False,0.69,2021-03-13
ser_0979,gen_042,True,0.84,2020-09-28
ser_0980,gen_041,True,0.53,2025-02-22
ser_0980,gen_004,False,0.78,2020-03-29
ser_0980,gen_011,False,0.49,2024-11-15
ser_0981,gen_026,True,0.52,2024-05-18
ser_0981,gen_031,False,0.62,2023-01-20
ser_0981,gen_047,False,0.95,2024-01-11
ser_0982,gen_015,True,0.83,2021-11-27
ser_0982,gen_008,False,0.58,2023-11-28
ser_0983,gen_015,True,0.42,2024-09-17
ser_0983,gen_021,False,0.96,2023-02-11
ser_0983,gen_027,False,0.92,2021-11-26
ser_0984,gen_044,True,0.37,2022-11-08
ser_0985,gen_035,True,0.47,2021-08-12
ser_0985,gen_016,False,0.69,2020-08-14
ser_0986,gen_010,True,0.91,2023-04-17
ser_0986,gen_046,False,0.59,2022-01-15
ser_0987,gen_030,True,0.56,2021-02-01
ser_0987,gen_049,False,0.75,2021-03-04
ser_0987,gen_005,False,0.8,2021-02-28
ser_0988,gen_011,True,0.37,2024-04-01
ser_0989,gen_046,True,0.63,2020-07-14
ser_0989,gen_033,False,0.66,2024-11-15
ser_0989,gen_003,False,1.0,2024-08-30
ser_0990,gen_022,True,0.98,2024-08-13
ser_0990,gen_032,False,0.77,2025-01-12
ser_0990,gen_017,False,0.39,2024-07-07
ser_0991,gen_007,True,0.37,2023-01-23
ser_0991,gen_012,False,0.43,2024-12-22
ser_0992,gen_013,True,0.9,2020-06-08
ser_0992,gen_019,False,0.63,2023-12-31
ser_0992,gen_001,False,0.35,2025-01-20
ser_0993,gen_018,True,0.8,2023-07-13
ser_0993,gen_045,False,0.56,2022-08-27
ser_0994,gen_048,True,0.95,2024-03-26
ser_0994,gen_025,False,0.8,2020-11-04
ser_0995,gen_013,True,0.62,2020-07-30
ser_0995,gen_027,False,0.37,2020-09-08
ser_0996,gen_009,True,0.51,2022-01-21
ser_0996,gen_003,False,0.78,2022-09-09
ser_0996,gen_015,False,0.78,2020-09-07
ser_0997,gen_029,True,0.54,2024-11-01
ser_0997,gen_022,False,0.87,2024-01-16
ser_0997,gen_025,False,0.96,2021-03-02
ser_0998,gen_004,True,0.95,2021-01-13
ser_0999,gen_012,True,0.46,2022-07-10
ser_0999,gen_009,False,0.36,2022-02-27
ser_1000,gen_015,True,0.76,2021-01-29
ser_1000,gen_014,False,0.82,2024-10-11
ser_1001,gen_023,True,0.74,2022-07-13
ser_1001,gen_006,False,0.74,2020-11-23
ser_1001,gen_039,False,0.94,2020-05-15
ser_1002,gen_021,True,0.39,2023-06-10
ser_1003,gen_029,True,0.83,2020-01-18
ser_1004,gen_044,True,0.81,2022-05-13
ser_1004,gen_038,False,0.87,2022-05-28
ser_1004,gen_014,False,0.74,2020-09-14
ser_1005,gen_041,True,0.97,2023-12-01
ser_1006,gen_047,True,0.84,2022-10-18
ser_1007,gen_016,True,0.35,2023-06-08
ser_1007,gen_005,False,0.91,2020-03-04
ser_1007,gen_003,False,0.97,2024-04-17
ser_1008,gen_026,True,0.33,2021-11-10
ser_1008,gen_003,False,0.43,2025-03-06
ser_1009,gen_020,True,0.71,2024-08-22
ser_1010,gen_027,True,0.87,2023-12-25
ser_1010,gen_035,False,0.54,2020-02-12
ser_1011,gen_036,True,0.89,2022-01-03
ser_1012,gen_031,True,0.78,2021-01-06
ser_1013,gen_030,True,0.84,2024-05-14
ser_1014,gen_015,True,0.82,2020-01-17
