serie1_id,serie2_id,puntuacionSimilitud,algoritmo,fechaCalculada
ser_0588,ser_0578,0.81,collaborative,2024-01-27
ser_0588,ser_0979,0.86,cosine,2024-05-04
ser_0589,ser_2100,0.76,cosine,2024-12-09
ser_0590,ser_2892,0.76,manual,2024-01-18
ser_0591,ser_2257,0.86,collaborative,2025-01-21
ser_0591,ser_2848,0.42,jaccard,2025-03-10
ser_0591,ser_2715,0.69,jaccard,2024-09-17
ser_0592,ser_2079,0.49,collaborative,2024-04-28
ser_0593,ser_2026,0.42,cosine,2024-12-30
ser_0594,ser_0216,0.47,collaborative,2024-04-14
ser_0595,ser_0811,0.52,cosine,2024-08-19
ser_0595,ser_0545,0.94,collaborative,2024-04-25
ser_0596,ser_0789,0.71,jaccard,2024-09-28
ser_0597,ser_2938,0.55,cosine,2024-01-25
ser_0598,ser_1062,0.94,jaccard,2024-08-13
ser_0598,ser_1898,0.43,cosine,2024-01-10
ser_0599,ser_2681,0.55,collaborative,2024-06-30
ser_0599,ser_0926,0.55,cosine,2024-07-03
ser_0599,ser_1967,0.66,jaccard,2024-09-22
ser_0600,ser_2010,0.53,cosine,2024-12-25
ser_0601,ser_2513,0.67,cosine,2024-07-28
ser_0602,ser_1493,0.95,jaccard,2025-02-26
ser_0603,ser_2952,0.48,collaborative,2025-01-02
ser_0604,ser_2596,0.86,jaccard,2024-09-17
ser_0605,ser_1749,0.4,manual,2024-11-05
ser_0605,ser_2613,0.45,cosine,2025-04-10
ser_0605,ser_0859,0.85,collaborative,2024-10-16
ser_0606,ser_1632,0.81,manual,2024-09-03
ser_0606,ser_0283,0.51,collaborative,2024-09-03
ser_0607,ser_2773,0.51,jaccard,2024-02-16
ser_0607,ser_1227,0.72,cosine,2024-06-12
ser_0608,ser_1557,0.6,collaborative,2024-06-25
ser_0609,ser_2034,0.77,cosine,2024-10-21
ser_0610,ser_2358,0.52,jaccard,2025-01-13
ser_0610,ser_0406,0.79,cosine,2024-07-06
ser_0611,ser_0596,0.69,cosine,2024-07-27
ser_0611,ser_2467,0.43,cosine,2024-01-01
ser_0612,ser_2215,0.44,collaborative,2024-03-26
ser_0613,ser_2100,0.59,jaccard,2024-12-12
ser_0613,ser_0363,0.77,collaborative,2025-02-08
ser_0613,ser_1367,0.55,cosine,2024-08-28
ser_0614,ser_0994,0.57,jaccard,2024-05-06
ser_0615,ser_2917,0.63,jaccard,2024-07-29
ser_0616,ser_2868,0.63,jaccard,2025-01-08
ser_0616,ser_1783,0.68,cosine,2025-01-09
ser_0617,ser_1695,0.59,manual,2025-02-01
ser_0617,ser_1248,0.51,jaccard,2025-03-04
ser_0617,ser_1304,0.53,cosine,2024-03-29
ser_0618,ser_1544,0.51,cosine,2024-04-18
ser_0618,ser_1785,0.74,collaborative,2024-12-24
ser_0618,ser_0921,0.89,collaborative,2025-01-07
ser_0619,ser_1951,0.69,collaborative,2025-03-12
ser_0619,ser_1273,0.52,jaccard,2024-04-05
ser_0619,ser_2036,0.53,cosine,2024-10-18
ser_0620,ser_2332,0.85,cosine,2024-08-05
ser_0620,ser_1837,0.77,manual,2025-01-22
ser_0620,ser_2582,0.88,collaborative,2024-06-04
ser_0621,ser_0105,0.68,manual,2025-01-09
ser_0621,ser_1339,0.87,collaborative,2024-04-30
ser_0622,ser_0485,0.85,manual,2024-05-14
ser_0622,ser_1411,0.41,jaccard,2024-03-15
ser_0622,ser_2433,0.46,cosine,2024-12-28
ser_0623,ser_1368,0.67,collaborative,2024-06-29
ser_0624,ser_2867,0.59,manual,2025-03-01
ser_0624,ser_1060,0.94,manual,2024-03-25
ser_0625,ser_2525,0.69,cosine,2025-02-12
ser_0625,ser_0645,0.94,cosine,2025-03-21
ser_0625,ser_1935,0.62,collaborative,2024-11-26
ser_0626,ser_2823,0.64,jaccard,2024-03-21
ser_0626,ser_0092,0.45,cosine,2024-11-27
ser_0627,ser_0952,0.47,manual,2024-04-19
ser_0628,ser_1538,0.64,manual,2024-02-05
ser_0628,ser_2409,0.68,manual,2024-12-07
ser_0629,ser_1782,0.73,manual,2025-01-29
ser_0629,ser_1893,0.78,jaccard,2024-07-22
ser_0629,ser_2828,0.4,collaborative,2024-04-07
ser_0630,ser_0876,0.72,cosine,2024-09-08
ser_0630,ser_2525,0.88,jaccard,2025-03-05
ser_0630,ser_1131,0.42,manual,2024-04-24
ser_0631,ser_1428,0.49,collaborative,2024-10-09
ser_0631,ser_1402,0.93,jaccard,2024-06-05
ser_0631,ser_0686,0.69,collaborative,2024-01-21
ser_0632,ser_0329,0.41,cosine,2024-10-28
ser_0632,ser_2980,0.85,cosine,2024-11-03
ser_0633,ser_0652,0.93,collaborative,2024-01-09
ser_0634,ser_0659,0.83,collaborative,2024-08-26
ser_0634,ser_2607,0.42,manual,2024-10-05
ser_0634,ser_1902,0.89,jaccard,2025-01-13
ser_0635,ser_2591,0.93,cosine,2024-01-23
ser_0635,ser_2727,0.4,jaccard,2025-03-11
ser_0635,ser_2212,0.81,collaborative,2024-07-09
ser_0636,ser_1232,0.86,cosine,2024-05-07
ser_0637,ser_2741,0.66,jaccard,2024-03-30
ser_0638,ser_0447,0.78,manual,2024-09-04
ser_0638,ser_1109,0.71,cosine,2024-08-26
ser_0638,ser_2638,0.56,collaborative,2024-02-21
ser_0639,ser_1146,0.55,jaccard,2024-11-18
ser_0639,ser_0576,0.81,collaborative,2024-07-25
ser_0639,ser_0014,0.81,cosine,2024-01-05
ser_0640,ser_1942,0.48,manual,2024-02-05
ser_0641,ser_0733,0.48,jaccard,2024-06-11
ser_0641,ser_1746,0.79,manual,2024-04-28
ser_0642,ser_1430,0.61,manual,2024-03-14
ser_0642,ser_0129,0.75,collaborative,2024-01-21
ser_0642,ser_2533,0.55,collaborative,2025-04-16
ser_0643,ser_1258,0.5,manual,2024-07-26
ser_0644,ser_1567,0.5,cosine,2025-01-23
ser_0645,ser_2426,0.93,jaccard,2025-03-26
ser_0645,ser_2221,0.9,manual,2024-09-08
ser_0646,ser_1403,0.65,collaborative,2024-06-08
ser_0647,ser_2623,0.7,manual,2025-02-17
ser_0648,ser_0042,0.89,jaccard,2024-11-16
ser_0648,ser_0030,0.47,manual,2025-01-11
ser_0649,ser_1965,0.82,collaborative,2025-03-24
ser_0650,ser_2713,0.47,collaborative,2025-03-30
ser_0651,ser_0286,0.65,cosine,2024-03-09
ser_0651,ser_0845,0.87,cosine,2024-07-28
ser_0652,ser_2801,0.87,collaborative,2024-12-27
ser_0652,ser_2898,0.94,manual,2024-02-19
ser_0653,ser_0877,0.65,cosine,2024-01-07
ser_0653,ser_0706,0.51,collaborative,2024-05-09
ser_0654,ser_1630,0.86,cosine,2024-06-10
ser_0654,ser_1819,0.6,collaborative,2025-03-29
ser_0654,ser_2599,0.6,collaborative,2025-03-05
ser_0655,ser_1654,0.68,manual,2024-04-17
ser_0656,ser_2100,0.44,cosine,2024-01-18
ser_0657,ser_2621,0.85,collaborative,2024-10-10
ser_0657,ser_1538,0.84,collaborative,2024-02-03
ser_0658,ser_0078,0.53,cosine,2024-02-25
ser_0659,ser_2375,0.6,manual,2024-01-23
ser_0660,ser_2560,0.94,cosine,2024-11-03
ser_0661,ser_2947,0.52,manual,2024-09-13
ser_0662,ser_2605,0.94,collaborative,2024-06-21
ser_0662,ser_0826,0.59,collaborative,2024-04-10
ser_0662,ser_2047,0.86,collaborative,2024-05-10
ser_0663,ser_2507,0.84,cosine,2024-11-24
ser_0663,ser_0176,0.9,manual,2024-06-08
ser_0663,ser_0046,0.54,jaccard,2025-04-21
ser_0664,ser_2993,0.87,jaccard,2024-05-16
ser_0664,ser_1847,0.77,collaborative,2024-08-02
ser_0665,ser_2887,0.56,collaborative,2024-08-11
ser_0665,ser_1369,0.74,manual,2024-06-26
ser_0665,ser_1839,0.66,manual,2024-01-17
ser_0666,ser_1907,0.59,collaborative,2024-05-20
ser_0667,ser_2083,0.6,manual,2025-02-28
ser_0667,ser_2435,0.89,manual,2024-09-07
ser_0667,ser_2354,0.72,jaccard,2024-01-20
ser_0668,ser_0390,0.55,jaccard,2024-05-08
ser_0668,ser_0627,0.94,cosine,2024-08-13
ser_0668,ser_2488,0.56,jaccard,2025-02-09
ser_0669,ser_2079,0.81,cosine,2024-10-16
ser_0670,ser_0884,0.77,collaborative,2024-03-02
ser_0670,ser_2608,0.82,jaccard,2024-07-02
ser_0670,ser_1589,0.68,manual,2024-10-25
ser_0671,ser_0133,0.42,jaccard,2024-10-21
ser_0672,ser_1982,0.6,collaborative,2024-07-24
ser_0673,ser_0304,0.42,jaccard,2024-11-29
ser_0673,ser_2559,0.94,collaborative,2025-04-01
ser_0673,ser_2473,0.59,collaborative,2025-03-11
ser_0674,ser_1862,0.9,collaborative,2024-04-07
ser_0675,ser_0001,0.82,cosine,2024-09-15
ser_0676,ser_0282,0.91,manual,2024-09-29
ser_0676,ser_0559,0.79,manual,2024-11-14
ser_0677,ser_1620,0.64,collaborative,2024-12-01
ser_0677,ser_1155,0.67,cosine,2024-12-11
ser_0678,ser_2972,0.71,cosine,2024-12-07
ser_0679,ser_1786,0.6,manual,2024-06-28
ser_0679,ser_1156,0.71,jaccard,2024-01-08
ser_0679,ser_2560,0.94,manual,2025-02-24
ser_0680,ser_1750,0.59,jaccard,2024-04-19
ser_0681,ser_2901,0.78,cosine,2024-02-09
ser_0682,ser_2091,0.77,collaborative,2024-12-16
ser_0682,ser_0669,0.68,cosine,2024-11-18
ser_0682,ser_0232,0.87,manual,2025-04-21
ser_0683,ser_0531,0.94,manual,2025-02-19
ser_0684,ser_0134,0.75,manual,2024-03-27
ser_0684,ser_0894,0.77,manual,2025-02-26
ser_0685,ser_1051,0.89,jaccard,2025-02-05
ser_0685,ser_2127,0.53,cosine,2024-11-14
ser_0686,ser_0404,0.4,jaccard,2024-01-24
ser_0686,ser_2478,0.62,collaborative,2025-04-30
ser_0687,ser_2223,0.69,cosine,2024-04-01
ser_0688,ser_2866,0.67,jaccard,2024-01-04
ser_0688,ser_0981,0.78,collaborative,2024-10-22
ser_0689,ser_1794,0.87,cosine,2024-08-16
ser_0690,ser_2696,0.48,manual,2025-01-03
ser_0691,ser_2420,0.77,jaccard,2025-03-21
ser_0692,ser_0890,0.72,jaccard,2025-01-12
ser_0692,ser_2456,0.83,collaborative,2024-10-07
ser_0692,ser_1049,0.55,jaccard,2024-01-03
ser_0693,ser_0466,0.56,manual,2024-01-31
ser_0694,ser_0994,0.66,cosine,2024-06-04
ser_0695,ser_2081,0.71,manual,2024-03-28
ser_0696,ser_1405,0.93,jaccard,2024-04-13
ser_0696,ser_0519,0.78,jaccard,2024-07-15
ser_0697,ser_2350,0.84,collaborative,2025-04-28
ser_0697,ser_0724,0.61,collaborative,2024-08-07
ser_0698,ser_0483,0.74,manual,2025-03-23
ser_0698,ser_2090,0.77,manual,2024-07-09
ser_0699,ser_1448,0.71,jaccard,2025-01-24
ser_0700,ser_2674,0.94,jaccard,2025-02-28
ser_0701,ser_2256,0.89,collaborative,2024-09-10
ser_0701,ser_2664,0.68,cosine,2024-01-16
ser_0702,ser_2439,0.69,cosine,2024-04-20
ser_0703,ser_2766,0.55,jaccard,2024-03-03
ser_0703,ser_1030,0.72,collaborative,2024-08-17
ser_0703,ser_0459,0.6,manual,2024-09-20
ser_0704,ser_0383,0.56,cosine,2025-03-12
ser_0704,ser_1595,0.68,jaccard,2024-10-28
ser_0705,ser_0627,0.61,manual,2024-01-18
ser_0705,ser_1358,0.81,cosine,2024-08-31
ser_0705,ser_1761,0.7,manual,2024-10-02
ser_0706,ser_0734,0.74,collaborative,2025-04-16
ser_0706,ser_0695,0.94,manual,2025-04-16
ser_0707,ser_1516,0.8,manual,2024-01-25
ser_0708,ser_0165,0.74,cosine,2024-09-12
ser_0709,ser_2312,0.75,jaccard,2024-07-23
ser_0709,ser_0254,0.5,cosine,2024-10-24
ser_0710,ser_0551,0.4,manual,2024-04-10
ser_0710,ser_1611,0.69,collaborative,2024-07-20
ser_0710,ser_1219,0.5,cosine,2025-01-29
ser_0711,ser_2482,0.63,jaccard,2025-01-23
ser_0711,ser_1563,0.8,jaccard,2024-05-27
ser_0712,ser_2917,0.42,manual,2024-12-07
ser_0712,ser_0790,0.44,manual,2025-03-16
ser_0712,ser_0635,0.66,manual,2024-08-21
ser_0713,ser_1623,0.85,cosine,2024-11-17
ser_0713,ser_0782,0.58,collaborative,2025-01-31
ser_0714,ser_2629,0.86,jaccard,2024-01-08
ser_0715,ser_0237,0.91,manual,2024-06-08
ser_0716,ser_2786,0.67,cosine,2025-01-30
ser_0716,ser_1366,0.51,collaborative,2024-06-04
ser_0717,ser_0275,0.44,jaccard,2024-04-11
ser_0717,ser_1373,0.44,jaccard,2024-11-23
ser_0717,ser_1221,0.8,jaccard,2024-07-07
ser_0718,ser_2974,0.75,cosine,2025-02-28
ser_0718,ser_0261,0.66,collaborative,2025-01-04
ser_0719,ser_2562,0.62,collaborative,2024-09-30
ser_0720,ser_2535,0.61,manual,2024-04-19
ser_0720,ser_0681,0.88,manual,2024-06-24
ser_0721,ser_0702,0.6,collaborative,2025-03-22
ser_0721,ser_2155,0.65,cosine,2024-09-06
ser_0721,ser_1195,0.93,collaborative,2024-05-18
ser_0722,ser_0898,0.68,collaborative,2024-09-05
ser_0723,ser_0230,0.48,collaborative,2024-02-18
ser_0723,ser_1006,0.48,manual,2024-01-14
ser_0724,ser_1076,0.93,manual,2025-03-29
ser_0724,ser_1314,0.57,jaccard,2024-10-09
ser_0725,ser_1430,0.44,manual,2024-05-26
ser_0725,ser_2319,0.78,collaborative,2024-07-06
ser_0726,ser_1951,0.49,cosine,2024-03-05
ser_0726,ser_0555,0.91,collaborative,2024-03-17
ser_0726,ser_0992,0.62,cosine,2024-05-31
ser_0727,ser_1972,0.65,collaborative,2024-03-29
ser_0727,ser_0756,0.61,cosine,2025-04-24
ser_0728,ser_0258,0.48,collaborative,2025-03-28
ser_0728,ser_0207,0.66,cosine,2024-05-06
ser_0728,ser_2964,0.69,jaccard,2025-03-11
ser_0729,ser_0938,0.53,collaborative,2024-09-06
ser_0729,ser_0245,0.68,manual,2024-07-25
ser_0730,ser_2733,0.64,cosine,2024-06-07
ser_0730,ser_1699,0.51,cosine,2024-04-23
ser_0731,ser_2693,0.42,collaborative,2024-05-25
ser_0732,ser_2505,0.57,collaborative,2024-05-29
ser_0733,ser_1979,0.53,collaborative,2025-01-21
ser_0733,ser_0568,0.49,manual,2024-09-18
ser_0733,ser_0237,0.9,manual,2024-04-14
ser_0734,ser_0750,0.71,collaborative,2024-08-04
ser_0735,ser_2370,0.6,manual,2025-01-15
ser_0736,ser_0969,0.43,collaborative,2024-02-07
ser_0736,ser_0598,0.9,collaborative,2025-04-30
ser_0736,ser_2035,0.9,jaccard,2025-01-03
ser_0737,ser_2485,0.72,manual,2025-02-19
ser_0738,ser_1461,0.74,jaccard,2024-02-06
ser_0738,ser_1870,0.81,manual,2024-03-28
ser_0739,ser_2262,0.4,manual,2024-06-07
ser_0739,ser_2402,0.9,manual,2024-01-15
ser_0740,ser_0546,0.56,collaborative,2024-03-23
ser_0740,ser_2509,0.59,cosine,2024-04-01
ser_0740,ser_2563,0.91,manual,2024-07-18
ser_0741,ser_2581,0.88,jaccard,2024-12-29
ser_0741,ser_2535,0.74,collaborative,2024-03-03
ser_0742,ser_2787,0.56,jaccard,2024-10-25
ser_0743,ser_1212,0.93,cosine,2024-11-28
ser_0744,ser_1751,0.53,cosine,2024-06-29
ser_0745,ser_2276,0.44,collaborative,2024-02-11
ser_0746,ser_0311,0.53,collaborative,2025-03-26
ser_0746,ser_2335,0.59,collaborative,2024-11-06
ser_0747,ser_1197,0.66,manual,2025-01-11
ser_0747,ser_0575,0.93,manual,2025-02-06
ser_0747,ser_0098,0.93,manual,2024-08-01
ser_0748,ser_1940,0.92,jaccard,2024-10-30
ser_0749,ser_1384,0.84,cosine,2024-04-16
ser_0749,ser_2937,0.89,collaborative,2025-04-08
ser_0749,ser_0540,0.64,cosine,2024-06-11
ser_0750,ser_1832,0.6,jaccard,2025-04-03
ser_0751,ser_0730,0.68,manual,2024-08-31
ser_0751,ser_1636,0.4,collaborative,2025-01-19
ser_0751,ser_2472,0.7,manual,2025-01-13
ser_0752,ser_2901,0.56,cosine,2024-06-17
ser_0753,ser_1816,0.86,collaborative,2024-06-04
ser_0753,ser_0121,0.63,collaborative,2024-01-09
ser_0754,ser_2753,0.42,collaborative,2024-05-08
ser_0754,ser_2991,0.85,cosine,2025-03-24
ser_0755,ser_2322,0.48,jaccard,2024-05-16
ser_0755,ser_0433,0.41,jaccard,2024-08-08
ser_0756,ser_1703,0.66,cosine,2025-01-10
ser_0756,ser_1005,0.94,cosine,2025-01-30
ser_0757,ser_0903,0.73,manual,2024-12-13
ser_0758,ser_2259,0.46,manual,2025-03-11
ser_0759,ser_1181,0.61,collaborative,2024-02-19
ser_0759,ser_1093,0.6,cosine,2024-05-14
ser_0760,ser_0131,0.5,cosine,2024-01-05
ser_0760,ser_1996,0.67,manual,2025-03-19
ser_0760,ser_1596,0.59,collaborative,2025-01-19
ser_0761,ser_2472,0.66,manual,2025-04-26
ser_0761,ser_2878,0.44,cosine,2024-01-12
ser_0761,ser_1860,0.79,collaborative,2024-06-19
ser_0762,ser_0258,0.93,jaccard,2025-01-11
ser_0762,ser_2170,0.48,cosine,2024-03-06
ser_0763,ser_2328,0.8,cosine,2024-09-11
ser_0763,ser_2372,0.54,manual,2024-10-03
ser_0763,ser_0541,0.68,manual,2024-06-27
ser_0764,ser_2363,0.52,collaborative,2025-02-06
ser_0764,ser_2950,0.46,collaborative,2024-11-06
ser_0764,ser_1156,0.49,cosine,2025-04-11
ser_0765,ser_2462,0.47,collaborative,2024-01-05
ser_0766,ser_2530,0.58,jaccard,2024-12-25
ser_0766,ser_0387,0.76,jaccard,2024-10-06
ser_0767,ser_2592,0.56,collaborative,2024-11-04
ser_0768,ser_2043,0.51,collaborative,2024-10-17
ser_0768,ser_1420,0.91,manual,2025-04-12
ser_0769,ser_1476,0.91,cosine,2024-11-23
ser_0770,ser_2901,0.73,manual,2025-04-16
ser_0771,ser_1942,0.42,cosine,2024-07-12
ser_0771,ser_2360,0.89,collaborative,2024-09-25
ser_0771,ser_0458,0.77,jaccard,2024-05-27
ser_0772,ser_1257,0.83,jaccard,2024-10-13
ser_0772,ser_0170,0.75,cosine,2025-04-29
ser_0772,ser_1577,0.43,manual,2024-12-27
ser_0773,ser_0796,0.75,collaborative,2024-09-08
ser_0774,ser_2513,0.66,cosine,2024-06-02
ser_0774,ser_1248,0.9,jaccard,2025-01-27
ser_0775,ser_2807,0.89,jaccard,2024-01-20
ser_0776,ser_2178,0.45,manual,2025-02-20
ser_0776,ser_1865,0.5,jaccard,2024-01-05
ser_0776,ser_2106,0.57,jaccard,2025-03-03
ser_0777,ser_2418,0.45,manual,2024-05-17
ser_0777,ser_0731,0.42,cosine,2024-07-15
ser_0777,ser_2161,0.9,cosine,2024-09-17
ser_0778,ser_0042,0.55,manual,2024-01-01
ser_0779,ser_1757,0.5,collaborative,2024-02-05
ser_0779,ser_2508,0.68,jaccard,2024-09-01
ser_0780,ser_1475,0.88,collaborative,2025-03-24
ser_0780,ser_0073,0.6,jaccard,2024-02-21
ser_0781,ser_0191,0.52,manual,2024-03-10
ser_0781,ser_0568,0.75,manual,2024-08-31
ser_0782,ser_0536,0.92,manual,2024-03-08
ser_0783,ser_1902,0.57,collaborative,2024-03-18
ser_0783,ser_0203,0.43,jaccard,2024-05-23
ser_0783,ser_1196,0.55,manual,2024-06-08
ser_0784,ser_2433,0.42,collaborative,2025-04-16
ser_0785,ser_1131,0.57,collaborative,2024-09-01
ser_0785,ser_2496,0.86,manual,2025-04-10
ser_0785,ser_1374,0.51,cosine,2024-09-18
ser_0786,ser_2304,0.43,jaccard,2024-01-29
ser_0786,ser_1254,0.66,cosine,2024-01-07
ser_0787,ser_0936,0.85,collaborative,2025-03-14
ser_0787,ser_1788,0.51,manual,2024-07-24
ser_0787,ser_0549,0.65,cosine,2024-01-10
ser_0788,ser_2124,0.54,cosine,2024-10-23
ser_0788,ser_0581,0.83,cosine,2025-01-04
ser_0788,ser_1764,0.89,collaborative,2024-07-31
ser_0789,ser_0455,0.87,jaccard,2025-02-19
ser_0790,ser_2612,0.92,cosine,2025-01-15
ser_0790,ser_2484,0.68,collaborative,2024-09-16
ser_0791,ser_2564,0.81,jaccard,2025-01-27
ser_0792,ser_1437,0.67,manual,2024-01-20
ser_0793,ser_2772,0.71,collaborative,2024-12-07
ser_0793,ser_2378,0.76,jaccard,2024-02-02
ser_0794,ser_2341,0.52,cosine,2024-09-12
ser_0795,ser_2843,0.62,manual,2025-02-14
ser_0795,ser_1490,0.87,jaccard,2024-08-27
ser_0796,ser_0412,0.71,jaccard,2024-03-28
ser_0797,ser_2574,0.64,collaborative,2024-11-29
ser_0798,ser_0300,0.41,jaccard,2024-12-27
ser_0799,ser_0697,0.49,manual,2024-07-09
ser_0800,ser_0574,0.72,collaborative,2024-12-27
ser_0801,ser_0442,0.61,cosine,2024-12-08
ser_0801,ser_0306,0.74,collaborative,2024-12-04
ser_0801,ser_1576,0.95,collaborative,2024-09-10
ser_0802,ser_1666,0.66,jaccard,2025-03-02
ser_0803,ser_1188,0.62,cosine,2024-01-03
ser_0803,ser_1619,0.89,manual,2024-09-05
ser_0803,ser_0523,0.48,collaborative,2025-04-22
ser_0804,ser_0781,0.93,manual,2024-05-28
ser_0805,ser_2228,0.66,cosine,2024-11-11
ser_0805,ser_0081,0.68,jaccard,2024-04-14
ser_0806,ser_2768,0.72,cosine,2024-12-23
ser_0807,ser_0554,0.51,jaccard,2024-08-28
ser_0807,ser_2673,0.86,cosine,2024-09-10
ser_0807,ser_0982,0.9,cosine,2025-03-20
ser_0808,ser_1006,0.74,cosine,2024-07-25
ser_0808,ser_2632,0.78,collaborative,2024-03-08
ser_0809,ser_2591,0.77,jaccard,2024-08-02
ser_0810,ser_1826,0.46,cosine,2024-05-08
ser_0810,ser_3000,0.86,cosine,2024-11-26
ser_0811,ser_2659,0.55,jaccard,2025-01-15
ser_0811,ser_1639,0.78,manual,2024-05-08
ser_0812,ser_0382,0.73,jaccard,2024-01-02
ser_0812,ser_1872,0.84,manual,2025-01-31
ser_0813,ser_0936,0.89,jaccard,2025-04-13
ser_0814,ser_2641,0.82,jaccard,2025-03-18
ser_0815,ser_1750,0.44,cosine,2025-01-05
ser_0816,ser_2036,0.59,manual,2024-08-28
ser_0816,ser_2023,0.9,collaborative,2024-02-28
ser_0816,ser_0114,0.49,cosine,2024-06-23
ser_0817,ser_0192,0.94,collaborative,2024-12-30
ser_0818,ser_2847,0.57,collaborative,2024-04-20
ser_0819,ser_1240,0.89,cosine,2024-02-17
ser_0819,ser_1995,0.67,cosine,2024-10-25
ser_0820,ser_0803,0.64,collaborative,2024-11-16
ser_0821,ser_2979,0.48,jaccard,2024-06-25
ser_0822,ser_1298,0.91,manual,2025-03-10
ser_0822,ser_1296,0.66,collaborative,2024-01-21
ser_0822,ser_1371,0.43,manual,2024-03-30
ser_0823,ser_1550,0.9,collaborative,2024-11-22
ser_0823,ser_0057,0.62,manual,2024-11-27
ser_0824,ser_1951,0.44,cosine,2025-03-05
ser_0825,ser_1274,0.69,jaccard,2025-03-29
ser_0826,ser_0013,0.92,cosine,2025-04-27
ser_0827,ser_1329,0.55,manual,2024-07-05
ser_0827,ser_0200,0.53,manual,2024-02-01
ser_0828,ser_1185,0.66,collaborative,2024-08-10
ser_0829,ser_1346,0.65,collaborative,2024-10-13
ser_0829,ser_2732,0.89,cosine,2025-01-27
ser_0830,ser_1932,0.74,jaccard,2024-08-13
ser_0830,ser_0297,0.52,cosine,2024-02-15
ser_0831,ser_0498,0.54,manual,2024-03-15
ser_0832,ser_2288,0.48,collaborative,2024-09-27
ser_0833,ser_1649,0.49,collaborative,2025-04-05
ser_0833,ser_1411,0.69,cosine,2024-07-18
ser_0834,ser_1867,0.78,cosine,2025-03-12
ser_0835,ser_1592,0.89,collaborative,2024-05-08
ser_0835,ser_0745,0.6,manual,2024-06-03
ser_0835,ser_0250,0.58,manual,2024-06-23
ser_0836,ser_2214,0.76,cosine,2024-05-16
ser_0836,ser_2811,0.8,cosine,2024-03-24
ser_0837,ser_1885,0.76,jaccard,2024-08-16
ser_0837,ser_0452,0.53,jaccard,2025-01-02
ser_0837,ser_0598,0.72,cosine,2024-04-04
ser_0838,ser_1386,0.68,manual,2025-03-10
ser_0839,ser_0356,0.47,jaccard,2024-08-29
ser_0840,ser_2972,0.92,manual,2024-05-08
ser_0840,ser_2717,0.9,collaborative,2024-02-15
ser_0841,ser_0501,0.51,collaborative,2025-02-03
ser_0841,ser_2378,0.59,collaborative,2024-01-26
ser_0842,ser_0256,0.48,cosine,2024-08-24
ser_0842,ser_2429,0.42,cosine,2024-04-14
ser_0842,ser_1726,0.48,cosine,2024-09-01
ser_0843,ser_2961,0.69,cosine,2024-01-27
ser_0844,ser_0761,0.71,cosine,2025-01-04
ser_0845,ser_2451,0.62,manual,2024-03-20
ser_0845,ser_2594,0.78,manual,2024-04-18
ser_0846,ser_1979,0.76,manual,2025-02-27
ser_0846,ser_2402,0.48,cosine,2024-02-13
ser_0847,ser_1609,0.77,cosine,2024-12-25
ser_0848,ser_1627,0.57,manual,2024-08-13
ser_0848,ser_2956,0.76,jaccard,2024-11-25
ser_0848,ser_2329,0.77,collaborative,2024-02-14
ser_0849,ser_1991,0.62,manual,2024-12-04
ser_0850,ser_0405,0.62,cosine,2024-11-01
ser_0850,ser_1350,0.81,collaborative,2024-02-20
ser_0850,ser_2337,0.48,jaccard,2024-09-01
ser_0851,ser_2233,0.94,jaccard,2024-10-09
ser_0852,ser_1757,0.41,manual,2025-04-05
ser_0853,ser_1219,0.61,cosine,2024-08-18
ser_0854,ser_2318,0.64,manual,2024-02-10
ser_0854,ser_0695,0.73,cosine,2024-02-12
ser_0854,ser_2763,0.9,jaccard,2024-04-07
ser_0855,ser_2632,0.66,jaccard,2024-09-17
ser_0855,ser_2988,0.46,jaccard,2024-08-30
ser_0856,ser_2729,0.62,manual,2025-04-04
ser_0856,ser_0158,0.92,collaborative,2024-06-01
ser_0857,ser_0446,0.85,cosine,2024-04-22
ser_0858,ser_0237,0.58,manual,2024-07-27
ser_0858,ser_2686,0.73,cosine,2024-10-12
ser_0858,ser_1528,0.48,jaccard,2024-11-03
ser_0859,ser_0807,0.87,manual,2025-02-05
ser_0860,ser_0438,0.86,cosine,2025-03-22
ser_0860,ser_1140,0.6,jaccard,2024-02-29
ser_0860,ser_2465,0.91,jaccard,2025-03-20
ser_0861,ser_2260,0.93,collaborative,2025-03-22
ser_0862,ser_2272,0.57,collaborative,2025-04-12
ser_0863,ser_0161,0.48,manual,2024-01-25
ser_0863,ser_1305,0.67,manual,2024-05-24
ser_0864,ser_1641,0.6,collaborative,2024-06-16
ser_0864,ser_2652,0.54,jaccard,2024-05-20
ser_0864,ser_1935,0.73,cosine,2025-03-22
ser_0865,ser_0698,0.85,jaccard,2025-03-22
ser_0866,ser_2337,0.88,manual,2024-12-11
ser_0866,ser_1430,0.61,manual,2025-04-12
ser_0866,ser_0262,0.94,manual,2024-03-03
ser_0867,ser_0365,0.72,cosine,2025-04-07
ser_0867,ser_1411,0.52,manual,2024-02-20
ser_0868,ser_1549,0.43,jaccard,2024-04-11
ser_0869,ser_2539,0.68,cosine,2024-08-13
ser_0870,ser_2572,0.82,collaborative,2024-05-04
ser_0871,ser_0848,0.93,cosine,2024-05-23
ser_0872,ser_1732,0.57,cosine,2024-11-30
ser_0872,ser_1763,0.57,manual,2024-02-05
ser_0872,ser_0806,0.68,collaborative,2024-10-03
