actor_id,serie_id,personaje,protagonista,temporadas
act_0490,ser_0333,Detective,False,1
act_0010,ser_0334,Protagonista A,True,1|3
act_0795,ser_0334,Profesor,True,2|3
act_0593,ser_0334,Espía,False,1
act_0657,ser_0334,Protagonista A,False,2
act_0361,ser_0334,Protagonista A,False,1|2|3
act_0779,ser_0334,Antagonista Principal,False,2|3
act_0445,ser_0335,Antagonista Principal,True,3|4|5
act_0165,ser_0335,Líder,True,1|3|4|5
act_0375,ser_0335,Médico,False,3|5
act_0542,ser_0335,Protagonista B,False,2
act_0062,ser_0335,Profesor,False,3|5
act_0681,ser_0335,Padre/Madre,False,1|2|3|4|5
act_0558,ser_0335,Hijo/a,False,1|2
act_0747,ser_0336,Detective,True,1|2|3|4|5|6|7|8|9|10|11|12
act_0459,ser_0336,Rebelde,True,2|5|7|8|9|11|12
act_0745,ser_0336,Detective,False,5|7|9|11|12
act_0369,ser_0336,Líder,False,1|2|3|4|6|7|8|9|10|11
act_0323,ser_0336,Espía,False,1|2|3|4|5|6|7|8|9|10|12
act_0734,ser_0336,Detective,False,1|4|5|6|7|9|10|11
act_0071,ser_0336,Profesor,False,2|3|4|5|6|7|8|9|10|11
act_0683,ser_0336,Hijo/a,False,1|2|4|6|7|8|10|11
act_0081,ser_0337,Amigo/a,True,1|4|6|7|8
act_0742,ser_0337,Protagonista A,True,1|2|3|5|6|7|8
act_0670,ser_0337,Padre/Madre,False,2|3|6|8
act_0198,ser_0337,Profesor,False,1|3|4|6|7|8
act_0016,ser_0337,Amigo/a,False,2|5|6|7
act_0638,ser_0338,Hijo/a,True,1|2|3|4|6
act_0695,ser_0338,Protagonista A,True,1|2|3|4|5|6
act_0279,ser_0338,Mentor,False,1|3|4|5|6
act_0010,ser_0338,Protagonista A,False,1
act_0561,ser_0338,Médico,False,1
act_0786,ser_0338,Amigo/a,False,4
act_0799,ser_0338,Protagonista A,False,2|3|6
act_0766,ser_0338,Protagonista A,False,1|2|3|4|5|6
act_0562,ser_0339,Rebelde,True,1|2|3|5|6|8|9
act_0113,ser_0339,Antagonista Principal,True,1|4|5|7|8|9
act_0594,ser_0339,Espía,False,3|4|5
act_0030,ser_0339,Detective,False,4|5|7|8|9
act_0741,ser_0339,Líder,False,1|2|3|7|9
act_0482,ser_0339,Mentor,False,2|3|4|5|8|9
act_0450,ser_0339,Soldado,False,1|3
act_0023,ser_0340,Médico,True,2|5
act_0662,ser_0340,Mentor,True,1|2|3|4|5
act_0206,ser_0340,Protagonista A,False,1|3|4|5
act_0205,ser_0340,Soldado,False,1|2|3|4
act_0258,ser_0340,Médico,False,3|5
act_0527,ser_0340,Protagonista B,False,1|2|4|5
act_0652,ser_0340,Hijo/a,False,1|3|4|5
act_0525,ser_0341,Hijo/a,True,1|2|3|4|5|6|7|8|9
act_0787,ser_0341,Padre/Madre,True,1|2|3|4|5|6|7|8|9
act_0482,ser_0341,Padre/Madre,False,1|2|3|4|5|6|7|8|9
act_0288,ser_0341,Antagonista Principal,False,2|3|4|5|6|7|8
act_0208,ser_0341,Padre/Madre,False,1|3|4|5|7
act_0757,ser_0341,Amigo/a,False,1|2|3|4|5|6|7|8|9
act_0605,ser_0341,Antagonista Principal,False,1|3|4|5|6|7|8|9
act_0117,ser_0341,Hijo/a,False,1|2|3|4|5|6|7|8|9
act_0292,ser_0342,Padre/Madre,True,1
act_0632,ser_0342,Profesor,True,1
act_0653,ser_0342,Rebelde,False,1
act_0191,ser_0342,Mentor,False,1
act_0658,ser_0342,Amigo/a,False,1
act_0592,ser_0342,Padre/Madre,False,1
act_0715,ser_0343,Mentor,True,1|2|3|8
act_0714,ser_0343,Detective,True,1|3
act_0589,ser_0343,Líder,False,1|6|7|8|9
act_0503,ser_0343,Líder,False,1|4|6|7|9
act_0327,ser_0343,Rebelde,False,1|2|4|7|9
act_0592,ser_0343,Protagonista A,False,1|2|3|4|5|6|7|8|9
act_0031,ser_0343,Antagonista Principal,False,2|3|6|7|8
act_0203,ser_0343,Médico,False,1|5|7|8|9
act_0408,ser_0344,Amigo/a,True,1
act_0331,ser_0344,Amigo/a,True,1
act_0429,ser_0344,Mentor,False,1
act_0358,ser_0344,Protagonista B,False,1
act_0458,ser_0344,Detective,False,1
act_0278,ser_0344,Detective,False,1
act_0251,ser_0344,Hijo/a,False,1
act_0252,ser_0344,Espía,False,1
act_0222,ser_0345,Protagonista B,True,1|2|3|4|5|8|9|10
act_0790,ser_0345,Antagonista Principal,True,1|2|3|4|6|7|8|10
act_0746,ser_0345,Padre/Madre,False,1|3|4|6|7|8|9|10
act_0497,ser_0346,Amigo/a,True,1|2|3|4|5|6|7|9|10|11|12
act_0767,ser_0346,Hijo/a,True,8|11
act_0088,ser_0346,Soldado,False,5|10
act_0357,ser_0346,Soldado,False,1|2|3|5|6|7|8|9|10|11
act_0242,ser_0346,Protagonista B,False,1|3|7|12
act_0584,ser_0347,Médico,True,1|2|3|4|5
act_0128,ser_0347,Médico,True,1|2|3|4|5
act_0544,ser_0347,Protagonista A,False,1|2
act_0051,ser_0347,Médico,False,1|2|5
act_0624,ser_0347,Protagonista B,False,1|2|3|5
act_0105,ser_0347,Líder,False,1|4
act_0200,ser_0348,Soldado,True,1|2
act_0498,ser_0348,Hijo/a,True,1|2
act_0433,ser_0348,Soldado,False,1|2
act_0371,ser_0349,Padre/Madre,True,1|2|3|4|5|6
act_0259,ser_0349,Amigo/a,True,1|4
act_0462,ser_0349,Espía,False,2
act_0447,ser_0349,Médico,False,2|3|4|5|6|7
act_0576,ser_0349,Hijo/a,False,1|2|3|4|5|6|7
act_0337,ser_0349,Rebelde,False,2
act_0433,ser_0350,Rebelde,True,1|4
act_0310,ser_0350,Amigo/a,True,1|3|4|5|6
act_0190,ser_0350,Líder,False,1|3
act_0504,ser_0351,Médico,True,2|5|6|9
act_0620,ser_0351,Mentor,True,1|2|3|4|5|6|7|8|9
act_0422,ser_0351,Mentor,False,1|2|3|4|6|8
act_0032,ser_0352,Líder,True,5
act_0451,ser_0352,Amigo/a,True,5|12
act_0219,ser_0352,Soldado,False,1|2|3|5|6|8|9|10|11|12
act_0259,ser_0353,Detective,True,1|2|3|4|5|6|7|9|10
act_0778,ser_0353,Amigo/a,True,1|3|4|5|11
act_0114,ser_0353,Mentor,False,5|6|8|10
act_0179,ser_0353,Soldado,False,1|2|3|4|5|8|9|10|11
act_0139,ser_0353,Soldado,False,2|4|6|7|9|10|11
act_0277,ser_0353,Padre/Madre,False,1|2|3|4|5|6|7|8|9|10|11
act_0666,ser_0354,Profesor,True,4|9|10
act_0315,ser_0354,Líder,True,1|2|3|8|9|10|11|12
act_0792,ser_0354,Protagonista B,False,2|4|8|9|11
act_0074,ser_0354,Mentor,False,2|3|4|5|6|7|8|10|11|12
act_0131,ser_0354,Mentor,False,10
act_0085,ser_0354,Detective,False,2|5|7|11
act_0724,ser_0355,Espía,True,1|3|5|9|10|11
act_0601,ser_0355,Protagonista A,True,2|9
act_0302,ser_0355,Detective,False,1|2|4|7|8|9|10|11
act_0704,ser_0355,Espía,False,2|4|5|11
act_0346,ser_0355,Profesor,False,1|2|3|4|5|6|7|8|9|10|11
act_0610,ser_0355,Líder,False,10
act_0352,ser_0355,Espía,False,6|9
act_0446,ser_0356,Protagonista A,True,2
act_0014,ser_0356,Mentor,True,2|3
act_0440,ser_0356,Soldado,False,1|2|3
act_0110,ser_0357,Rebelde,True,1|2|3|4|5|6|7|8|9|10|11|12
act_0643,ser_0357,Protagonista B,True,2|3|7|8|9|10|11|12
act_0315,ser_0357,Padre/Madre,False,1|2|3|5|6|8|11
act_0413,ser_0357,Médico,False,1|3|5|6|7|8|11
act_0350,ser_0358,Detective,True,2|3|5|6|8
act_0611,ser_0358,Antagonista Principal,True,2|3|8
act_0468,ser_0358,Soldado,False,1|2|3|4|5|6|7|8
act_0227,ser_0358,Mentor,False,3|6|8
act_0566,ser_0358,Soldado,False,1|2|3|4|5|6
act_0425,ser_0358,Médico,False,1|2|3|4|5|6|7|8
act_0518,ser_0358,Protagonista A,False,1|2|3|4|5|6|7|8
act_0212,ser_0358,Rebelde,False,1|3|6|7|8
act_0153,ser_0359,Antagonista Principal,True,2
act_0195,ser_0359,Rebelde,True,4
act_0556,ser_0359,Detective,False,2
act_0302,ser_0359,Rebelde,False,1|3|4
act_0557,ser_0359,Profesor,False,1|3
act_0229,ser_0359,Profesor,False,4
act_0035,ser_0360,Detective,True,1|2|3|4|5|6|7|8|9|11
act_0478,ser_0360,Detective,True,1|2|3|4|5|7|8|9|10|11
act_0498,ser_0360,Padre/Madre,False,2
act_0518,ser_0360,Detective,False,1|2|3|4|5|6|7|8|9|10|11
act_0490,ser_0361,Detective,True,1|2|3|4|6|7|8|9|10|11
act_0154,ser_0361,Profesor,True,2|5|8|10
act_0161,ser_0361,Mentor,False,1|3|8
act_0667,ser_0361,Mentor,False,3|4|10
act_0466,ser_0361,Protagonista B,False,1|2|3|4|5|6|7|9|10|11
act_0191,ser_0361,Espía,False,1|3|5|9|10
act_0567,ser_0361,Detective,False,5|7
act_0387,ser_0362,Antagonista Principal,True,1|2|3|5
act_0017,ser_0362,Profesor,True,2|3|4|6|10
act_0279,ser_0362,Protagonista A,False,2|3|5|6|7|8|9|10
act_0369,ser_0362,Líder,False,1|2|3|4|5|6|8|9|10
act_0366,ser_0362,Profesor,False,1|2|3|5|10
act_0222,ser_0362,Padre/Madre,False,1|4|5|6|7|8|9|10
act_0335,ser_0362,Padre/Madre,False,2|4|5|7|9|10
act_0604,ser_0363,Hijo/a,True,1|2|3
act_0682,ser_0363,Médico,True,1|3
act_0027,ser_0363,Profesor,False,2
act_0056,ser_0363,Soldado,False,1|2|3
act_0568,ser_0363,Protagonista B,False,1|2|3
act_0421,ser_0363,Rebelde,False,3
act_0075,ser_0363,Rebelde,False,3
act_0095,ser_0363,Líder,False,1|2|3
act_0408,ser_0364,Protagonista A,True,4
act_0206,ser_0364,Padre/Madre,True,1|2|3|4|5
act_0272,ser_0364,Profesor,False,1|5
act_0012,ser_0364,Detective,False,1|2|5
act_0047,ser_0364,Detective,False,2|3
act_0418,ser_0365,Hijo/a,True,2|3|4|6|7|8|9
act_0174,ser_0365,Antagonista Principal,True,1|2|3|4|5|6|7|8|9
act_0493,ser_0365,Protagonista A,False,2|3|5
act_0054,ser_0365,Mentor,False,2|3|4|7
act_0668,ser_0365,Detective,False,1|2|3|4|5|6|7|8|9
act_0510,ser_0365,Detective,False,1|4|5|6|7|8|9
act_0355,ser_0366,Rebelde,True,5
act_0123,ser_0366,Padre/Madre,True,1|3|5
act_0058,ser_0366,Líder,False,1|3|4|5
act_0459,ser_0366,Líder,False,3|4|5
act_0721,ser_0367,Espía,True,1
act_0317,ser_0367,Antagonista Principal,True,1
act_0753,ser_0367,Soldado,False,1
act_0549,ser_0368,Protagonista B,True,3|5|6|7|8
act_0344,ser_0368,Amigo/a,True,2|3|4|6|7|8|10
act_0669,ser_0368,Protagonista B,False,1|2|3|4|6|7|8|9|10
act_0450,ser_0368,Soldado,False,1|2|4|5|6|8|10
act_0221,ser_0368,Detective,False,9
act_0151,ser_0368,Protagonista A,False,1|3|4|6|7|8|9
act_0352,ser_0369,Padre/Madre,True,2|3
act_0718,ser_0369,Profesor,True,2
act_0161,ser_0369,Rebelde,False,1|2|3
act_0768,ser_0370,Hijo/a,True,1|3|5|6|7
act_0214,ser_0370,Amigo/a,True,2|5|6
act_0293,ser_0370,Protagonista A,False,2
act_0569,ser_0370,Protagonista B,False,1|2|4|6
act_0208,ser_0371,Protagonista A,True,1|4
act_0112,ser_0371,Profesor,True,1|3|5|6
act_0225,ser_0371,Soldado,False,4|6
act_0713,ser_0371,Padre/Madre,False,1|3|4|5|6
act_0263,ser_0371,Antagonista Principal,False,3|4|5|7
act_0371,ser_0371,Rebelde,False,1|2|4|5|6
act_0492,ser_0371,Espía,False,5
act_0419,ser_0372,Padre/Madre,True,1|2|4|5|6|7
act_0290,ser_0372,Antagonista Principal,True,2|4
act_0358,ser_0372,Espía,False,2|4|5|6|7
act_0255,ser_0372,Profesor,False,1|3|5|6|7
act_0553,ser_0372,Líder,False,4|6
act_0792,ser_0372,Antagonista Principal,False,2
act_0543,ser_0372,Detective,False,1|2|3|4|5
act_0065,ser_0372,Médico,False,1|2|3|4|5|6|7
act_0118,ser_0373,Profesor,True,1|2|3|4|5|6|7
act_0541,ser_0373,Protagonista B,True,2|6
act_0094,ser_0373,Amigo/a,False,1|3|7
act_0113,ser_0373,Médico,False,3|5|7
act_0270,ser_0373,Hijo/a,False,1|2|3|4|6|7
act_0285,ser_0373,Detective,False,1|2|3|4|5|6|7
act_0501,ser_0373,Protagonista B,False,1|2|4|6|7
act_0246,ser_0373,Soldado,False,1|4
act_0628,ser_0374,Padre/Madre,True,1|2|4|5|6|7|8|9
act_0298,ser_0374,Líder,True,1|2|4|5|6|7|9
act_0311,ser_0374,Padre/Madre,False,3|4|5|6|8
act_0191,ser_0374,Rebelde,False,3|8
act_0483,ser_0375,Rebelde,True,2
act_0695,ser_0375,Padre/Madre,True,3
act_0278,ser_0375,Mentor,False,1|2|3
act_0223,ser_0375,Amigo/a,False,2|3
act_0112,ser_0376,Amigo/a,True,1|3|4|5|6
act_0531,ser_0376,Detective,True,1|2|3|4|5|6
act_0164,ser_0376,Detective,False,1|2|3|4|5|6
act_0025,ser_0376,Médico,False,1|2|3|4|6|7
act_0448,ser_0376,Espía,False,1|2|3|4|5|6|7
act_0011,ser_0376,Médico,False,3|4|6|7
act_0681,ser_0377,Hijo/a,True,1|2|3|4|5|6|7|8|9|10|11|12
act_0734,ser_0377,Padre/Madre,True,2|3|4|5|6|7|8|9|11|12
act_0762,ser_0377,Mentor,False,1|2|3|4|5|6|7|8|9|10|12
act_0209,ser_0377,Mentor,False,2|6|9
act_0416,ser_0377,Protagonista B,False,1|2|3|4|5|7|8|9|10|11|12
act_0300,ser_0377,Líder,False,1|2|5|6|7|8|10|11
act_0474,ser_0378,Líder,True,5
act_0552,ser_0378,Líder,True,1|3|4|5
act_0643,ser_0378,Protagonista B,False,4|5
act_0348,ser_0378,Protagonista A,False,1|2
act_0729,ser_0379,Espía,True,1|2|3
act_0745,ser_0379,Detective,True,1|2|3
act_0642,ser_0379,Hijo/a,False,2|3
act_0731,ser_0379,Protagonista B,False,3
act_0214,ser_0380,Detective,True,1|2|3
act_0003,ser_0380,Rebelde,True,1|3
act_0284,ser_0380,Líder,False,3
act_0474,ser_0380,Rebelde,False,1|2
act_0560,ser_0381,Rebelde,True,1
act_0135,ser_0381,Rebelde,True,1
act_0525,ser_0381,Padre/Madre,False,1
act_0210,ser_0381,Antagonista Principal,False,1
act_0050,ser_0381,Profesor,False,1
act_0263,ser_0381,Líder,False,1
act_0254,ser_0382,Profesor,True,2|5|7
act_0031,ser_0382,Rebelde,True,1|2|3|4|5|6|7
act_0404,ser_0382,Antagonista Principal,False,2|3|4|5|6|7
act_0395,ser_0382,Amigo/a,False,1|2|3|4|6
act_0585,ser_0382,Profesor,False,1|4|5
act_0402,ser_0383,Hijo/a,True,1
act_0417,ser_0383,Antagonista Principal,True,2
act_0526,ser_0383,Protagonista B,False,1|2|3
act_0742,ser_0384,Líder,True,1|7
act_0471,ser_0384,Detective,True,4|5|6|7|8|9|10
act_0594,ser_0384,Detective,False,3|7
act_0486,ser_0384,Mentor,False,1|2|3|4|5|6|7|8|9|10
act_0055,ser_0384,Mentor,False,1|2|4|7|8
act_0023,ser_0384,Antagonista Principal,False,1|2|3|4|5|6|7|8|10
act_0386,ser_0385,Amigo/a,True,4
act_0492,ser_0385,Mentor,True,1|3|4|5|6|7|8|9|12
act_0066,ser_0385,Antagonista Principal,False,2|3|4|5|6|7|9|10|12
act_0388,ser_0385,Líder,False,1|3|4|5|6|7|8|10|11
act_0463,ser_0385,Amigo/a,False,1|2|3|4|5|6|7|8|9|10|11|12
act_0323,ser_0385,Detective,False,5|8
act_0607,ser_0385,Protagonista B,False,5|6|8|12
act_0252,ser_0386,Protagonista A,True,1|2|3|6|7
act_0615,ser_0386,Líder,True,1|2|4|7
act_0603,ser_0386,Líder,False,1|5
act_0341,ser_0386,Protagonista B,False,1|2|3|4|5|7
act_0323,ser_0386,Padre/Madre,False,1|2|3|4|5|6
act_0132,ser_0387,Amigo/a,True,1
act_0193,ser_0387,Mentor,True,1|2|5|6|7|9
act_0761,ser_0387,Antagonista Principal,False,3|5|7|9
act_0205,ser_0388,Mentor,True,2|3
act_0730,ser_0388,Soldado,True,2
act_0452,ser_0388,Antagonista Principal,False,1|4
act_0334,ser_0388,Padre/Madre,False,1|2|3|4|5
act_0520,ser_0389,Protagonista B,True,5|6
act_0053,ser_0389,Médico,True,1|2|3|4|5|6|7
act_0655,ser_0389,Rebelde,False,5|6|8
act_0112,ser_0389,Médico,False,2|3|4|5|7|8
act_0019,ser_0389,Líder,False,1|2|3|4|5|7
act_0143,ser_0389,Rebelde,False,6
act_0474,ser_0389,Amigo/a,False,1
act_0059,ser_0390,Protagonista A,True,1|4|5|6|7|8|9
act_0054,ser_0390,Espía,True,1|2|3|4|5|7|8
act_0143,ser_0390,Antagonista Principal,False,2|3|6
act_0706,ser_0390,Hijo/a,False,2|3|4|6|8|9
act_0047,ser_0390,Padre/Madre,False,8
act_0755,ser_0391,Protagonista A,True,2
act_0299,ser_0391,Protagonista A,True,1
act_0311,ser_0391,Soldado,False,2
act_0511,ser_0391,Protagonista B,False,1
act_0543,ser_0391,Protagonista A,False,2
act_0183,ser_0391,Detective,False,2
act_0102,ser_0391,Profesor,False,2
act_0237,ser_0392,Espía,True,3
act_0430,ser_0392,Padre/Madre,True,3
act_0573,ser_0392,Amigo/a,False,2
act_0318,ser_0392,Amigo/a,False,1|2|3
act_0096,ser_0392,Hijo/a,False,1|3
act_0355,ser_0392,Líder,False,1|2
act_0245,ser_0393,Mentor,True,4|5|7|8|9|10
act_0617,ser_0393,Soldado,True,1|2|3|4|5|7|8|9|10
act_0084,ser_0393,Profesor,False,2|5
act_0518,ser_0393,Profesor,False,4|5|7|8
act_0793,ser_0393,Padre/Madre,False,4|6|7|8|10
act_0054,ser_0393,Detective,False,1|2|3|5|6|8|10
act_0255,ser_0394,Protagonista A,True,1|2|3
act_0257,ser_0394,Rebelde,True,1|2|4|5|6
act_0715,ser_0394,Protagonista B,False,4|6
act_0102,ser_0394,Espía,False,1|2|3|4|5|6
act_0574,ser_0394,Antagonista Principal,False,1|2|6
act_0076,ser_0394,Profesor,False,4
act_0389,ser_0394,Médico,False,1|2|3|4|5|6
act_0159,ser_0394,Médico,False,1|2|4|6
act_0754,ser_0395,Protagonista A,True,2|4|5|6|7|8
act_0682,ser_0395,Líder,True,3|6
act_0736,ser_0395,Líder,False,1|4|5|7|8|9
act_0415,ser_0395,Mentor,False,2|7|8
act_0145,ser_0395,Profesor,False,1|5|6|8
act_0712,ser_0395,Soldado,False,1|2|3|4|5|6|7|8|9
act_0090,ser_0396,Espía,True,3|4|5|6|7
act_0609,ser_0396,Profesor,True,2|3|4|5
act_0212,ser_0396,Mentor,False,1|2|3|4|7
act_0799,ser_0397,Rebelde,True,2|3|4|5|6|7|8|11
act_0439,ser_0397,Líder,True,3|4|6|7|8|9
act_0729,ser_0397,Antagonista Principal,False,1|3|4|5|8|9
act_0037,ser_0397,Médico,False,3|4|6|8|11
act_0625,ser_0398,Espía,True,1
act_0106,ser_0398,Padre/Madre,True,1|2|3
act_0139,ser_0398,Líder,False,2
act_0145,ser_0398,Hijo/a,False,1
act_0266,ser_0398,Mentor,False,2
act_0003,ser_0399,Mentor,True,8|10
act_0046,ser_0399,Líder,True,1|2|3|4|5|6|7|8|9|11|12
act_0359,ser_0399,Líder,False,3|6|7|9|10
act_0191,ser_0400,Antagonista Principal,True,1|3|5|9|10|11
act_0687,ser_0400,Líder,True,3|7|8
act_0189,ser_0400,Rebelde,False,8|11
act_0046,ser_0400,Líder,False,1|2|10
act_0752,ser_0400,Padre/Madre,False,6|7|10
act_0709,ser_0400,Antagonista Principal,False,9|11
act_0252,ser_0400,Rebelde,False,4|8|10|11
act_0790,ser_0400,Amigo/a,False,1|2|3|4|6|7|8|9|10|11
act_0212,ser_0401,Padre/Madre,True,1|2|4|5|6|7|9
act_0615,ser_0401,Profesor,True,2|4|5|8
act_0281,ser_0401,Soldado,False,5
act_0447,ser_0401,Espía,False,1|2|3|4|7|8|9
act_0139,ser_0402,Rebelde,True,1|2|3|4
act_0165,ser_0402,Profesor,True,3
act_0659,ser_0402,Amigo/a,False,1|2|3|4
act_0041,ser_0402,Antagonista Principal,False,2|3
act_0759,ser_0402,Amigo/a,False,1|2|3|4
act_0259,ser_0402,Protagonista B,False,4
act_0012,ser_0402,Detective,False,3
act_0009,ser_0402,Padre/Madre,False,3|4
act_0270,ser_0403,Soldado,True,1|3|4|7
act_0125,ser_0403,Líder,True,2|4|5|6|7|8
act_0217,ser_0403,Detective,False,5|8
act_0771,ser_0403,Soldado,False,1|2|5|6|7|8
act_0421,ser_0404,Mentor,True,1|3|4|5|7|10|11
act_0715,ser_0404,Profesor,True,8
act_0239,ser_0404,Amigo/a,False,1|2|3|4|7|9|10
act_0749,ser_0404,Médico,False,2|5|6|9|10
act_0680,ser_0404,Protagonista A,False,1|3|4|5|6|7|8|10|11
act_0240,ser_0404,Amigo/a,False,1|2|3|4|5|6|7|8|9|10|11
act_0591,ser_0405,Amigo/a,True,1
act_0484,ser_0405,Amigo/a,True,1|2|3|4|5|6|7
act_0425,ser_0405,Amigo/a,False,1|5
act_0551,ser_0405,Mentor,False,1|2|3|4|5|6|7
act_0780,ser_0405,Detective,False,1|3|6|7
act_0381,ser_0405,Hijo/a,False,1|4|5
act_0349,ser_0405,Médico,False,1|7
act_0744,ser_0405,Mentor,False,1|3|4|5|6|7
act_0687,ser_0406,Soldado,True,1|3|6|7
act_0302,ser_0406,Amigo/a,True,2|4|6|7
act_0683,ser_0406,Líder,False,1|4|6
act_0245,ser_0406,Líder,False,1|2|3|5|6|7
act_0229,ser_0406,Antagonista Principal,False,1|2|3|4|5|6|7
act_0654,ser_0406,Líder,False,1|3|6|7
act_0496,ser_0407,Soldado,True,2
act_0760,ser_0407,Soldado,True,1|2
act_0487,ser_0407,Amigo/a,False,1|2
act_0645,ser_0407,Padre/Madre,False,1|2
act_0168,ser_0408,Mentor,True,3
act_0626,ser_0408,Protagonista A,True,3
act_0687,ser_0408,Hijo/a,False,3
act_0344,ser_0408,Padre/Madre,False,1|2|3
act_0141,ser_0408,Líder,False,1|2|3
act_0448,ser_0408,Rebelde,False,1|2
act_0579,ser_0408,Padre/Madre,False,3
act_0649,ser_0409,Líder,True,4
act_0035,ser_0409,Protagonista B,True,1|3|4
act_0345,ser_0409,Mentor,False,2|3
act_0335,ser_0409,Amigo/a,False,1|2|3
act_0432,ser_0409,Protagonista B,False,1|2|3
act_0102,ser_0410,Protagonista A,True,2|3|5|6
act_0775,ser_0410,Detective,True,1|2|3|4|5|6
act_0584,ser_0410,Protagonista A,False,1|2|3|4|5|6
act_0666,ser_0411,Líder,True,5|6
act_0509,ser_0411,Rebelde,True,7
act_0788,ser_0411,Médico,False,1|2|3|4|5|6|7|8|9|10|11|12
act_0140,ser_0411,Amigo/a,False,1|2|4|7
act_0282,ser_0411,Amigo/a,False,4|11
act_0463,ser_0411,Soldado,False,2|3|4|5|7|8|9|10|11|12
act_0167,ser_0411,Rebelde,False,1|2|3|4|5|7|8|9|10|11|12
act_0376,ser_0412,Antagonista Principal,True,1|4|5|7|8
act_0026,ser_0412,Mentor,True,1|2|3|4|5|6|7|8
act_0598,ser_0412,Antagonista Principal,False,1
act_0152,ser_0413,Profesor,True,1|3|6|9
act_0193,ser_0413,Detective,True,2|4|6|7|9
act_0158,ser_0413,Espía,False,1|3|4|5|7|8|9
act_0111,ser_0413,Protagonista A,False,4
act_0318,ser_0413,Líder,False,1|3|4|7|8
act_0331,ser_0413,Líder,False,4|5|6|9
act_0198,ser_0413,Hijo/a,False,2|3|5|7|9
act_0363,ser_0414,Hijo/a,True,1
act_0733,ser_0414,Líder,True,1
act_0037,ser_0414,Soldado,False,1
act_0607,ser_0414,Protagonista A,False,1
act_0101,ser_0415,Rebelde,True,1
act_0528,ser_0415,Protagonista B,True,3
act_0327,ser_0415,Padre/Madre,False,1|3
act_0015,ser_0415,Padre/Madre,False,1|3
act_0443,ser_0415,Rebelde,False,1|2
act_0688,ser_0415,Soldado,False,1|2|3
act_0543,ser_0415,Líder,False,2|3
act_0456,ser_0416,Soldado,True,1|2|5
act_0525,ser_0416,Antagonista Principal,True,4
act_0386,ser_0416,Rebelde,False,1|2|3|4|5
act_0372,ser_0416,Médico,False,1|2|3|4|5
act_0065,ser_0416,Mentor,False,1|2|3|4|5
act_0540,ser_0416,Protagonista B,False,1|2|3|4
act_0138,ser_0417,Hijo/a,True,1|2|3|5|6|7|8|9
act_0381,ser_0417,Protagonista B,True,1|2|3|4|5|7|8|9
act_0010,ser_0417,Amigo/a,False,1|3|4|5|6|7
act_0173,ser_0417,Padre/Madre,False,1|2|3|4|5|6|7|8|9
act_0107,ser_0417,Amigo/a,False,1|2
act_0780,ser_0417,Rebelde,False,3|4|5|7|8|9
act_0684,ser_0418,Profesor,True,1
act_0599,ser_0418,Espía,True,1
act_0361,ser_0418,Antagonista Principal,False,1
act_0535,ser_0418,Protagonista A,False,1
act_0544,ser_0418,Líder,False,1
act_0364,ser_0418,Rebelde,False,1
act_0404,ser_0419,Médico,True,1|4|6|8
act_0003,ser_0419,Profesor,True,5|6
act_0283,ser_0419,Antagonista Principal,False,1|2|7|8
act_0713,ser_0419,Rebelde,False,1|2|3|5|6|7
act_0445,ser_0420,Espía,True,10
act_0243,ser_0420,Profesor,True,1|2|3|4|5|6|7|8|9|10|11
act_0355,ser_0420,Rebelde,False,2|3|7|9|10|11|12
act_0724,ser_0420,Amigo/a,False,2|3|4|7|8|10|11|12
act_0734,ser_0420,Rebelde,False,4|5|10
act_0637,ser_0420,Mentor,False,1|2|4|5|6|7|9|10|11|12
act_0366,ser_0421,Médico,True,6
act_0034,ser_0421,Amigo/a,True,2|5
act_0318,ser_0421,Hijo/a,False,4|5
act_0334,ser_0421,Médico,False,3|6
act_0189,ser_0421,Profesor,False,1|2|4|6
act_0419,ser_0421,Espía,False,1|4|5
act_0635,ser_0422,Detective,True,5
act_0053,ser_0422,Antagonista Principal,True,1|4|8
act_0750,ser_0422,Antagonista Principal,False,2|7
act_0636,ser_0422,Médico,False,5|8|9
act_0615,ser_0422,Soldado,False,3|4|8|9
act_0312,ser_0422,Profesor,False,2
act_0449,ser_0423,Antagonista Principal,True,2
act_0564,ser_0423,Amigo/a,True,2|4
act_0386,ser_0423,Rebelde,False,1
act_0505,ser_0423,Protagonista A,False,2|4
act_0074,ser_0424,Padre/Madre,True,5
act_0324,ser_0424,Líder,True,1|2|3|4|5
act_0634,ser_0424,Protagonista B,False,2|3|4|5
act_0260,ser_0424,Mentor,False,3
act_0457,ser_0424,Mentor,False,1|2|3|4
act_0669,ser_0424,Soldado,False,1|2|3|5
act_0249,ser_0425,Protagonista B,True,1|2|5|6|7|8|9
act_0726,ser_0425,Protagonista A,True,2|3|8
act_0470,ser_0425,Protagonista A,False,1|3|6
act_0579,ser_0425,Antagonista Principal,False,3|5|6
act_0121,ser_0426,Espía,True,1|2|3|4|6|8|9|10
act_0283,ser_0426,Médico,True,1|2|3|4|5|7|8|9|10
act_0584,ser_0426,Detective,False,2|3|5|8|10
act_0712,ser_0427,Protagonista A,True,1|2|3|4|5|6|7|8|9|10|11
act_0329,ser_0427,Mentor,True,1|5|6
act_0049,ser_0427,Profesor,False,2|5|6|7
act_0603,ser_0427,Mentor,False,1|2|4|5|7|11
