usuario_id,serie_id,fecha,porcentajeVisto,completada
usr_0216,ser_1029,2024-07-20,0.1,False
usr_0216,ser_2889,2024-06-05,0.9,False
usr_0216,ser_1225,2024-11-25,0.57,False
usr_0216,ser_1853,2023-07-13,0.67,False
usr_0216,ser_0595,2023-02-07,0.95,True
usr_0216,ser_2415,2023-10-07,0.76,False
usr_0216,ser_2827,2023-09-24,0.34,False
usr_0216,ser_1042,2023-08-09,0.15,False
usr_0216,ser_2072,2023-07-22,0.38,False
usr_0216,ser_2588,2023-03-30,0.6,False
usr_0216,ser_0949,2023-04-23,0.28,False
usr_0216,ser_2173,2023-11-27,0.29,False
usr_0216,ser_1102,2024-07-19,0.34,False
usr_0216,ser_1869,2024-04-08,0.41,False
usr_0216,ser_2511,2024-06-08,0.32,False
usr_0216,ser_2616,2023-03-19,0.77,False
usr_0216,ser_1524,2023-01-20,0.37,False
usr_0216,ser_2631,2023-07-08,0.32,False
usr_0216,ser_0234,2024-03-10,0.38,False
usr_0216,ser_2293,2024-08-07,0.75,False
usr_0216,ser_1461,2024-08-30,0.45,False
usr_0216,ser_2513,2024-08-18,0.68,False
usr_0216,ser_1747,2024-04-13,0.14,False
usr_0216,ser_0674,2023-04-27,0.6,False
usr_0216,ser_2606,2025-01-07,0.53,False
usr_0217,ser_1486,2024-04-10,0.95,True
usr_0217,ser_0250,2025-04-06,0.43,False
usr_0217,ser_2963,2024-04-14,0.12,False
usr_0217,ser_2118,2025-01-22,1.0,True
usr_0217,ser_2139,2025-02-16,0.99,True
usr_0217,ser_0486,2024-06-02,0.9,False
usr_0217,ser_0043,2023-05-07,0.17,False
usr_0217,ser_1677,2024-09-01,0.59,False
usr_0217,ser_0976,2023-12-31,0.67,False
usr_0217,ser_1682,2025-01-17,0.86,False
usr_0218,ser_1570,2023-01-22,1.0,True
usr_0218,ser_2049,2024-03-04,0.1,False
usr_0218,ser_0419,2024-08-10,0.84,False
usr_0218,ser_1891,2024-02-27,0.37,False
usr_0218,ser_2566,2023-09-17,0.6,False
usr_0219,ser_0932,2023-11-10,0.46,False
usr_0219,ser_1519,2025-01-30,0.69,False
usr_0219,ser_2137,2024-01-06,0.12,False
usr_0219,ser_0185,2023-05-19,0.27,False
usr_0219,ser_0101,2024-02-13,0.43,False
usr_0219,ser_0824,2024-04-21,0.16,False
usr_0219,ser_2190,2023-01-14,0.95,True
usr_0219,ser_1774,2024-03-15,0.42,False
usr_0219,ser_0483,2024-10-28,0.35,False
usr_0219,ser_2736,2024-10-15,0.55,False
usr_0219,ser_1420,2023-03-14,0.54,False
usr_0219,ser_1060,2025-01-25,0.66,False
usr_0220,ser_2150,2024-04-01,0.67,False
usr_0220,ser_0050,2024-10-09,0.64,False
usr_0220,ser_1949,2023-09-24,0.26,False
usr_0220,ser_1904,2023-10-14,0.39,False
usr_0220,ser_0078,2024-04-16,0.97,True
usr_0220,ser_0064,2023-12-24,0.36,False
usr_0220,ser_1559,2023-02-14,0.58,False
usr_0220,ser_2056,2024-04-25,0.56,False
usr_0220,ser_1169,2024-02-16,0.27,False
usr_0220,ser_0914,2024-08-23,0.5,False
usr_0220,ser_1690,2023-04-25,0.31,False
usr_0220,ser_2354,2023-06-17,0.93,False
usr_0220,ser_0264,2023-01-18,0.41,False
usr_0221,ser_2250,2023-06-16,0.35,False
usr_0221,ser_2337,2025-03-20,0.18,False
usr_0221,ser_1339,2023-01-11,0.74,False
usr_0221,ser_2707,2023-01-07,0.51,False
usr_0221,ser_1358,2024-10-01,0.36,False
usr_0221,ser_2825,2024-05-18,0.48,False
usr_0221,ser_2946,2023-02-07,0.73,False
usr_0221,ser_0900,2023-09-07,0.67,False
usr_0221,ser_2014,2024-09-10,0.65,False
usr_0221,ser_1997,2024-04-05,0.14,False
usr_0221,ser_1766,2024-10-23,0.46,False
usr_0221,ser_1898,2023-08-30,0.19,False
usr_0221,ser_2121,2024-09-09,0.72,False
usr_0221,ser_0106,2024-04-20,0.72,False
usr_0221,ser_0089,2023-03-11,0.79,False
usr_0221,ser_1109,2023-07-26,0.29,False
usr_0221,ser_1018,2024-05-07,0.48,False
usr_0221,ser_2012,2024-04-19,0.74,False
usr_0221,ser_2032,2023-10-11,0.43,False
usr_0221,ser_2022,2024-10-14,0.91,False
usr_0221,ser_2793,2023-07-09,0.79,False
usr_0221,ser_1939,2024-02-07,0.76,False
usr_0221,ser_0647,2024-10-13,0.12,False
usr_0221,ser_0287,2023-08-15,0.37,False
usr_0221,ser_0670,2025-02-15,0.94,False
usr_0221,ser_1193,2023-11-09,0.19,False
usr_0221,ser_1194,2024-02-20,0.86,False
usr_0221,ser_2649,2023-09-18,0.53,False
usr_0222,ser_0440,2023-02-03,0.19,False
usr_0222,ser_0459,2024-07-19,0.71,False
usr_0222,ser_0076,2023-02-14,0.54,False
usr_0222,ser_1832,2024-03-23,0.2,False
usr_0222,ser_0310,2025-01-26,0.68,False
usr_0222,ser_2523,2023-12-11,0.73,False
usr_0222,ser_2909,2024-08-24,0.79,False
usr_0222,ser_2904,2024-07-31,0.43,False
usr_0223,ser_1459,2024-01-22,0.32,False
usr_0223,ser_0517,2023-09-18,0.22,False
usr_0223,ser_1432,2023-05-09,0.33,False
usr_0223,ser_0016,2024-12-10,0.44,False
usr_0223,ser_2301,2025-04-10,0.72,False
usr_0223,ser_0829,2023-11-10,0.62,False
usr_0223,ser_2861,2024-07-08,0.36,False
usr_0223,ser_2418,2024-05-01,0.36,False
usr_0223,ser_1594,2024-10-08,0.76,False
usr_0223,ser_0662,2023-03-25,0.28,False
usr_0223,ser_1658,2023-08-19,0.92,False
usr_0223,ser_1390,2023-10-09,0.29,False
usr_0223,ser_2286,2025-04-19,0.82,False
usr_0223,ser_0354,2024-11-27,0.46,False
usr_0224,ser_2957,2023-11-30,0.22,False
usr_0224,ser_1639,2024-09-22,0.81,False
usr_0224,ser_1838,2023-11-23,0.25,False
usr_0224,ser_0035,2023-11-15,0.26,False
usr_0224,ser_0855,2024-12-04,0.11,False
usr_0224,ser_1984,2024-03-18,0.23,False
usr_0224,ser_0710,2025-02-04,0.61,False
usr_0224,ser_2842,2025-04-13,0.31,False
usr_0224,ser_1269,2025-04-07,0.2,False
usr_0224,ser_1281,2025-02-22,0.72,False
usr_0224,ser_1762,2023-07-04,0.89,False
usr_0224,ser_2821,2025-03-06,0.25,False
usr_0224,ser_0432,2023-10-24,0.9,False
usr_0224,ser_2913,2024-06-17,0.46,False
usr_0224,ser_2320,2024-03-21,0.52,False
usr_0224,ser_1160,2025-04-20,0.1,False
usr_0224,ser_2439,2023-08-09,0.26,False
usr_0224,ser_0812,2024-03-13,0.36,False
usr_0224,ser_1135,2023-01-23,0.9,False
usr_0224,ser_1539,2024-03-07,0.62,False
usr_0224,ser_1877,2025-03-02,0.98,True
usr_0224,ser_0129,2024-12-04,0.65,False
usr_0224,ser_2809,2024-12-24,0.83,False
usr_0224,ser_0770,2024-07-14,0.91,False
usr_0224,ser_1348,2023-03-25,0.62,False
usr_0224,ser_0200,2024-03-28,0.35,False
usr_0225,ser_1472,2025-04-05,0.86,False
usr_0225,ser_0517,2024-01-28,0.62,False
usr_0225,ser_1217,2024-07-05,0.39,False
usr_0225,ser_2304,2023-11-27,0.49,False
usr_0225,ser_2934,2025-03-30,0.62,False
usr_0225,ser_0106,2023-07-30,0.15,False
usr_0225,ser_2171,2024-03-08,1.0,True
usr_0225,ser_0138,2024-02-09,0.64,False
usr_0225,ser_1535,2023-09-30,0.6,False
usr_0225,ser_1530,2023-04-24,0.89,False
usr_0225,ser_2260,2023-02-02,0.44,False
usr_0225,ser_2234,2025-03-13,0.67,False
usr_0225,ser_0615,2023-03-16,0.61,False
usr_0225,ser_0930,2023-09-04,0.11,False
usr_0225,ser_0182,2023-09-03,0.21,False
usr_0225,ser_0724,2023-09-28,0.16,False
usr_0226,ser_1155,2025-02-06,0.9,False
usr_0226,ser_0005,2024-07-24,0.34,False
usr_0226,ser_2983,2023-09-05,0.65,False
usr_0226,ser_2643,2023-12-14,0.98,True
usr_0226,ser_0487,2023-09-23,0.71,False
usr_0226,ser_0715,2023-04-15,0.77,False
usr_0226,ser_1230,2023-05-13,0.68,False
usr_0226,ser_2112,2023-08-06,0.66,False
usr_0226,ser_0672,2024-02-05,0.39,False
usr_0226,ser_0195,2024-02-03,0.79,False
usr_0227,ser_0476,2024-04-18,0.98,True
usr_0227,ser_2204,2023-12-10,0.26,False
usr_0227,ser_0661,2024-10-01,0.36,False
usr_0227,ser_0438,2024-12-21,0.71,False
usr_0227,ser_0455,2024-08-18,0.22,False
usr_0227,ser_1102,2023-04-16,0.84,False
usr_0227,ser_0440,2023-01-09,0.71,False
usr_0227,ser_1774,2024-10-01,1.0,True
usr_0227,ser_1318,2024-06-27,0.69,False
usr_0227,ser_0088,2023-01-12,0.22,False
usr_0227,ser_0875,2024-01-15,0.27,False
usr_0227,ser_2013,2023-07-18,0.98,True
usr_0227,ser_0053,2024-06-10,0.96,True
usr_0227,ser_2069,2024-06-20,0.6,False
usr_0227,ser_2578,2023-09-28,0.48,False
usr_0227,ser_2171,2024-09-26,0.35,False
usr_0228,ser_1540,2024-07-06,0.82,False
usr_0228,ser_2258,2024-04-29,0.35,False
usr_0228,ser_1201,2024-10-16,0.96,True
usr_0228,ser_0100,2025-01-09,0.61,False
usr_0228,ser_2958,2023-07-04,0.55,False
usr_0228,ser_2606,2024-08-17,0.56,False
usr_0228,ser_2512,2024-02-22,0.39,False
usr_0228,ser_2634,2024-06-03,0.74,False
usr_0228,ser_1348,2024-08-03,0.65,False
usr_0228,ser_1622,2023-06-01,0.77,False
usr_0228,ser_1098,2024-03-04,0.74,False
usr_0228,ser_0159,2024-10-16,0.59,False
usr_0228,ser_0392,2025-02-13,0.63,False
usr_0228,ser_2297,2023-02-01,0.83,False
usr_0228,ser_1533,2024-11-18,0.54,False
usr_0228,ser_0579,2023-01-03,0.4,False
usr_0228,ser_1832,2023-07-05,0.33,False
usr_0229,ser_1610,2024-12-02,0.19,False
usr_0229,ser_0235,2025-04-06,0.47,False
usr_0229,ser_1627,2024-08-06,0.46,False
usr_0229,ser_1697,2024-01-13,0.17,False
usr_0229,ser_1796,2023-03-30,0.97,True
usr_0229,ser_1808,2023-10-10,0.94,False
usr_0229,ser_1457,2023-08-02,0.51,False
usr_0229,ser_0079,2023-05-11,0.92,False
usr_0230,ser_1019,2023-02-08,0.15,False
usr_0230,ser_0404,2024-09-21,0.21,False
usr_0230,ser_2757,2023-03-31,0.77,False
usr_0230,ser_1702,2024-01-24,0.69,False
usr_0230,ser_0565,2023-12-21,0.38,False
usr_0230,ser_0357,2023-02-03,0.84,False
usr_0230,ser_2124,2025-03-09,0.81,False
usr_0230,ser_2835,2024-12-03,0.94,False
usr_0230,ser_1427,2023-03-07,0.81,False
usr_0230,ser_2916,2025-03-08,0.51,False
usr_0230,ser_2491,2025-03-19,0.62,False
usr_0230,ser_0447,2024-11-29,0.33,False
usr_0230,ser_1016,2025-03-24,0.26,False
usr_0230,ser_1130,2024-01-18,0.36,False
usr_0230,ser_2624,2024-05-01,0.85,False
usr_0230,ser_2745,2024-05-16,0.2,False
usr_0230,ser_1267,2023-07-05,0.65,False
usr_0230,ser_2799,2023-11-11,0.89,False
usr_0230,ser_2496,2024-10-18,0.15,False
usr_0230,ser_2428,2023-11-28,0.52,False
usr_0230,ser_1795,2024-12-10,0.96,True
usr_0230,ser_1560,2023-03-11,0.46,False
usr_0230,ser_2761,2023-08-22,0.25,False
usr_0230,ser_2286,2024-12-12,0.39,False
usr_0231,ser_0402,2024-03-21,0.59,False
usr_0231,ser_0640,2024-11-28,0.77,False
usr_0231,ser_0829,2023-05-18,0.77,False
usr_0231,ser_2024,2023-10-03,0.65,False
usr_0231,ser_0984,2023-02-13,0.54,False
usr_0231,ser_2663,2024-09-09,0.28,False
usr_0231,ser_1914,2024-04-03,0.38,False
usr_0231,ser_0298,2024-09-06,0.74,False
usr_0231,ser_1272,2025-01-07,0.57,False
usr_0231,ser_2638,2024-07-26,0.95,True
usr_0231,ser_0810,2023-06-22,0.5,False
usr_0231,ser_2818,2023-11-08,0.51,False
usr_0231,ser_0256,2025-01-28,0.37,False
usr_0231,ser_2637,2024-11-11,0.52,False
usr_0231,ser_2365,2023-08-20,0.95,True
usr_0231,ser_0134,2024-06-01,0.34,False
usr_0231,ser_1139,2023-12-18,0.62,False
usr_0231,ser_1453,2023-10-23,0.15,False
usr_0231,ser_0515,2024-06-16,0.65,False
usr_0231,ser_0070,2023-05-15,0.79,False
usr_0231,ser_0603,2024-02-12,0.53,False
usr_0232,ser_1787,2024-03-17,0.68,False
usr_0232,ser_2293,2024-04-27,0.97,True
usr_0232,ser_2107,2023-07-30,0.67,False
usr_0232,ser_2979,2023-12-10,0.45,False
usr_0232,ser_1587,2024-04-04,0.46,False
usr_0232,ser_0955,2023-10-22,0.63,False
usr_0232,ser_0797,2024-03-29,0.38,False
usr_0232,ser_0892,2023-04-29,0.97,True
usr_0232,ser_1197,2023-09-01,0.71,False
usr_0232,ser_0767,2023-12-13,0.28,False
usr_0232,ser_0270,2023-06-04,0.33,False
usr_0232,ser_2484,2023-06-02,0.98,True
usr_0232,ser_2041,2023-09-12,0.72,False
usr_0232,ser_0758,2024-03-06,0.93,False
usr_0232,ser_2370,2023-02-07,0.28,False
usr_0232,ser_2539,2025-04-29,0.77,False
usr_0232,ser_2181,2024-04-17,0.27,False
usr_0232,ser_1530,2023-01-26,0.55,False
usr_0232,ser_0342,2024-02-07,0.86,False
usr_0232,ser_0721,2024-08-08,0.33,False
usr_0232,ser_0751,2023-07-28,0.83,False
usr_0232,ser_2849,2025-02-27,0.5,False
usr_0232,ser_1347,2023-03-29,0.19,False
usr_0232,ser_1172,2024-08-21,0.11,False
usr_0232,ser_2243,2023-01-16,0.63,False
usr_0232,ser_0778,2023-01-16,0.75,False
usr_0233,ser_2945,2024-07-19,0.81,False
usr_0233,ser_2942,2024-09-20,0.26,False
usr_0233,ser_2352,2024-10-11,0.25,False
usr_0233,ser_1653,2024-08-03,0.15,False
usr_0233,ser_0571,2025-04-17,0.22,False
usr_0233,ser_0788,2023-08-13,0.95,True
usr_0233,ser_1592,2023-06-26,0.57,False
usr_0233,ser_0372,2024-08-10,0.24,False
usr_0233,ser_1446,2023-08-19,0.61,False
usr_0234,ser_2823,2024-03-19,0.24,False
usr_0234,ser_2344,2024-10-28,0.17,False
usr_0234,ser_2637,2025-04-12,0.42,False
usr_0234,ser_2535,2024-02-23,0.11,False
usr_0234,ser_0476,2025-04-26,0.84,False
usr_0234,ser_0122,2023-04-18,0.7,False
usr_0234,ser_1630,2023-12-10,0.92,False
usr_0234,ser_2548,2025-03-27,0.54,False
usr_0234,ser_2418,2023-01-22,0.59,False
usr_0234,ser_2749,2025-02-01,0.32,False
usr_0235,ser_1504,2023-11-20,0.55,False
usr_0235,ser_0283,2023-11-08,0.68,False
usr_0235,ser_2152,2023-05-04,0.79,False
usr_0235,ser_2099,2024-06-03,0.91,False
usr_0235,ser_2268,2024-12-22,0.84,False
usr_0235,ser_0934,2024-03-26,0.57,False
usr_0235,ser_2442,2024-10-15,0.78,False
usr_0235,ser_1732,2023-05-15,0.98,True
usr_0235,ser_1212,2023-02-15,0.99,True
usr_0235,ser_0426,2024-12-06,0.23,False
usr_0235,ser_2275,2024-01-16,0.38,False
usr_0235,ser_1083,2023-11-08,0.94,False
usr_0235,ser_2428,2025-02-07,0.17,False
usr_0235,ser_2765,2023-04-23,0.74,False
usr_0235,ser_0020,2023-11-23,0.43,False
usr_0235,ser_0770,2024-11-03,0.2,False
usr_0235,ser_2535,2023-12-23,0.72,False
usr_0235,ser_1444,2023-01-02,0.9,False
usr_0235,ser_2638,2024-01-24,0.13,False
usr_0236,ser_1036,2025-03-28,0.29,False
usr_0236,ser_1699,2025-03-23,0.13,False
usr_0236,ser_0626,2025-01-25,0.38,False
usr_0236,ser_0141,2023-11-06,0.62,False
usr_0236,ser_1192,2025-01-30,0.94,False
usr_0236,ser_2748,2024-12-25,0.24,False
usr_0236,ser_0535,2024-09-23,0.54,False
usr_0236,ser_1913,2025-03-14,0.35,False
usr_0236,ser_1849,2024-07-26,0.11,False
usr_0236,ser_0025,2023-12-28,0.43,False
usr_0236,ser_0543,2023-01-10,0.77,False
usr_0236,ser_0385,2023-07-27,0.39,False
usr_0236,ser_0991,2023-07-05,0.14,False
usr_0236,ser_1994,2024-12-21,0.38,False
usr_0236,ser_0838,2023-01-01,0.71,False
usr_0236,ser_0639,2024-04-27,0.67,False
usr_0236,ser_2797,2023-03-31,0.66,False
usr_0236,ser_1869,2025-02-03,0.9,False
usr_0236,ser_1286,2025-01-25,0.42,False
usr_0236,ser_2514,2023-01-02,0.28,False
usr_0236,ser_2510,2024-04-01,0.68,False
usr_0236,ser_2565,2023-01-13,0.18,False
usr_0236,ser_2730,2025-03-15,0.78,False
usr_0236,ser_2538,2023-08-09,0.87,False
usr_0236,ser_1671,2023-11-21,0.71,False
usr_0236,ser_1534,2024-10-11,0.62,False
usr_0236,ser_0563,2023-10-26,0.91,False
usr_0236,ser_2172,2025-02-01,0.94,False
usr_0237,ser_2062,2023-02-25,0.7,False
usr_0237,ser_0857,2024-11-23,0.26,False
usr_0237,ser_1565,2024-11-27,0.5,False
usr_0237,ser_1853,2024-07-13,0.12,False
usr_0237,ser_1309,2025-03-25,0.97,True
usr_0237,ser_1548,2024-05-16,0.57,False
usr_0237,ser_1766,2024-06-06,0.67,False
usr_0237,ser_1780,2024-02-07,0.42,False
usr_0237,ser_1848,2024-04-21,0.32,False
usr_0237,ser_2649,2025-01-25,0.87,False
usr_0237,ser_0388,2024-01-04,0.67,False
usr_0237,ser_0223,2023-11-15,0.21,False
usr_0237,ser_0708,2024-10-06,0.64,False
usr_0237,ser_2540,2024-04-17,0.3,False
usr_0237,ser_0574,2024-05-08,0.65,False
usr_0237,ser_1236,2023-09-01,0.69,False
usr_0237,ser_2828,2024-01-14,0.16,False
usr_0237,ser_1937,2023-03-21,0.4,False
usr_0237,ser_1249,2024-09-05,0.33,False
usr_0237,ser_2882,2023-12-03,0.11,False
usr_0237,ser_1872,2024-06-26,0.51,False
usr_0237,ser_2592,2025-04-10,0.4,False
usr_0237,ser_1454,2023-10-08,0.57,False
usr_0237,ser_2388,2025-02-24,0.38,False
usr_0237,ser_2201,2024-07-29,0.51,False
usr_0237,ser_1400,2024-12-26,0.68,False
usr_0237,ser_2257,2024-05-29,0.81,False
usr_0237,ser_2961,2023-07-23,0.41,False
usr_0238,ser_1076,2023-12-12,0.44,False
usr_0238,ser_1898,2023-10-06,0.24,False
usr_0238,ser_2934,2023-05-16,0.24,False
usr_0238,ser_0108,2023-08-31,0.38,False
usr_0238,ser_1563,2024-01-15,0.14,False
usr_0238,ser_0501,2023-10-06,0.7,False
usr_0238,ser_1269,2023-11-21,0.51,False
usr_0238,ser_1639,2025-02-23,0.99,True
usr_0238,ser_2803,2023-10-21,0.15,False
usr_0238,ser_2999,2024-04-16,0.2,False
usr_0238,ser_0425,2023-08-24,0.32,False
usr_0238,ser_1522,2023-11-14,0.33,False
usr_0238,ser_2094,2024-03-29,0.86,False
usr_0239,ser_2371,2023-10-07,0.38,False
usr_0239,ser_1923,2024-08-14,0.97,True
usr_0239,ser_2866,2025-02-03,0.43,False
usr_0239,ser_0139,2025-01-01,0.4,False
usr_0239,ser_2400,2025-02-23,0.79,False
usr_0239,ser_2352,2024-11-05,0.13,False
usr_0240,ser_0177,2024-09-12,0.77,False
usr_0240,ser_2739,2023-11-14,0.75,False
usr_0240,ser_0032,2023-10-07,0.44,False
usr_0240,ser_0805,2024-09-18,0.26,False
usr_0240,ser_1320,2024-05-06,0.96,True
usr_0240,ser_1884,2023-01-17,0.94,False
usr_0240,ser_0275,2023-09-28,0.3,False
usr_0240,ser_0336,2023-11-30,0.72,False
usr_0240,ser_0414,2023-01-23,0.79,False
usr_0240,ser_2182,2023-06-26,0.85,False
usr_0240,ser_2969,2024-03-02,0.61,False
usr_0240,ser_0519,2024-08-09,0.94,False
usr_0240,ser_2979,2024-03-25,0.67,False
usr_0240,ser_1191,2023-09-02,0.88,False
usr_0240,ser_0741,2023-06-14,0.96,True
usr_0240,ser_1929,2023-06-08,0.18,False
usr_0240,ser_0877,2024-04-10,0.77,False
usr_0240,ser_1070,2024-05-12,0.44,False
usr_0240,ser_2545,2023-06-27,0.18,False
usr_0240,ser_2523,2023-01-25,0.56,False
usr_0240,ser_0260,2024-05-17,0.99,True
usr_0240,ser_1350,2025-02-26,0.51,False
usr_0240,ser_0406,2024-04-19,0.64,False
usr_0240,ser_2702,2024-11-21,0.25,False
usr_0240,ser_1923,2025-04-13,0.14,False
usr_0240,ser_0437,2025-02-23,0.2,False
usr_0240,ser_1357,2023-10-10,0.15,False
usr_0241,ser_1075,2024-11-03,0.72,False
usr_0241,ser_1218,2023-09-06,0.26,False
usr_0241,ser_0288,2025-03-16,0.9,False
usr_0241,ser_1056,2025-01-26,0.25,False
usr_0241,ser_0145,2024-06-04,0.31,False
usr_0241,ser_1077,2025-02-06,0.64,False
usr_0241,ser_0974,2024-08-16,0.86,False
usr_0241,ser_0747,2024-03-13,0.48,False
usr_0241,ser_0324,2023-04-05,0.87,False
usr_0241,ser_0958,2023-04-07,0.87,False
usr_0241,ser_1922,2024-06-24,0.83,False
usr_0241,ser_2643,2024-07-17,0.28,False
usr_0241,ser_1543,2023-08-15,0.14,False
usr_0241,ser_1964,2024-03-19,0.48,False
usr_0241,ser_2878,2024-01-12,0.15,False
usr_0241,ser_2307,2025-03-26,0.14,False
usr_0241,ser_1846,2024-12-09,0.75,False
usr_0241,ser_0258,2024-07-30,0.31,False
usr_0241,ser_0439,2023-12-12,0.89,False
usr_0241,ser_1491,2023-04-22,0.91,False
usr_0241,ser_2537,2023-11-16,0.76,False
usr_0241,ser_1497,2023-08-20,0.21,False
usr_0241,ser_0989,2024-10-30,0.22,False
usr_0242,ser_0561,2024-10-23,0.99,True
usr_0242,ser_1786,2024-05-12,0.14,False
usr_0242,ser_0661,2025-03-19,0.87,False
usr_0242,ser_0319,2023-01-14,0.96,True
usr_0242,ser_1032,2023-07-15,0.55,False
usr_0242,ser_2592,2024-06-05,0.43,False
usr_0242,ser_2229,2024-11-05,0.21,False
usr_0242,ser_2916,2025-04-20,0.41,False
usr_0242,ser_2706,2024-11-10,0.93,False
usr_0242,ser_1403,2024-01-29,0.97,True
usr_0243,ser_1458,2024-02-23,0.9,False
usr_0243,ser_2052,2024-06-01,0.68,False
usr_0243,ser_2285,2024-01-12,0.13,False
usr_0243,ser_2880,2024-05-19,0.47,False
usr_0243,ser_1915,2024-08-09,0.84,False
usr_0243,ser_1358,2023-11-21,0.69,False
usr_0243,ser_1178,2024-09-25,0.69,False
usr_0243,ser_0384,2024-03-15,0.75,False
usr_0243,ser_2278,2023-08-14,0.33,False
usr_0243,ser_0340,2023-07-29,0.86,False
usr_0243,ser_1140,2024-02-28,0.18,False
usr_0243,ser_1623,2023-08-07,0.59,False
usr_0243,ser_1717,2024-04-02,0.27,False
usr_0243,ser_2606,2023-05-25,0.13,False
usr_0243,ser_2911,2023-04-26,0.18,False
usr_0243,ser_1475,2024-05-08,0.21,False
usr_0243,ser_0069,2023-01-27,0.68,False
usr_0243,ser_1671,2023-09-16,0.55,False
usr_0243,ser_0490,2025-03-24,0.4,False
usr_0243,ser_1887,2025-03-26,0.28,False
usr_0244,ser_2455,2024-06-08,0.36,False
usr_0244,ser_2727,2023-02-27,0.47,False
usr_0244,ser_2248,2025-01-16,0.63,False
usr_0244,ser_0788,2024-03-23,0.84,False
usr_0244,ser_1254,2024-07-25,0.39,False
usr_0244,ser_0055,2024-04-04,0.12,False
usr_0244,ser_0764,2025-02-06,0.15,False
usr_0244,ser_1018,2023-02-21,0.36,False
usr_0244,ser_1522,2023-07-31,0.88,False
usr_0244,ser_1693,2025-02-01,0.94,False
usr_0244,ser_1717,2025-02-12,0.88,False
usr_0244,ser_0836,2024-03-24,0.77,False
usr_0244,ser_1548,2024-05-23,0.77,False
usr_0244,ser_1478,2023-08-08,0.31,False
usr_0244,ser_0775,2023-03-27,0.53,False
usr_0244,ser_1279,2023-03-16,0.65,False
usr_0244,ser_2280,2024-12-05,0.75,False
usr_0244,ser_1372,2024-10-02,0.73,False
usr_0244,ser_2730,2023-09-04,0.81,False
usr_0244,ser_1790,2025-03-31,0.24,False
usr_0244,ser_0849,2023-08-21,0.52,False
usr_0244,ser_0796,2023-06-30,0.11,False
usr_0244,ser_2000,2024-03-01,0.86,False
usr_0244,ser_1029,2023-04-17,0.56,False
usr_0244,ser_2232,2025-02-25,0.75,False
usr_0244,ser_2652,2023-07-08,0.38,False
usr_0244,ser_2090,2025-03-10,0.82,False
usr_0245,ser_0749,2024-12-03,0.6,False
usr_0245,ser_0379,2024-08-05,0.24,False
usr_0245,ser_0653,2023-07-17,0.28,False
usr_0245,ser_1259,2023-01-18,0.93,False
usr_0245,ser_0964,2024-06-08,0.94,False
usr_0245,ser_1541,2024-05-19,0.84,False
usr_0245,ser_0392,2025-04-17,0.92,False
usr_0245,ser_1720,2023-05-17,0.99,True
usr_0245,ser_0453,2024-06-16,0.78,False
usr_0245,ser_2152,2023-03-11,0.28,False
usr_0245,ser_2121,2024-02-25,0.95,True
usr_0245,ser_0551,2023-01-21,0.26,False
usr_0245,ser_2435,2024-01-22,0.87,False
usr_0245,ser_2912,2023-11-11,0.7,False
usr_0245,ser_0033,2023-05-23,0.96,True
usr_0245,ser_2885,2023-04-21,0.44,False
usr_0245,ser_2922,2024-07-29,0.48,False
usr_0245,ser_0688,2024-07-06,0.91,False
usr_0245,ser_1344,2024-01-12,0.68,False
usr_0245,ser_1547,2024-07-07,0.74,False
usr_0245,ser_2295,2023-10-11,0.33,False
usr_0245,ser_2748,2025-02-22,0.62,False
usr_0245,ser_1458,2023-05-14,0.24,False
usr_0245,ser_1230,2024-06-25,0.56,False
usr_0245,ser_1471,2024-05-30,0.75,False
usr_0245,ser_2868,2023-07-14,0.29,False
usr_0245,ser_2394,2023-03-03,0.35,False
usr_0245,ser_2858,2024-02-29,0.63,False
usr_0245,ser_1892,2023-06-12,0.69,False
usr_0246,ser_0020,2023-09-14,0.19,False
usr_0246,ser_1305,2024-08-30,0.32,False
usr_0246,ser_0630,2023-11-28,0.92,False
usr_0246,ser_2734,2023-08-25,0.12,False
usr_0246,ser_1504,2024-12-14,0.81,False
usr_0246,ser_1802,2023-09-04,0.87,False
usr_0246,ser_1759,2023-10-08,0.36,False
usr_0246,ser_1632,2024-11-20,0.32,False
usr_0246,ser_0471,2024-06-13,0.59,False
usr_0247,ser_1620,2024-01-09,0.78,False
usr_0247,ser_0925,2023-12-21,0.73,False
usr_0247,ser_0143,2024-10-28,0.98,True
usr_0247,ser_2804,2025-03-22,0.78,False
usr_0247,ser_1314,2023-05-05,0.78,False
usr_0247,ser_0202,2023-07-17,0.22,False
usr_0247,ser_2685,2025-02-10,0.54,False
usr_0247,ser_2696,2024-11-28,0.43,False
usr_0247,ser_0127,2025-01-16,0.16,False
usr_0247,ser_2877,2023-11-19,0.22,False
usr_0248,ser_1849,2023-12-23,0.6,False
usr_0248,ser_2764,2023-12-27,0.98,True
usr_0248,ser_2349,2023-06-18,0.76,False
usr_0248,ser_0580,2023-05-29,0.35,False
usr_0248,ser_0425,2023-04-13,0.33,False
usr_0249,ser_2652,2023-08-14,0.76,False
usr_0249,ser_0444,2025-03-24,0.13,False
usr_0249,ser_2980,2023-02-08,0.87,False
usr_0249,ser_0919,2025-04-24,0.3,False
usr_0249,ser_0191,2024-12-23,0.12,False
usr_0249,ser_0822,2024-02-13,0.92,False
