estudio_id,serie_id,anio,presupuesto,distribucion
est_028,ser_0621,2011,70.95,Regional
est_017,ser_0622,2021,54.01,Global
est_038,ser_0623,2014,32.04,Nacional
est_001,ser_0624,1996,175.5,Nacional
est_011,ser_0625,2018,141.4,Streaming exclusivo
est_001,ser_0626,2003,101.29,Nacional
est_003,ser_0627,2019,168.87,Global
est_029,ser_0628,1993,17.99,Nacional
est_019,ser_0629,2010,62.58,Streaming exclusivo
est_026,ser_0630,2024,21.4,Streaming exclusivo
est_002,ser_0631,2021,144.48,Regional
est_035,ser_0632,2013,188.05,Regional
est_040,ser_0633,2008,127.85,Nacional
est_017,ser_0634,2006,127.01,Streaming exclusivo
est_004,ser_0635,2008,30.28,Global
est_038,ser_0636,2007,170.11,Nacional
est_001,ser_0637,1999,55.4,Nacional
est_006,ser_0638,2002,185.17,Nacional
est_014,ser_0639,2006,51.6,Global
est_035,ser_0640,2005,58.0,Streaming exclusivo
est_018,ser_0641,2004,187.14,Nacional
est_020,ser_0642,1993,114.51,Streaming exclusivo
est_017,ser_0643,2018,145.58,Regional
est_030,ser_0644,2007,54.66,Nacional
est_028,ser_0645,2009,140.26,Global
est_016,ser_0646,2010,37.48,Global
est_034,ser_0647,1994,116.26,Regional
est_008,ser_0648,2001,168.21,Regional
est_031,ser_0649,2015,17.01,Nacional
est_020,ser_0650,2011,35.45,Global
est_005,ser_0651,2004,10.99,Regional
est_036,ser_0652,1993,107.17,Nacional
est_033,ser_0653,1990,168.37,Streaming exclusivo
est_010,ser_0654,2021,53.32,Global
est_027,ser_0655,2018,178.33,Regional
est_026,ser_0656,1996,132.91,Streaming exclusivo
est_027,ser_0657,2011,110.84,Regional
est_002,ser_0658,1994,114.68,Global
est_005,ser_0659,2012,136.2,Nacional
est_028,ser_0660,2023,82.53,Global
est_033,ser_0661,1998,43.85,Regional
est_004,ser_0662,1995,123.79,Nacional
est_011,ser_0663,2008,192.38,Global
est_019,ser_0664,2010,74.11,Global
est_009,ser_0665,1993,13.28,Global
est_024,ser_0666,2021,57.85,Regional
est_016,ser_0667,2008,24.46,Streaming exclusivo
est_004,ser_0668,2015,191.14,Regional
est_008,ser_0669,2003,27.94,Streaming exclusivo
est_033,ser_0670,2021,7.17,Streaming exclusivo
est_011,ser_0671,2004,103.62,Global
est_039,ser_0672,2010,12.68,Streaming exclusivo
est_012,ser_0673,2008,2.41,Nacional
est_031,ser_0674,2023,43.82,Streaming exclusivo
est_016,ser_0675,1995,51.96,Regional
est_016,ser_0676,1992,86.42,Nacional
est_037,ser_0677,1999,117.64,Nacional
est_038,ser_0678,2015,60.42,Global
est_007,ser_0679,1994,132.47,Nacional
est_037,ser_0680,1993,97.25,Streaming exclusivo
est_017,ser_0681,1992,3.5,Streaming exclusivo
est_009,ser_0682,1993,175.03,Regional
est_007,ser_0683,2014,196.17,Regional
est_015,ser_0684,2012,44.36,Global
est_021,ser_0685,2014,58.79,Global
est_037,ser_0686,1992,52.15,Regional
est_027,ser_0687,2003,183.61,Global
est_013,ser_0688,2013,173.65,Global
est_001,ser_0689,2002,10.92,Nacional
est_004,ser_0690,2003,197.18,Streaming exclusivo
est_035,ser_0691,1993,120.58,Global
est_016,ser_0692,1991,83.01,Streaming exclusivo
est_002,ser_0693,2002,198.81,Streaming exclusivo
est_006,ser_0694,1992,87.1,Nacional
est_015,ser_0695,2010,199.65,Nacional
est_028,ser_0696,2010,160.1,Streaming exclusivo
est_010,ser_0697,2000,115.49,Streaming exclusivo
est_018,ser_0698,2007,175.43,Global
est_009,ser_0699,2014,161.64,Global
est_033,ser_0700,2001,171.39,Nacional
est_024,ser_0701,1998,60.54,Streaming exclusivo
est_034,ser_0702,2008,60.08,Global
est_031,ser_0703,2002,34.11,Global
est_012,ser_0704,2005,156.18,Streaming exclusivo
est_011,ser_0705,1995,51.98,Streaming exclusivo
est_024,ser_0706,2002,76.79,Nacional
est_022,ser_0707,2016,88.33,Nacional
est_020,ser_0708,2007,29.41,Regional
est_010,ser_0709,1994,172.48,Streaming exclusivo
est_032,ser_0710,1990,58.36,Streaming exclusivo
est_007,ser_0711,1996,174.73,Global
est_002,ser_0712,1995,64.0,Streaming exclusivo
est_016,ser_0713,2010,5.76,Regional
est_036,ser_0714,1993,34.52,Nacional
est_003,ser_0715,2024,64.32,Global
est_034,ser_0716,2004,79.52,Nacional
est_024,ser_0717,2006,57.75,Streaming exclusivo
est_023,ser_0718,1993,187.14,Streaming exclusivo
est_024,ser_0719,1990,24.15,Streaming exclusivo
est_024,ser_0720,2012,78.64,Streaming exclusivo
est_040,ser_0721,2000,35.55,Streaming exclusivo
est_036,ser_0722,2019,167.74,Nacional
est_002,ser_0723,1999,119.67,Nacional
est_012,ser_0724,2003,160.96,Global
est_015,ser_0725,2021,86.76,Regional
est_031,ser_0726,2021,134.32,Streaming exclusivo
est_040,ser_0727,2010,137.49,Streaming exclusivo
est_004,ser_0728,1990,28.03,Streaming exclusivo
est_009,ser_0729,1998,125.63,Nacional
est_017,ser_0730,1994,166.2,Nacional
est_011,ser_0731,2020,30.38,Global
est_017,ser_0732,2020,94.59,Streaming exclusivo
est_015,ser_0733,2021,123.03,Regional
est_024,ser_0734,2007,92.1,Nacional
est_025,ser_0735,2020,182.32,Streaming exclusivo
est_031,ser_0736,2002,117.8,Streaming exclusivo
est_040,ser_0737,2023,35.73,Nacional
est_023,ser_0738,1999,114.75,Regional
est_039,ser_0739,1999,111.19,Global
est_006,ser_0740,2019,100.97,Regional
est_024,ser_0741,1997,88.11,Nacional
est_008,ser_0742,2017,140.83,Global
est_019,ser_0743,2022,86.02,Regional
est_008,ser_0744,1999,108.92,Global
est_021,ser_0745,1995,7.83,Nacional
est_035,ser_0746,1995,121.06,Global
est_018,ser_0747,2004,82.18,Global
est_033,ser_0748,2010,193.42,Regional
est_007,ser_0749,2021,96.88,Regional
est_032,ser_0750,1992,75.45,Global
est_007,ser_0751,2022,110.93,Nacional
est_028,ser_0752,2013,187.53,Global
est_030,ser_0753,1997,80.82,Nacional
est_028,ser_0754,1992,194.26,Streaming exclusivo
est_013,ser_0755,2009,31.14,Streaming exclusivo
est_007,ser_0756,1991,61.94,Nacional
est_037,ser_0757,2019,163.05,Streaming exclusivo
est_015,ser_0758,1994,32.06,Regional
est_005,ser_0759,2014,55.31,Regional
est_027,ser_0760,2017,178.64,Streaming exclusivo
est_004,ser_0761,2009,188.31,Streaming exclusivo
est_017,ser_0762,2007,184.77,Global
est_015,ser_0763,2015,141.2,Streaming exclusivo
est_037,ser_0764,1994,163.7,Regional
est_020,ser_0765,2002,120.81,Streaming exclusivo
est_003,ser_0766,1995,92.87,Regional
est_022,ser_0767,2024,182.81,Regional
est_036,ser_0768,2013,158.63,Nacional
est_008,ser_0769,1995,48.57,Regional
est_038,ser_0770,2000,197.16,Streaming exclusivo
est_023,ser_0771,2003,113.68,Nacional
est_024,ser_0772,2006,41.16,Regional
est_037,ser_0773,2010,173.91,Global
est_012,ser_0774,2016,154.42,Regional
est_021,ser_0775,1996,69.55,Nacional
est_012,ser_0776,2003,16.57,Regional
est_026,ser_0777,1994,41.32,Nacional
est_035,ser_0778,2009,94.96,Global
est_005,ser_0779,1992,85.82,Regional
est_039,ser_0780,2017,173.38,Nacional
est_037,ser_0781,2021,22.46,Regional
est_004,ser_0782,2019,101.94,Nacional
est_011,ser_0783,2018,182.55,Nacional
est_010,ser_0784,2001,47.12,Regional
est_038,ser_0785,2023,17.64,Streaming exclusivo
est_025,ser_0786,1997,132.6,Global
est_004,ser_0787,2014,94.46,Regional
est_025,ser_0788,2021,59.32,Regional
est_014,ser_0789,1991,123.51,Nacional
est_001,ser_0790,1996,168.91,Streaming exclusivo
est_008,ser_0791,2006,159.58,Global
est_018,ser_0792,1995,190.31,Streaming exclusivo
est_021,ser_0793,2001,100.13,Nacional
est_040,ser_0794,1998,185.72,Regional
est_030,ser_0795,2023,107.2,Streaming exclusivo
est_031,ser_0796,2020,67.75,Global
est_030,ser_0797,2022,22.8,Global
est_001,ser_0798,2013,37.2,Regional
est_003,ser_0799,1991,109.37,Nacional
est_011,ser_0800,2022,41.2,Regional
est_038,ser_0801,2017,94.13,Nacional
est_032,ser_0802,2013,164.38,Regional
est_021,ser_0803,2010,87.08,Global
est_031,ser_0804,1998,160.86,Global
est_027,ser_0805,2022,17.06,Global
est_035,ser_0806,2016,162.44,Regional
est_028,ser_0807,2010,7.96,Regional
est_023,ser_0808,2003,80.3,Regional
est_036,ser_0809,2020,5.95,Regional
est_035,ser_0810,1994,45.16,Global
est_005,ser_0811,2007,41.94,Regional
est_037,ser_0812,1996,10.14,Regional
est_019,ser_0813,1994,197.08,Global
est_005,ser_0814,1992,179.29,Nacional
est_010,ser_0815,2004,58.19,Global
est_009,ser_0816,1991,152.27,Streaming exclusivo
est_019,ser_0817,1995,4.01,Nacional
est_019,ser_0818,2019,196.88,Global
est_017,ser_0819,2009,185.52,Global
est_009,ser_0820,2018,73.72,Global
est_037,ser_0821,2003,4.45,Regional
est_018,ser_0822,2018,165.6,Global
est_013,ser_0823,2003,197.88,Global
est_027,ser_0824,2020,94.69,Streaming exclusivo
est_034,ser_0825,2012,131.41,Streaming exclusivo
est_031,ser_0826,2006,170.77,Nacional
est_001,ser_0827,2014,151.03,Streaming exclusivo
est_036,ser_0828,1993,159.06,Nacional
est_019,ser_0829,2007,182.52,Nacional
est_023,ser_0830,1993,82.93,Global
est_007,ser_0831,2005,188.96,Global
est_029,ser_0832,2001,45.9,Streaming exclusivo
est_006,ser_0833,2001,113.79,Nacional
est_033,ser_0834,1993,196.82,Nacional
est_013,ser_0835,2013,35.89,Streaming exclusivo
est_027,ser_0836,2000,160.89,Streaming exclusivo
est_030,ser_0837,2023,49.46,Streaming exclusivo
est_003,ser_0838,2015,147.89,Streaming exclusivo
est_008,ser_0839,2013,97.66,Nacional
est_034,ser_0840,2010,85.5,Regional
est_029,ser_0841,1998,94.36,Nacional
est_009,ser_0842,2003,97.94,Regional
est_012,ser_0843,1993,105.82,Nacional
est_001,ser_0844,2012,119.5,Global
est_040,ser_0845,2009,182.78,Regional
est_038,ser_0846,2003,183.89,Global
est_022,ser_0847,2010,102.35,Streaming exclusivo
est_004,ser_0848,2022,127.94,Global
est_039,ser_0849,1999,153.27,Regional
est_034,ser_0850,1992,111.64,Regional
est_023,ser_0851,2017,38.22,Regional
est_018,ser_0852,2020,82.63,Streaming exclusivo
est_022,ser_0853,2011,173.91,Global
est_001,ser_0854,2023,107.12,Global
est_038,ser_0855,2017,22.43,Regional
est_014,ser_0856,2009,157.99,Global
est_012,ser_0857,2024,7.0,Streaming exclusivo
est_031,ser_0858,2020,158.91,Global
est_038,ser_0859,2020,153.0,Streaming exclusivo
est_004,ser_0860,2015,180.29,Global
est_009,ser_0861,2011,78.81,Streaming exclusivo
est_022,ser_0862,1990,49.66,Regional
est_014,ser_0863,2001,28.05,Nacional
est_031,ser_0864,1996,6.97,Streaming exclusivo
est_023,ser_0865,2008,102.27,Streaming exclusivo
est_006,ser_0866,2006,145.26,Nacional
est_027,ser_0867,2008,97.35,Regional
est_008,ser_0868,2022,119.02,Global
est_037,ser_0869,2003,164.28,Streaming exclusivo
est_019,ser_0870,1996,128.34,Global
est_040,ser_0871,2017,25.38,Regional
est_039,ser_0872,2013,176.6,Streaming exclusivo
est_033,ser_0873,2010,18.04,Regional
est_026,ser_0874,1990,75.75,Streaming exclusivo
est_014,ser_0875,1998,92.21,Global
est_030,ser_0876,1990,5.88,Global
est_031,ser_0877,2007,141.45,Nacional
est_034,ser_0878,2008,24.47,Streaming exclusivo
est_022,ser_0879,2020,121.05,Nacional
est_013,ser_0880,2018,146.53,Regional
est_027,ser_0881,1990,70.05,Streaming exclusivo
est_014,ser_0882,1993,116.06,Global
est_012,ser_0883,1993,167.64,Streaming exclusivo
est_002,ser_0884,2011,143.85,Streaming exclusivo
est_012,ser_0885,2020,188.15,Streaming exclusivo
est_034,ser_0886,2006,107.75,Global
est_019,ser_0887,2009,93.75,Regional
est_013,ser_0888,2005,165.54,Global
est_012,ser_0889,2022,156.65,Regional
est_031,ser_0890,2012,164.41,Streaming exclusivo
est_034,ser_0891,1994,103.63,Global
est_009,ser_0892,2014,82.95,Global
est_034,ser_0893,2020,163.3,Global
est_030,ser_0894,2014,113.88,Global
est_029,ser_0895,2012,89.64,Regional
est_034,ser_0896,2019,71.05,Global
est_005,ser_0897,2011,91.69,Regional
est_007,ser_0898,2017,199.63,Streaming exclusivo
est_025,ser_0899,1999,157.01,Nacional
est_019,ser_0900,2009,154.35,Streaming exclusivo
est_040,ser_0901,1996,145.31,Global
est_016,ser_0902,2003,74.23,Global
est_005,ser_0903,1995,12.5,Regional
est_006,ser_0904,1992,65.71,Global
est_015,ser_0905,1994,103.24,Nacional
est_037,ser_0906,2013,187.29,Streaming exclusivo
est_022,ser_0907,2020,89.66,Global
est_026,ser_0908,2007,179.21,Global
est_014,ser_0909,2014,4.28,Regional
est_004,ser_0910,2008,58.15,Streaming exclusivo
est_019,ser_0911,2021,79.63,Streaming exclusivo
est_007,ser_0912,2001,156.67,Regional
est_038,ser_0913,1992,124.9,Nacional
est_016,ser_0914,1997,179.81,Streaming exclusivo
est_031,ser_0915,2013,96.07,Streaming exclusivo
est_003,ser_0916,1999,66.47,Streaming exclusivo
est_023,ser_0917,2017,69.68,Nacional
est_001,ser_0918,2023,66.63,Nacional
est_030,ser_0919,2017,161.53,Regional
est_026,ser_0920,2018,183.09,Global
est_028,ser_0921,2004,151.68,Streaming exclusivo
est_027,ser_0922,2022,51.86,Regional
est_040,ser_0923,1991,2.18,Regional
est_017,ser_0924,2023,4.59,Nacional
est_013,ser_0925,2016,147.49,Streaming exclusivo
est_038,ser_0926,2006,188.23,Global
est_022,ser_0927,2002,168.19,Nacional
est_027,ser_0928,2021,10.08,Streaming exclusivo
est_020,ser_0929,2004,63.0,Global
est_028,ser_0930,2018,29.6,Global
est_013,ser_0931,2016,53.73,Regional
est_015,ser_0932,2005,166.14,Regional
est_017,ser_0933,1990,100.52,Global
est_025,ser_0934,2004,195.49,Global
est_017,ser_0935,2000,106.35,Regional
est_030,ser_0936,2000,169.49,Nacional
est_021,ser_0937,1993,109.76,Regional
est_017,ser_0938,1990,70.25,Global
est_009,ser_0939,2003,63.69,Global
est_021,ser_0940,2011,92.91,Nacional
est_031,ser_0941,2007,28.08,Global
est_034,ser_0942,2014,114.42,Global
est_014,ser_0943,2024,25.69,Global
est_013,ser_0944,2024,73.38,Global
est_002,ser_0945,1995,137.78,Nacional
est_037,ser_0946,2001,13.01,Global
est_015,ser_0947,1994,35.81,Regional
est_019,ser_0948,1992,191.21,Streaming exclusivo
est_020,ser_0949,2000,128.51,Regional
est_017,ser_0950,2013,172.44,Regional
est_031,ser_0951,2014,156.1,Streaming exclusivo
est_006,ser_0952,1995,178.7,Regional
est_012,ser_0953,1994,67.68,Regional
est_032,ser_0954,2017,123.4,Nacional
est_020,ser_0955,2012,93.03,Streaming exclusivo
est_023,ser_0956,1997,20.32,Nacional
est_017,ser_0957,2013,16.6,Streaming exclusivo
est_039,ser_0958,2003,63.17,Regional
est_022,ser_0959,2023,9.94,Nacional
est_003,ser_0960,2023,49.45,Global
est_040,ser_0961,2023,71.38,Nacional
est_035,ser_0962,1999,185.2,Global
est_010,ser_0963,2009,157.31,Streaming exclusivo
est_007,ser_0964,2017,73.85,Streaming exclusivo
est_025,ser_0965,2000,50.39,Streaming exclusivo
est_025,ser_0966,2004,188.25,Streaming exclusivo
est_002,ser_0967,2020,118.01,Global
est_019,ser_0968,2005,72.36,Nacional
est_040,ser_0969,1993,190.3,Streaming exclusivo
est_012,ser_0970,2010,164.45,Streaming exclusivo
est_027,ser_0971,2019,115.88,Nacional
est_026,ser_0972,1995,109.38,Nacional
est_012,ser_0973,1992,34.79,Streaming exclusivo
est_034,ser_0974,2016,39.95,Nacional
est_025,ser_0975,1991,196.94,Streaming exclusivo
est_003,ser_0976,2006,45.77,Streaming exclusivo
est_030,ser_0977,2015,72.66,Global
est_014,ser_0978,2023,190.49,Nacional
est_036,ser_0979,2020,135.72,Regional
est_040,ser_0980,2022,7.88,Streaming exclusivo
est_027,ser_0981,1995,72.46,Regional
est_021,ser_0982,2016,196.18,Global
est_004,ser_0983,2017,119.18,Nacional
est_038,ser_0984,1991,142.22,Regional
est_039,ser_0985,1995,160.67,Global
est_019,ser_0986,2006,195.91,Streaming exclusivo
est_004,ser_0987,1999,143.55,Regional
est_001,ser_0988,1990,68.19,Regional
est_005,ser_0989,2023,117.09,Regional
est_022,ser_0990,2013,187.7,Nacional
est_040,ser_0991,1994,91.62,Nacional
est_003,ser_0992,2016,174.85,Global
est_034,ser_0993,2008,193.62,Streaming exclusivo
est_014,ser_0994,1996,79.37,Streaming exclusivo
est_011,ser_0995,2001,142.95,Global
est_015,ser_0996,1991,141.81,Global
est_015,ser_0997,2018,9.98,Global
est_027,ser_0998,2023,119.79,Nacional
est_005,ser_0999,2016,71.97,Global
est_023,ser_1000,1999,77.56,Streaming exclusivo
est_015,ser_1001,1995,67.7,Nacional
est_027,ser_1002,2020,113.69,Global
est_037,ser_1003,2002,175.15,Global
est_020,ser_1004,1991,101.9,Streaming exclusivo
est_024,ser_1005,2002,60.72,Regional
est_006,ser_1006,2014,23.54,Regional
est_032,ser_1007,1994,67.94,Streaming exclusivo
est_015,ser_1008,1993,142.66,Nacional
est_033,ser_1009,2008,184.24,Streaming exclusivo
est_038,ser_1010,1998,46.93,Nacional
est_012,ser_1011,2000,46.64,Streaming exclusivo
est_040,ser_1012,2006,117.1,Global
est_004,ser_1013,2012,92.04,Global
est_032,ser_1014,1995,31.96,Streaming exclusivo
est_017,ser_1015,1998,76.11,Nacional
est_039,ser_1016,2018,35.08,Global
est_009,ser_1017,2000,29.26,Global
est_026,ser_1018,1993,197.7,Regional
est_014,ser_1019,1996,93.48,Streaming exclusivo
est_009,ser_1020,2021,88.68,Regional
est_027,ser_1021,2000,55.46,Streaming exclusivo
est_034,ser_1022,2024,162.03,Streaming exclusivo
est_033,ser_1023,2018,90.23,Regional
est_035,ser_1024,2020,136.76,Regional
est_036,ser_1025,1990,186.02,Nacional
est_014,ser_1026,2010,139.01,Nacional
est_003,ser_1027,2018,184.84,Streaming exclusivo
est_009,ser_1028,1998,91.59,Streaming exclusivo
est_033,ser_1029,2024,120.71,Nacional
est_036,ser_1030,2004,109.16,Nacional
est_039,ser_1031,2009,107.99,Regional
est_025,ser_1032,2018,29.55,Global
est_006,ser_1033,2005,76.41,Streaming exclusivo
est_039,ser_1034,2014,74.82,Nacional
est_009,ser_1035,2021,165.09,Streaming exclusivo
est_037,ser_1036,2010,81.7,Global
est_029,ser_1037,2013,114.22,Streaming exclusivo
est_017,ser_1038,2011,197.62,Streaming exclusivo
est_039,ser_1039,2001,59.7,Streaming exclusivo
est_007,ser_1040,2015,19.39,Regional
est_026,ser_1041,2024,160.76,Nacional
est_035,ser_1042,2000,76.41,Streaming exclusivo
est_032,ser_1043,2000,60.9,Regional
est_030,ser_1044,2013,88.0,Nacional
est_037,ser_1045,2021,177.28,Streaming exclusivo
est_010,ser_1046,2021,17.77,Nacional
est_022,ser_1047,1997,121.35,Nacional
est_017,ser_1048,2011,116.57,Streaming exclusivo
est_007,ser_1049,2008,78.45,Nacional
est_026,ser_1050,2003,84.36,Global
est_034,ser_1051,2007,27.72,Nacional
est_017,ser_1052,2001,72.08,Streaming exclusivo
est_020,ser_1053,2020,155.19,Nacional
est_012,ser_1054,2011,122.13,Global
est_025,ser_1055,2024,89.78,Nacional
est_035,ser_1056,2007,74.79,Nacional
est_024,ser_1057,2022,150.68,Regional
est_003,ser_1058,1999,64.96,Streaming exclusivo
est_022,ser_1059,1997,72.88,Global
est_001,ser_1060,1992,190.08,Global
est_005,ser_1061,2008,87.8,Regional
est_018,ser_1062,2017,116.49,Regional
est_008,ser_1063,1998,50.57,Global
est_012,ser_1064,1994,59.01,Nacional
est_030,ser_1065,1998,139.2,Streaming exclusivo
est_007,ser_1066,1990,38.86,Nacional
est_011,ser_1067,2019,97.7,Regional
est_014,ser_1068,2001,34.59,Streaming exclusivo
est_011,ser_1069,2007,79.93,Global
est_012,ser_1070,1995,8.23,Regional
est_028,ser_1071,2005,116.76,Streaming exclusivo
est_026,ser_1072,2001,61.3,Streaming exclusivo
est_029,ser_1073,2010,28.32,Nacional
est_020,ser_1074,2017,70.46,Regional
est_026,ser_1075,1999,86.25,Global
est_035,ser_1076,2003,62.43,Nacional
est_003,ser_1077,2021,135.16,Global
est_013,ser_1078,2021,31.03,Regional
est_010,ser_1079,2001,134.4,Nacional
est_017,ser_1080,1997,160.74,Nacional
est_032,ser_1081,1996,159.11,Regional
est_001,ser_1082,1992,31.61,Global
est_040,ser_1083,2012,2.16,Nacional
est_017,ser_1084,2005,179.28,Global
est_016,ser_1085,2012,47.48,Nacional
est_017,ser_1086,2000,151.19,Regional
est_031,ser_1087,2007,97.58,Nacional
est_014,ser_1088,2003,183.22,Nacional
est_031,ser_1089,1999,2.71,Streaming exclusivo
est_013,ser_1090,1993,103.42,Nacional
est_038,ser_1091,2015,167.3,Regional
est_009,ser_1092,2018,179.98,Regional
est_037,ser_1093,2002,177.49,Streaming exclusivo
est_012,ser_1094,2023,19.48,Global
est_013,ser_1095,2015,189.69,Global
est_036,ser_1096,2008,22.8,Regional
est_017,ser_1097,1990,32.33,Regional
est_002,ser_1098,1991,5.03,Global
est_040,ser_1099,2012,138.67,Regional
est_028,ser_1100,2006,109.0,Streaming exclusivo
est_015,ser_1101,1997,89.51,Regional
est_028,ser_1102,1993,165.56,Streaming exclusivo
est_036,ser_1103,1998,150.99,Regional
est_013,ser_1104,2000,143.78,Streaming exclusivo
est_023,ser_1105,2021,52.07,Streaming exclusivo
est_018,ser_1106,1994,3.06,Global
est_020,ser_1107,2020,11.64,Nacional
est_022,ser_1108,1997,54.09,Nacional
est_026,ser_1109,1995,48.2,Global
est_040,ser_1110,2018,36.33,Nacional
est_026,ser_1111,2022,119.17,Nacional
est_025,ser_1112,2008,110.38,Global
est_030,ser_1113,2001,96.4,Streaming exclusivo
est_016,ser_1114,2006,7.36,Nacional
est_012,ser_1115,2015,99.74,Regional
est_014,ser_1116,2023,109.61,Nacional
est_010,ser_1117,2017,197.76,Regional
est_001,ser_1118,2006,137.45,Global
est_036,ser_1119,1994,162.29,Global
est_019,ser_1120,2021,58.58,Nacional
est_040,ser_1121,2008,93.35,Global
est_014,ser_1122,2020,52.29,Global
est_005,ser_1123,2022,100.97,Nacional
est_035,ser_1124,2006,81.43,Regional
est_022,ser_1125,2022,130.84,Nacional
est_007,ser_1126,2000,192.02,Regional
est_040,ser_1127,2005,179.14,Nacional
est_002,ser_1128,2024,61.36,Streaming exclusivo
est_006,ser_1129,2024,155.8,Streaming exclusivo
est_025,ser_1130,2022,93.52,Global
est_040,ser_1131,2024,129.76,Regional
est_004,ser_1132,2009,185.12,Nacional
est_029,ser_1133,2007,15.78,Nacional
est_038,ser_1134,2020,8.53,Streaming exclusivo
est_016,ser_1135,2017,26.5,Streaming exclusivo
est_037,ser_1136,2004,15.37,Nacional
est_038,ser_1137,1992,53.86,Regional
est_031,ser_1138,2005,100.29,Regional
est_006,ser_1139,1999,45.04,Nacional
est_019,ser_1140,2000,58.73,Nacional
est_040,ser_1141,1998,198.98,Regional
est_021,ser_1142,1992,53.83,Streaming exclusivo
est_011,ser_1143,1994,199.8,Streaming exclusivo
est_027,ser_1144,2005,192.96,Streaming exclusivo
est_021,ser_1145,2004,58.35,Global
est_030,ser_1146,2006,177.68,Global
est_039,ser_1147,2007,63.2,Global
est_016,ser_1148,2007,11.51,Global
est_021,ser_1149,2006,197.49,Regional
est_039,ser_1150,2007,58.28,Nacional
est_008,ser_1151,2006,63.68,Global
est_027,ser_1152,2018,95.17,Regional
est_015,ser_1153,2006,39.91,Global
est_015,ser_1154,2013,26.2,Global
est_002,ser_1155,2020,146.0,Streaming exclusivo
est_021,ser_1156,2010,32.58,Nacional
est_010,ser_1157,2006,14.89,Nacional
est_011,ser_1158,2009,50.9,Global
est_019,ser_1159,2014,148.6,Nacional
est_020,ser_1160,2009,63.02,Global
est_018,ser_1161,2018,115.47,Streaming exclusivo
est_008,ser_1162,2013,100.2,Nacional
est_013,ser_1163,1993,49.69,Nacional
est_040,ser_1164,2017,118.04,Regional
est_013,ser_1165,2020,75.01,Global
est_026,ser_1166,1995,189.17,Nacional
est_002,ser_1167,2014,158.9,Streaming exclusivo
est_024,ser_1168,2015,112.43,Regional
est_008,ser_1169,2007,148.62,Global
est_030,ser_1170,1994,72.67,Global
est_005,ser_1171,2011,129.17,Nacional
est_026,ser_1172,2012,24.47,Global
est_031,ser_1173,2004,19.07,Nacional
est_009,ser_1174,2006,174.09,Nacional
est_013,ser_1175,1994,144.06,Streaming exclusivo
est_033,ser_1176,2021,109.61,Regional
est_008,ser_1177,2008,135.86,Streaming exclusivo
est_013,ser_1178,2012,31.18,Global
est_024,ser_1179,2011,61.99,Nacional
est_031,ser_1180,2004,82.69,Regional
est_008,ser_1181,2020,79.58,Global
est_014,ser_1182,2006,72.68,Global
est_033,ser_1183,2003,151.34,Streaming exclusivo
est_037,ser_1184,2022,96.29,Regional
est_028,ser_1185,1993,28.94,Streaming exclusivo
est_021,ser_1186,1995,39.89,Global
est_014,ser_1187,2003,104.17,Nacional
est_022,ser_1188,1996,54.99,Streaming exclusivo
est_018,ser_1189,2003,163.55,Regional
est_020,ser_1190,1990,19.63,Global
est_004,ser_1191,1992,168.56,Global
est_039,ser_1192,2008,180.13,Nacional
est_005,ser_1193,2010,6.38,Streaming exclusivo
est_007,ser_1194,1998,52.02,Global
est_035,ser_1195,2002,31.62,Nacional
est_035,ser_1196,2014,83.99,Global
est_017,ser_1197,1990,32.73,Global
est_005,ser_1198,2018,183.6,Global
est_002,ser_1199,1990,84.3,Regional
est_020,ser_1200,1999,99.87,Nacional
est_039,ser_1201,2019,62.66,Global
est_025,ser_1202,2013,19.38,Regional
est_034,ser_1203,2005,188.78,Streaming exclusivo
est_018,ser_1204,2001,46.59,Regional
est_031,ser_1205,2019,92.0,Nacional
est_013,ser_1206,2024,111.41,Nacional
est_006,ser_1207,2001,41.3,Global
est_003,ser_1208,1998,171.91,Streaming exclusivo
est_040,ser_1209,2010,119.65,Streaming exclusivo
est_022,ser_1210,1990,125.04,Streaming exclusivo
est_031,ser_1211,2016,130.62,Regional
est_030,ser_1212,2010,39.72,Regional
est_038,ser_1213,2005,78.64,Nacional
est_005,ser_1214,1993,195.39,Global
est_017,ser_1215,2010,97.5,Streaming exclusivo
est_007,ser_1216,1998,86.92,Streaming exclusivo
est_011,ser_1217,2020,199.63,Nacional
est_016,ser_1218,2023,194.86,Nacional
est_020,ser_1219,2006,109.35,Streaming exclusivo
est_009,ser_1220,2006,25.7,Regional
est_034,ser_1221,2019,196.24,Nacional
est_004,ser_1222,2011,101.14,Streaming exclusivo
est_003,ser_1223,2004,21.58,Regional
est_023,ser_1224,2004,73.37,Global
est_006,ser_1225,2011,73.92,Regional
est_014,ser_1226,2012,102.99,Regional
est_014,ser_1227,1996,24.04,Nacional
est_020,ser_1228,2019,103.09,Regional
est_032,ser_1229,2018,134.19,Streaming exclusivo
est_016,ser_1230,1998,167.66,Regional
est_008,ser_1231,2016,89.73,Global
est_039,ser_1232,2006,16.55,Streaming exclusivo
est_039,ser_1233,2018,37.88,Global
est_001,ser_1234,1991,185.84,Streaming exclusivo
est_033,ser_1235,2003,91.12,Streaming exclusivo
est_017,ser_1236,2003,26.45,Regional
est_008,ser_1237,2009,116.62,Regional
est_014,ser_1238,2012,88.38,Nacional
est_029,ser_1239,2014,157.32,Global
