usuario_id,serie_id,fechaAgregado,prioridad,notificaciones
usr_0106,ser_2284,2025-03-11,1,False
usr_0106,ser_1642,2024-06-13,3,False
usr_0107,ser_2654,2024-11-23,4,True
usr_0107,ser_2961,2024-03-12,5,True
usr_0107,ser_2539,2025-04-05,3,False
usr_0107,ser_2125,2024-03-22,2,False
usr_0108,ser_1391,2024-07-25,1,False
usr_0108,ser_0018,2024-08-01,1,False
usr_0108,ser_2868,2024-03-29,5,False
usr_0108,ser_1957,2025-01-08,4,True
usr_0108,ser_2121,2024-03-01,3,True
usr_0108,ser_2816,2024-09-22,1,True
usr_0108,ser_2708,2025-02-04,1,True
usr_0108,ser_1488,2024-04-25,2,False
usr_0108,ser_0498,2024-03-23,3,False
usr_0109,ser_1635,2024-05-13,5,True
usr_0109,ser_2381,2024-05-16,5,False
usr_0109,ser_0654,2024-01-20,4,False
usr_0109,ser_2816,2024-08-02,4,True
usr_0109,ser_0250,2024-05-06,4,True
usr_0109,ser_2055,2024-08-03,2,True
usr_0109,ser_0582,2024-07-15,5,False
usr_0109,ser_0656,2024-12-06,2,False
usr_0110,ser_1466,2024-05-04,4,False
usr_0110,ser_1739,2025-04-27,4,False
usr_0110,ser_2996,2024-04-12,3,True
usr_0110,ser_0329,2024-11-13,4,True
usr_0110,ser_2214,2024-05-09,2,False
usr_0111,ser_2021,2024-04-27,2,True
usr_0111,ser_1682,2024-03-21,5,True
usr_0111,ser_0829,2024-02-21,1,False
usr_0111,ser_0747,2024-02-14,4,False
usr_0111,ser_1119,2024-06-13,1,True
usr_0111,ser_1520,2024-12-18,4,False
usr_0111,ser_2292,2024-10-20,5,True
usr_0111,ser_2825,2024-02-22,5,True
usr_0111,ser_1789,2024-06-07,1,True
usr_0112,ser_0287,2024-05-08,5,True
usr_0112,ser_0491,2024-05-02,4,False
usr_0113,ser_0564,2024-09-01,4,False
usr_0113,ser_2167,2024-05-22,5,True
usr_0114,ser_0688,2024-01-03,1,False
usr_0114,ser_1685,2025-01-29,1,False
usr_0114,ser_0720,2025-03-24,1,True
usr_0114,ser_1501,2024-06-04,4,True
usr_0114,ser_2917,2025-01-15,3,True
usr_0114,ser_1144,2025-03-19,3,True
usr_0114,ser_1999,2024-11-07,1,True
usr_0114,ser_0034,2025-02-19,2,True
usr_0115,ser_1683,2025-02-01,4,False
usr_0115,ser_0951,2024-09-18,4,True
usr_0115,ser_0928,2024-12-05,1,True
usr_0115,ser_1329,2024-08-31,3,True
usr_0116,ser_1920,2024-01-08,2,False
usr_0116,ser_2133,2024-03-29,2,False
usr_0116,ser_0723,2024-05-25,1,False
usr_0117,ser_1771,2025-04-01,2,False
usr_0117,ser_0679,2025-03-11,4,True
usr_0117,ser_2827,2024-07-22,2,True
usr_0117,ser_2882,2024-11-28,2,True
usr_0117,ser_2814,2025-01-17,3,True
usr_0117,ser_2106,2025-02-07,3,False
usr_0117,ser_2755,2024-05-31,3,True
usr_0117,ser_2629,2024-02-19,2,True
usr_0118,ser_0173,2024-11-29,3,True
usr_0118,ser_0334,2024-02-12,1,True
usr_0118,ser_0382,2024-05-29,3,True
usr_0118,ser_2428,2024-10-08,2,True
usr_0118,ser_1417,2024-01-10,2,False
usr_0119,ser_2200,2024-12-28,4,True
usr_0119,ser_0725,2024-10-30,2,True
usr_0119,ser_1319,2024-11-21,1,False
usr_0119,ser_2787,2024-08-23,1,False
usr_0120,ser_0722,2025-04-12,1,True
usr_0120,ser_0447,2024-01-24,3,False
usr_0120,ser_2970,2024-12-12,3,True
usr_0120,ser_0469,2024-05-20,1,False
usr_0120,ser_2659,2024-11-25,5,True
usr_0120,ser_0415,2024-08-21,1,False
usr_0121,ser_1511,2024-02-10,3,False
usr_0121,ser_0287,2024-09-24,3,True
usr_0122,ser_2456,2025-01-20,5,False
usr_0122,ser_0130,2025-03-13,3,True
usr_0122,ser_2582,2024-03-30,3,True
usr_0122,ser_2911,2024-04-30,3,False
usr_0122,ser_0494,2025-01-12,2,True
usr_0122,ser_0354,2024-03-25,1,True
usr_0123,ser_2068,2025-03-25,3,False
usr_0123,ser_0476,2024-12-13,3,False
usr_0123,ser_1286,2024-04-24,1,False
usr_0123,ser_2187,2024-12-24,5,False
usr_0123,ser_0711,2024-04-25,4,False
usr_0123,ser_0618,2024-06-09,1,True
usr_0123,ser_2414,2024-04-08,5,True
usr_0123,ser_1886,2025-04-20,2,True
usr_0123,ser_0497,2024-09-14,3,False
usr_0123,ser_2686,2024-04-24,2,True
usr_0124,ser_2306,2024-12-17,1,True
usr_0124,ser_0133,2024-01-06,1,True
usr_0124,ser_2647,2025-04-01,4,False
usr_0124,ser_0248,2024-01-23,2,True
usr_0124,ser_2977,2024-03-13,2,True
usr_0124,ser_0532,2025-04-12,5,False
usr_0124,ser_0570,2025-01-23,4,True
usr_0125,ser_2522,2025-02-02,4,True
usr_0125,ser_0151,2024-08-07,1,False
usr_0125,ser_2156,2024-10-05,5,True
usr_0126,ser_0579,2024-03-16,4,True
usr_0126,ser_1522,2024-05-10,4,False
usr_0126,ser_1532,2025-03-14,3,False
usr_0126,ser_1616,2024-01-22,2,False
usr_0126,ser_0522,2025-03-19,5,False
usr_0127,ser_1751,2024-03-01,2,True
usr_0127,ser_0427,2024-11-04,1,False
usr_0128,ser_0786,2024-06-23,2,False
usr_0128,ser_0097,2025-04-24,5,True
usr_0128,ser_2722,2024-08-22,3,False
usr_0128,ser_2967,2024-11-07,5,False
usr_0129,ser_0215,2025-02-09,5,True
usr_0129,ser_0745,2024-06-06,4,False
usr_0129,ser_2401,2024-12-03,1,False
usr_0129,ser_1904,2024-07-24,2,False
usr_0129,ser_1090,2025-01-20,1,True
usr_0129,ser_0130,2024-06-03,4,False
usr_0129,ser_0763,2025-04-02,5,False
usr_0129,ser_2697,2024-10-13,4,False
usr_0129,ser_2709,2024-06-23,3,True
usr_0130,ser_0699,2024-04-07,4,False
usr_0130,ser_1743,2024-02-28,3,True
usr_0130,ser_2804,2025-04-01,4,True
usr_0130,ser_2483,2025-03-13,2,True
usr_0130,ser_1723,2024-08-12,3,False
usr_0130,ser_1318,2024-08-31,3,True
usr_0130,ser_0580,2024-02-14,2,False
usr_0131,ser_2009,2024-07-20,5,True
usr_0131,ser_0403,2024-10-19,5,True
usr_0132,ser_0169,2024-01-31,2,True
usr_0132,ser_1087,2024-10-20,4,True
usr_0132,ser_0657,2025-04-12,4,False
usr_0132,ser_0016,2024-12-18,3,True
usr_0132,ser_1902,2024-08-07,5,False
usr_0132,ser_0337,2024-01-19,2,False
usr_0132,ser_0065,2024-05-26,3,True
usr_0132,ser_2466,2024-12-17,4,True
usr_0132,ser_0601,2024-06-17,5,False
usr_0133,ser_1319,2024-03-30,1,False
usr_0133,ser_1823,2024-11-13,1,True
usr_0133,ser_2896,2024-12-04,3,False
usr_0133,ser_1502,2024-03-29,3,True
usr_0133,ser_2648,2025-03-26,1,True
usr_0133,ser_1869,2025-02-22,1,True
usr_0133,ser_1831,2025-04-13,1,False
usr_0133,ser_2272,2024-01-06,3,True
usr_0133,ser_1024,2025-04-22,3,True
usr_0134,ser_1537,2024-07-25,3,True
usr_0134,ser_0937,2024-03-28,3,True
usr_0134,ser_2134,2024-09-11,4,True
usr_0134,ser_2889,2024-11-15,5,False
usr_0134,ser_0125,2024-10-30,2,False
usr_0134,ser_1680,2025-03-29,4,True
usr_0134,ser_2543,2024-04-12,4,False
usr_0134,ser_2929,2024-09-19,3,True
usr_0134,ser_2984,2024-09-18,4,False
usr_0135,ser_0379,2024-11-17,1,True
usr_0135,ser_0302,2024-04-24,2,True
usr_0135,ser_0839,2024-08-03,5,False
usr_0135,ser_0088,2025-02-16,1,True
usr_0135,ser_0686,2024-05-02,3,False
usr_0136,ser_2148,2024-01-10,2,False
usr_0136,ser_2060,2025-01-21,1,False
usr_0137,ser_2051,2024-01-03,1,True
usr_0137,ser_1778,2025-03-23,5,False
usr_0137,ser_1813,2024-07-14,2,False
usr_0137,ser_0583,2024-12-08,1,True
usr_0138,ser_2708,2024-01-31,5,True
usr_0138,ser_2969,2024-06-29,4,True
usr_0138,ser_1376,2024-08-18,3,True
usr_0138,ser_2080,2024-02-07,1,False
usr_0138,ser_2998,2024-10-15,4,True
usr_0138,ser_1238,2025-02-28,2,True
usr_0139,ser_1223,2024-04-29,5,True
usr_0139,ser_0123,2024-01-25,5,False
usr_0139,ser_0263,2025-04-26,5,False
usr_0139,ser_2975,2025-01-01,5,True
usr_0139,ser_0037,2024-12-07,5,False
usr_0140,ser_0971,2024-05-28,1,False
usr_0140,ser_2985,2024-08-13,4,True
usr_0140,ser_1930,2025-01-09,3,False
usr_0140,ser_0698,2025-04-15,1,False
usr_0140,ser_2068,2024-06-17,3,False
usr_0141,ser_0921,2024-12-20,1,False
usr_0141,ser_0117,2025-02-14,4,False
usr_0141,ser_0394,2024-11-05,2,True
usr_0141,ser_2878,2025-01-22,3,True
usr_0141,ser_1291,2024-01-26,4,False
usr_0141,ser_1350,2024-06-12,1,True
usr_0142,ser_0367,2024-07-31,4,True
usr_0142,ser_2643,2024-04-27,1,True
usr_0142,ser_0515,2024-08-23,2,False
usr_0142,ser_1219,2025-01-13,5,False
usr_0142,ser_2556,2025-01-14,2,False
usr_0142,ser_1710,2024-03-12,4,False
usr_0142,ser_2412,2024-07-05,4,False
usr_0142,ser_0566,2024-12-11,2,False
usr_0143,ser_2415,2024-01-13,2,True
usr_0143,ser_2179,2024-10-09,4,False
usr_0143,ser_2464,2025-04-18,5,False
usr_0143,ser_2773,2024-11-22,1,False
usr_0143,ser_1573,2024-10-27,3,True
usr_0143,ser_0304,2024-10-03,5,True
usr_0143,ser_2614,2024-12-20,5,False
usr_0143,ser_0806,2024-02-28,2,True
usr_0143,ser_2698,2024-07-20,3,True
usr_0143,ser_0904,2024-02-17,1,False
usr_0144,ser_1368,2024-08-02,1,False
usr_0144,ser_2944,2024-10-20,3,False
usr_0145,ser_2801,2024-11-20,2,True
usr_0145,ser_1277,2024-01-07,5,False
usr_0145,ser_1446,2024-11-15,5,False
usr_0146,ser_2429,2024-05-09,5,False
usr_0146,ser_1298,2024-12-07,5,True
usr_0146,ser_2877,2024-04-15,5,False
usr_0146,ser_2107,2024-03-04,1,False
usr_0146,ser_1211,2024-06-19,1,True
usr_0147,ser_1222,2025-01-21,1,False
usr_0147,ser_0961,2024-08-07,4,True
usr_0148,ser_0696,2024-11-07,3,False
usr_0148,ser_0949,2025-04-24,3,False
usr_0148,ser_1473,2024-01-28,1,True
usr_0148,ser_0701,2024-10-19,2,False
usr_0148,ser_0874,2024-07-01,1,True
usr_0148,ser_0850,2024-03-24,1,False
usr_0148,ser_0956,2024-10-06,3,True
usr_0149,ser_0670,2024-02-15,4,False
usr_0149,ser_2970,2024-01-11,3,True
usr_0149,ser_1241,2024-01-31,4,True
usr_0149,ser_2407,2024-02-24,3,False
usr_0149,ser_0748,2025-01-19,4,False
usr_0149,ser_0769,2025-01-15,3,False
usr_0149,ser_1743,2024-09-22,3,False
usr_0150,ser_1800,2024-05-18,1,False
usr_0150,ser_1538,2024-01-30,5,True
usr_0150,ser_0487,2024-04-14,2,False
usr_0150,ser_0276,2024-09-09,1,False
usr_0150,ser_1132,2024-05-18,3,True
usr_0150,ser_2307,2024-11-06,2,False
usr_0150,ser_2381,2024-05-14,3,False
usr_0150,ser_0425,2025-03-21,2,False
usr_0150,ser_1082,2024-12-13,3,False
usr_0151,ser_1154,2024-08-29,5,False
usr_0151,ser_1618,2024-08-09,3,False
usr_0151,ser_2903,2024-11-05,3,True
usr_0151,ser_2817,2025-03-05,4,True
usr_0151,ser_2747,2024-11-17,3,True
usr_0151,ser_0562,2025-03-04,1,True
usr_0151,ser_2020,2024-04-14,4,True
usr_0151,ser_1702,2024-02-24,1,False
usr_0151,ser_0513,2024-02-29,2,True
usr_0151,ser_0301,2025-04-27,1,True
usr_0152,ser_1151,2024-06-30,4,False
usr_0152,ser_1233,2024-11-16,3,True
usr_0152,ser_1551,2024-03-25,4,False
usr_0152,ser_1594,2024-11-07,2,False
usr_0152,ser_2858,2024-04-10,5,True
usr_0152,ser_2732,2024-06-26,1,False
usr_0152,ser_0833,2024-09-10,2,True
usr_0152,ser_0686,2024-03-28,4,False
usr_0152,ser_2940,2024-08-30,5,False
usr_0152,ser_0898,2024-07-08,4,False
usr_0153,ser_0525,2024-04-12,2,True
usr_0153,ser_0185,2024-08-05,5,True
usr_0154,ser_2208,2024-11-08,5,True
usr_0154,ser_1129,2024-12-03,5,True
usr_0154,ser_1221,2024-05-23,3,True
usr_0154,ser_1963,2024-07-13,2,True
usr_0154,ser_2606,2024-07-17,1,True
usr_0154,ser_2865,2024-08-25,1,True
usr_0154,ser_0470,2024-07-26,5,True
usr_0154,ser_0404,2025-01-20,1,True
usr_0154,ser_1799,2025-02-24,2,False
usr_0154,ser_1464,2025-01-26,4,False
usr_0155,ser_1298,2024-08-05,2,False
usr_0155,ser_0289,2024-06-26,3,False
usr_0155,ser_1223,2025-02-03,1,True
usr_0155,ser_1833,2025-04-17,5,False
usr_0155,ser_0294,2024-06-28,4,False
usr_0155,ser_2777,2024-06-02,1,True
usr_0156,ser_0563,2024-08-17,1,True
usr_0156,ser_1186,2024-11-27,5,True
usr_0156,ser_1582,2024-07-13,2,False
usr_0157,ser_2536,2025-01-11,1,False
usr_0157,ser_0740,2024-06-17,4,False
usr_0157,ser_0973,2025-04-12,2,False
usr_0157,ser_0144,2025-04-11,1,True
usr_0157,ser_1518,2024-11-12,4,False
usr_0157,ser_0448,2024-07-19,3,False
usr_0158,ser_1916,2025-02-06,4,False
usr_0158,ser_0289,2024-05-13,4,False
usr_0158,ser_0669,2024-05-10,2,False
usr_0158,ser_1081,2024-12-05,4,False
usr_0158,ser_1438,2024-03-26,4,False
usr_0158,ser_2092,2024-01-28,3,True
usr_0158,ser_2281,2024-12-09,2,False
usr_0158,ser_2438,2024-06-04,3,False
usr_0159,ser_2349,2024-08-14,4,True
usr_0159,ser_0074,2024-12-17,1,False
usr_0159,ser_0645,2025-04-03,1,True
usr_0159,ser_0948,2024-09-11,4,True
usr_0159,ser_2410,2024-02-23,4,True
usr_0159,ser_1624,2024-08-14,3,False
usr_0159,ser_1448,2024-03-24,2,True
usr_0160,ser_1610,2025-01-29,1,False
usr_0160,ser_0527,2024-08-13,3,False
usr_0160,ser_0189,2025-04-01,4,True
usr_0160,ser_0813,2024-02-17,3,False
usr_0160,ser_0361,2025-04-26,1,False
usr_0160,ser_1791,2024-09-14,5,False
usr_0160,ser_2456,2024-10-12,2,True
usr_0160,ser_1984,2024-05-09,2,False
usr_0161,ser_1915,2024-02-21,3,True
usr_0161,ser_0804,2024-12-28,4,True
usr_0161,ser_0892,2024-10-19,2,False
usr_0161,ser_1508,2024-11-03,2,False
usr_0161,ser_2610,2024-01-02,3,True
usr_0161,ser_2982,2024-01-29,4,True
usr_0161,ser_0670,2024-10-28,3,False
usr_0161,ser_0458,2025-01-05,1,True
usr_0161,ser_0414,2025-02-08,4,False
usr_0162,ser_2226,2024-01-28,4,True
usr_0162,ser_2386,2024-04-03,2,False
usr_0162,ser_1303,2024-07-28,1,True
usr_0162,ser_1861,2024-11-28,1,True
usr_0162,ser_2112,2024-01-03,3,False
usr_0163,ser_1267,2024-04-27,4,True
usr_0163,ser_2114,2025-01-27,2,False
usr_0163,ser_0460,2024-05-06,1,False
usr_0163,ser_1260,2024-01-01,4,False
usr_0163,ser_1299,2024-06-18,1,True
usr_0163,ser_2750,2024-10-07,4,False
usr_0163,ser_0270,2024-02-21,4,True
usr_0163,ser_0793,2025-02-24,2,False
usr_0164,ser_1916,2024-12-13,5,True
usr_0164,ser_2986,2024-03-17,1,True
usr_0164,ser_2491,2024-02-13,2,False
usr_0164,ser_1904,2024-06-29,5,False
usr_0164,ser_1937,2024-08-24,1,False
usr_0165,ser_0834,2024-06-23,2,False
usr_0165,ser_0261,2024-03-19,2,False
usr_0166,ser_2108,2024-01-14,2,True
usr_0166,ser_2440,2025-03-17,1,False
usr_0166,ser_1421,2025-02-14,2,True
usr_0166,ser_1820,2024-07-15,4,True
usr_0166,ser_0646,2025-03-27,1,False
usr_0166,ser_1436,2024-04-17,2,False
usr_0166,ser_2063,2024-01-27,5,False
usr_0166,ser_1954,2024-03-05,1,True
usr_0166,ser_2070,2024-01-25,3,True
usr_0167,ser_0821,2024-10-17,2,False
usr_0167,ser_0141,2024-08-20,5,True
usr_0167,ser_0539,2025-02-19,5,False
usr_0167,ser_1681,2025-03-05,4,False
usr_0167,ser_2588,2024-05-13,1,True
usr_0167,ser_0857,2024-12-16,2,True
usr_0167,ser_1194,2024-01-21,1,True
usr_0167,ser_2577,2024-05-01,5,True
usr_0168,ser_0297,2024-08-04,1,True
usr_0168,ser_0974,2024-02-04,2,True
usr_0168,ser_0125,2024-03-18,5,False
usr_0169,ser_0075,2024-08-04,1,True
usr_0169,ser_0624,2024-07-02,1,False
usr_0169,ser_0293,2025-03-06,4,True
usr_0170,ser_1101,2024-08-09,5,True
usr_0170,ser_0380,2024-03-03,3,True
usr_0170,ser_0889,2025-04-28,2,True
usr_0170,ser_0347,2025-03-27,3,False
usr_0170,ser_1817,2024-08-10,5,True
usr_0170,ser_2199,2024-07-09,2,False
usr_0171,ser_2978,2024-05-28,3,True
usr_0171,ser_1934,2024-03-10,3,False
usr_0171,ser_1458,2024-07-02,3,True
usr_0171,ser_2095,2024-12-04,2,True
usr_0172,ser_0056,2024-03-04,2,True
usr_0172,ser_0768,2024-07-24,1,False
usr_0172,ser_2766,2024-09-09,5,False
usr_0172,ser_1214,2024-05-23,3,True
usr_0172,ser_0215,2024-12-22,4,False
usr_0172,ser_2460,2025-04-14,4,True
usr_0173,ser_1542,2024-02-05,2,True
usr_0173,ser_0541,2024-09-03,5,True
usr_0173,ser_1467,2024-12-20,3,True
usr_0173,ser_2235,2024-07-06,3,False
usr_0173,ser_0129,2024-12-16,5,True
usr_0174,ser_1487,2024-09-04,4,False
usr_0174,ser_1737,2024-10-21,5,False
usr_0174,ser_0403,2024-03-14,5,True
usr_0174,ser_0348,2024-07-20,3,False
usr_0174,ser_0706,2025-04-08,4,False
usr_0175,ser_1046,2025-01-24,5,True
usr_0175,ser_0287,2024-10-24,3,False
usr_0175,ser_0411,2024-08-03,4,False
usr_0175,ser_1632,2024-10-12,3,True
usr_0175,ser_1849,2024-04-07,5,False
usr_0175,ser_0442,2024-05-22,3,False
usr_0175,ser_2045,2025-04-06,4,False
usr_0175,ser_1517,2024-06-17,4,False
usr_0175,ser_0592,2024-04-02,3,False
usr_0175,ser_2899,2024-10-28,2,True
usr_0176,ser_2756,2024-07-03,1,False
usr_0176,ser_0459,2024-05-24,4,False
usr_0176,ser_1539,2024-03-11,1,True
usr_0176,ser_1909,2024-03-20,3,False
usr_0176,ser_1975,2024-04-13,2,False
usr_0176,ser_1124,2025-04-16,5,False
usr_0177,ser_1493,2024-05-16,2,False
usr_0177,ser_1199,2024-01-12,1,False
usr_0177,ser_1290,2024-05-16,5,True
usr_0177,ser_0353,2025-03-17,1,True
usr_0177,ser_1463,2025-03-13,5,True
usr_0177,ser_1381,2024-06-05,5,True
usr_0177,ser_1155,2024-11-19,5,True
usr_0177,ser_0436,2025-01-12,5,True
usr_0177,ser_2029,2024-10-20,2,True
usr_0177,ser_1769,2024-06-28,3,True
usr_0178,ser_0064,2024-12-27,3,False
usr_0178,ser_0373,2025-02-26,5,True
usr_0178,ser_2905,2025-02-04,5,True
usr_0178,ser_1329,2024-05-03,1,True
usr_0178,ser_0428,2025-02-27,3,False
usr_0178,ser_0137,2024-10-04,5,False
usr_0179,ser_2977,2024-12-18,4,True
usr_0179,ser_0624,2024-09-09,4,True
usr_0179,ser_2892,2024-12-12,4,False
usr_0179,ser_2282,2024-12-07,2,True
usr_0179,ser_1519,2024-03-09,5,False
usr_0179,ser_2494,2024-05-15,4,True
usr_0179,ser_1055,2024-11-16,5,False
usr_0180,ser_2057,2024-06-28,4,True
usr_0180,ser_2673,2025-04-19,5,True
usr_0180,ser_0049,2024-02-23,5,False
usr_0180,ser_0402,2024-10-15,4,False
usr_0180,ser_0900,2025-03-23,2,False
usr_0181,ser_0522,2024-10-26,3,False
usr_0181,ser_2716,2024-05-04,4,True
usr_0181,ser_2335,2024-05-04,2,False
usr_0181,ser_1134,2025-04-10,3,False
usr_0181,ser_1825,2024-09-25,1,False
usr_0181,ser_2164,2024-05-13,2,True
usr_0181,ser_1589,2024-04-04,2,True
usr_0181,ser_0367,2024-12-29,2,False
usr_0182,ser_1636,2024-10-21,5,True
usr_0182,ser_2019,2024-07-09,1,True
usr_0182,ser_0788,2025-02-03,2,True
usr_0182,ser_1797,2025-03-06,5,False
usr_0182,ser_1230,2024-06-07,3,False
usr_0182,ser_2645,2024-07-15,3,True
usr_0182,ser_1009,2024-04-24,1,True
usr_0182,ser_2696,2024-06-27,2,True
usr_0182,ser_1562,2024-02-09,3,False
usr_0183,ser_2752,2024-06-27,3,False
usr_0183,ser_0464,2024-05-24,4,True
usr_0183,ser_1418,2024-08-29,1,False
usr_0183,ser_1167,2024-05-18,3,False
usr_0183,ser_2183,2024-08-22,3,False
usr_0183,ser_2955,2024-11-28,1,True
usr_0183,ser_2011,2024-03-04,3,False
usr_0184,ser_1320,2024-11-03,3,True
usr_0184,ser_1009,2024-04-25,3,False
usr_0184,ser_1592,2024-05-24,2,True
usr_0185,ser_2356,2024-04-21,1,True
usr_0185,ser_2426,2024-04-20,1,True
usr_0185,ser_2019,2024-12-31,4,True
usr_0185,ser_1125,2024-09-17,3,False
usr_0185,ser_2479,2024-05-05,3,True
usr_0185,ser_2186,2024-12-10,3,False
usr_0185,ser_0713,2025-03-23,1,False
usr_0185,ser_2370,2024-10-03,5,True
usr_0186,ser_1583,2024-06-24,4,True
usr_0186,ser_2867,2024-10-03,4,False
usr_0186,ser_2455,2025-02-23,1,True
usr_0186,ser_1657,2024-04-19,1,False
usr_0186,ser_1704,2024-10-03,2,True
usr_0186,ser_0734,2024-10-24,1,False
usr_0186,ser_0348,2024-06-13,5,True
usr_0186,ser_1611,2024-09-17,3,False
usr_0187,ser_0365,2024-01-25,3,False
usr_0187,ser_1099,2024-02-07,3,False
usr_0187,ser_2803,2025-03-31,5,False
usr_0187,ser_0087,2025-03-02,5,True
usr_0187,ser_1517,2024-02-29,1,False
usr_0187,ser_0577,2024-11-30,1,False
usr_0187,ser_1243,2024-05-05,5,False
usr_0187,ser_2393,2024-12-16,2,True
usr_0187,ser_1546,2024-10-15,5,False
usr_0187,ser_1635,2024-12-20,4,False
usr_0188,ser_2352,2024-08-30,5,True
usr_0188,ser_2681,2024-11-10,2,False
usr_0188,ser_0903,2024-11-20,1,False
usr_0188,ser_1763,2024-11-04,3,True
usr_0188,ser_0074,2024-12-28,3,True
usr_0188,ser_2224,2024-09-28,4,False
usr_0188,ser_2990,2024-09-11,5,True
usr_0188,ser_1197,2025-03-11,5,False
usr_0189,ser_2772,2024-02-08,5,False
usr_0189,ser_0941,2024-07-24,4,False
usr_0189,ser_2954,2024-09-24,2,True
usr_0189,ser_1716,2025-01-31,4,True
usr_0189,ser_0830,2024-01-06,5,True
usr_0189,ser_0416,2024-05-04,2,False
usr_0189,ser_0309,2024-07-31,1,False
usr_0189,ser_2883,2024-08-04,3,True
usr_0189,ser_1946,2024-09-29,5,True
usr_0189,ser_0924,2024-11-20,1,True
usr_0190,ser_0196,2024-06-13,4,False
usr_0190,ser_2014,2024-09-04,2,True
usr_0190,ser_2806,2024-04-24,3,True
usr_0190,ser_1830,2024-07-01,5,True
usr_0191,ser_1806,2025-01-24,2,True
usr_0191,ser_0929,2025-01-02,3,False
usr_0191,ser_2242,2024-09-19,1,False
usr_0191,ser_0051,2024-08-01,4,False
usr_0191,ser_1891,2024-06-07,3,True
usr_0191,ser_0125,2024-05-23,1,True
usr_0191,ser_1915,2025-04-05,5,False
usr_0191,ser_2808,2024-04-08,3,True
usr_0191,ser_2911,2024-04-19,5,False
usr_0191,ser_0527,2024-08-01,3,False
usr_0192,ser_0129,2024-07-16,4,False
usr_0192,ser_0123,2025-03-11,4,False
usr_0192,ser_1353,2025-03-22,2,True
usr_0192,ser_1082,2024-07-29,1,False
usr_0192,ser_0380,2024-09-20,1,False
usr_0192,ser_2083,2025-04-04,4,False
usr_0192,ser_1354,2024-09-15,1,False
usr_0192,ser_0203,2024-02-18,5,True
usr_0192,ser_0230,2024-06-29,3,False
usr_0193,ser_1196,2025-02-24,5,False
usr_0193,ser_1743,2025-01-10,5,True
usr_0193,ser_0159,2025-04-27,1,False
usr_0193,ser_1923,2025-03-16,2,True
usr_0193,ser_2821,2024-03-12,4,True
usr_0193,ser_2213,2024-10-30,3,True
usr_0193,ser_1252,2024-10-22,3,True
usr_0193,ser_2799,2024-01-07,5,True
usr_0193,ser_2239,2024-09-16,1,False
usr_0194,ser_1623,2024-05-04,3,True
usr_0194,ser_1347,2024-06-17,1,True
usr_0194,ser_0180,2025-02-25,1,False
usr_0194,ser_1594,2024-02-13,3,True
usr_0194,ser_2381,2024-08-12,5,True
usr_0194,ser_1318,2024-06-04,4,False
usr_0194,ser_0770,2025-03-29,3,True
usr_0194,ser_2260,2024-12-21,3,False
usr_0194,ser_0465,2024-04-06,3,True
usr_0194,ser_2995,2024-10-02,5,True
usr_0195,ser_2068,2024-01-16,1,False
usr_0195,ser_0291,2024-04-25,3,True
usr_0195,ser_1127,2024-04-24,4,False
usr_0195,ser_0508,2024-10-13,2,False
usr_0195,ser_1495,2024-12-03,5,True
usr_0195,ser_1813,2024-08-14,5,False
usr_0195,ser_1703,2024-03-13,4,True
usr_0196,ser_2054,2025-02-11,5,False
usr_0196,ser_0100,2025-04-21,5,True
usr_0196,ser_1074,2024-05-04,4,True
usr_0196,ser_2176,2024-09-10,3,False
usr_0196,ser_0432,2024-07-18,1,True
usr_0196,ser_0593,2024-05-03,1,True
usr_0196,ser_1042,2025-02-03,3,False
usr_0196,ser_1413,2024-03-30,4,False
usr_0196,ser_1996,2024-10-20,4,True
usr_0196,ser_1851,2024-12-05,2,False
usr_0197,ser_1933,2024-09-18,5,False
usr_0197,ser_1610,2024-01-10,3,True
usr_0197,ser_1884,2024-08-13,3,True
usr_0197,ser_0965,2024-02-14,4,False
usr_0198,ser_2447,2024-05-10,1,False
usr_0198,ser_1206,2025-02-24,1,True
usr_0198,ser_1321,2025-04-03,2,False
usr_0199,ser_2741,2024-07-30,1,False
usr_0199,ser_0584,2024-07-04,1,True
usr_0199,ser_1150,2024-06-27,2,False
usr_0199,ser_1456,2024-07-04,3,False
usr_0199,ser_0697,2024-11-05,2,True
usr_0200,ser_0571,2024-06-19,1,False
usr_0200,ser_2843,2025-03-07,2,True
usr_0200,ser_2373,2024-03-02,5,True
usr_0200,ser_2702,2024-10-07,1,True
usr_0201,ser_0944,2024-06-04,1,True
usr_0201,ser_2920,2024-11-07,4,False
usr_0201,ser_2201,2024-08-21,2,True
usr_0201,ser_1908,2024-04-10,4,False
usr_0201,ser_2024,2025-04-11,3,True
usr_0201,ser_0245,2024-08-09,4,False
usr_0201,ser_0132,2024-11-14,3,True
usr_0201,ser_0282,2024-05-25,4,True
usr_0201,ser_1742,2025-01-30,5,False
usr_0202,ser_1288,2025-01-30,1,True
usr_0202,ser_0434,2024-07-06,2,True
usr_0202,ser_0078,2024-03-03,1,True
usr_0202,ser_0860,2024-10-29,3,True
usr_0203,ser_0627,2025-03-15,1,True
usr_0203,ser_1641,2024-12-19,5,False
usr_0203,ser_2836,2024-06-11,4,True
usr_0203,ser_2522,2025-03-22,1,False
usr_0203,ser_1163,2024-05-28,4,True
usr_0203,ser_1061,2024-10-08,4,True
usr_0203,ser_2743,2024-11-28,4,False
