plataforma_id,serie_id,fechaDisponible,exclusiva,regiones
plat_014,ser_0794,2021-09-20,True,MX|AR
plat_003,ser_0794,2021-08-03,True,CO|FR|MX|JP|GT|US
plat_007,ser_0795,2019-02-08,True,PE|CO|BR
plat_022,ser_0795,2018-01-30,True,FR|US
plat_014,ser_0796,2019-03-06,False,BR|DE|JP
plat_023,ser_0796,2024-12-08,False,CO|JP
plat_029,ser_0796,2022-12-15,True,CL|JP
plat_002,ser_0797,2018-11-20,False,BR|UK|JP
plat_029,ser_0797,2020-03-13,False,AR|CO|UK|DE
plat_018,ser_0798,2018-05-08,True,ES|BR|UK|DE|CL
plat_013,ser_0799,2024-01-01,True,FR|BR|US|MX|AR
plat_030,ser_0800,2018-07-08,True,US|FR|GT|CL|AR
plat_004,ser_0800,2022-07-19,False,CL|MX|FR|US|BR
plat_025,ser_0800,2019-07-28,False,GT|FR|CO
plat_010,ser_0801,2020-03-15,False,CO|JP|PE|US
plat_030,ser_0801,2019-05-03,False,CL|FR|US
plat_010,ser_0802,2022-04-26,True,PE|JP|GT|UK
plat_018,ser_0802,2023-06-09,False,UK|MX|FR|CL|JP
plat_019,ser_0803,2018-11-28,False,AR|BR|US|GT
plat_021,ser_0803,2020-01-03,True,ES|AR
plat_017,ser_0804,2024-05-08,True,ES|CO|AR|JP
plat_021,ser_0804,2021-09-06,True,JP|UK|CL|BR
plat_029,ser_0804,2021-05-12,False,ES|CO|GT|DE|JP|US
plat_004,ser_0805,2023-09-11,True,DE|AR|ES|JP|MX|BR
plat_014,ser_0805,2018-03-15,False,UK|US|DE|CL|FR|JP
plat_001,ser_0806,2023-11-23,False,ES|AR|US|PE|JP
plat_028,ser_0806,2024-04-10,True,FR|US|DE
plat_019,ser_0807,2020-06-14,True,BR|ES|PE|UK|DE|JP
plat_006,ser_0807,2023-07-17,True,DE|CL|FR
plat_016,ser_0807,2023-07-26,True,PE|ES
plat_016,ser_0808,2018-11-05,False,CO|GT|MX|JP|BR
plat_029,ser_0808,2020-09-12,False,UK|CO|PE
plat_021,ser_0809,2018-06-25,True,MX|PE|AR|GT|CL
plat_020,ser_0809,2024-01-04,True,JP|UK|PE
plat_007,ser_0810,2018-10-30,False,MX|CO|PE|GT|US
plat_014,ser_0810,2018-07-29,True,FR|BR
plat_019,ser_0810,2022-04-02,False,MX|BR|PE|UK
plat_018,ser_0811,2023-06-11,False,ES|FR|PE|CO|BR|GT
plat_019,ser_0811,2020-02-26,True,FR|GT|JP|UK|US|ES
plat_011,ser_0812,2023-07-09,True,US|PE|GT
plat_014,ser_0813,2022-03-27,True,PE|CO|UK
plat_030,ser_0813,2021-03-29,False,MX|JP|US
plat_004,ser_0813,2024-08-27,True,AR|PE
plat_014,ser_0814,2019-01-26,True,GT|CL|ES
plat_018,ser_0815,2022-02-21,False,MX|BR
plat_022,ser_0815,2024-02-05,False,MX|UK|CL|BR|ES
plat_027,ser_0815,2025-03-23,False,DE|US|ES
plat_027,ser_0816,2022-09-20,True,ES|FR|DE
plat_014,ser_0816,2022-12-21,True,DE|JP|UK|CL|FR|PE
plat_029,ser_0816,2019-12-30,True,MX|GT|CO|AR|JP|ES
plat_026,ser_0817,2024-07-30,True,BR|FR|CL|CO|GT
plat_007,ser_0817,2021-10-20,True,ES|JP|US|AR|CO|GT
plat_024,ser_0817,2018-04-01,True,ES|AR|UK|US|CO|DE
plat_017,ser_0818,2019-02-10,True,BR|CL|CO
plat_006,ser_0818,2019-08-26,True,FR|JP|MX|UK|US
plat_009,ser_0818,2019-03-24,False,GT|DE|AR|ES|CO
plat_030,ser_0819,2019-12-11,True,UK|BR|PE|US|JP|MX
plat_026,ser_0820,2018-11-03,False,FR|PE|UK|DE
plat_030,ser_0820,2022-08-06,True,US|CL|PE
plat_016,ser_0821,2022-08-07,False,FR|PE|UK
plat_008,ser_0821,2020-12-24,True,ES|GT|BR|UK
plat_025,ser_0822,2018-09-10,True,FR|US|MX|CL|UK|BR
plat_006,ser_0822,2019-03-09,False,CO|AR
plat_021,ser_0822,2023-07-09,False,GT|FR|AR
plat_022,ser_0823,2022-10-30,False,AR|CO|UK|PE|JP
plat_014,ser_0824,2025-04-24,True,GT|BR|US
plat_030,ser_0824,2020-12-26,False,JP|DE|US|MX|BR|ES
plat_011,ser_0824,2023-01-10,False,US|UK|CL|JP
plat_002,ser_0825,2023-02-05,False,BR|CL|UK|GT|DE|FR
plat_027,ser_0826,2019-12-11,True,AR|DE|FR|BR|CO|CL
plat_021,ser_0827,2020-11-10,True,UK|JP|CO
plat_006,ser_0828,2020-09-29,False,US|CL|MX
plat_008,ser_0829,2022-12-28,False,CL|MX
plat_030,ser_0829,2024-11-18,False,DE|US|FR|MX|PE|CO
plat_027,ser_0829,2018-09-28,False,FR|UK|DE|GT|AR
plat_003,ser_0830,2021-10-27,False,JP|FR|ES|AR|DE
plat_002,ser_0830,2023-01-20,False,US|FR|DE
plat_011,ser_0830,2022-12-19,False,FR|CO|MX
plat_030,ser_0831,2018-09-17,True,BR|CL|AR|PE|DE
plat_022,ser_0831,2022-12-13,True,GT|CL|AR|PE
plat_029,ser_0832,2022-03-17,True,BR|UK|US|PE|DE
plat_008,ser_0832,2025-01-11,False,US|ES
plat_027,ser_0832,2022-02-19,True,PE|ES|JP|MX|CL|US
plat_025,ser_0833,2021-08-27,True,AR|JP|MX
plat_001,ser_0834,2019-12-05,True,MX|GT
plat_005,ser_0835,2018-04-12,True,PE|UK|GT
plat_003,ser_0835,2023-02-22,True,DE|UK|CO|ES|CL|GT
plat_014,ser_0835,2020-09-13,True,GT|JP|FR|US|UK|ES
plat_006,ser_0836,2024-02-02,False,MX|ES|AR
plat_002,ser_0837,2022-05-14,True,AR|MX|CO
plat_024,ser_0838,2022-07-18,True,CL|AR
plat_017,ser_0838,2024-08-21,True,CO|DE|CL|UK
plat_021,ser_0839,2019-11-26,True,CO|CL|UK
plat_020,ser_0840,2021-01-03,False,FR|PE
plat_019,ser_0840,2020-02-03,True,JP|CL|UK
plat_001,ser_0840,2019-06-27,False,ES|FR|UK|CO|JP|BR
plat_019,ser_0841,2023-11-24,True,AR|BR|GT|CO|JP
plat_003,ser_0842,2020-02-03,False,AR|UK|US|PE|BR|CL
plat_007,ser_0843,2025-04-09,True,JP|BR|UK|GT|MX
plat_005,ser_0843,2019-08-20,False,GT|PE|ES|CO|US|CL
plat_011,ser_0844,2021-05-31,False,GT|AR|FR|PE|BR
plat_025,ser_0844,2021-01-21,True,ES|GT|CL
plat_027,ser_0844,2022-04-11,True,ES|BR|JP|GT|US
plat_025,ser_0845,2024-03-11,True,FR|CO|GT|JP|AR|PE
plat_028,ser_0845,2021-09-26,True,AR|BR
plat_022,ser_0845,2019-08-29,False,FR|US|BR
plat_014,ser_0846,2023-07-08,True,FR|PE|UK|US|CO|CL
plat_004,ser_0847,2024-02-24,False,GT|FR|DE|UK|BR
plat_008,ser_0847,2021-04-04,True,JP|ES
plat_021,ser_0847,2019-07-18,True,DE|CL|CO
plat_018,ser_0848,2024-07-24,False,ES|CO
plat_026,ser_0848,2018-01-08,False,US|DE|ES|CO|GT
plat_014,ser_0848,2025-02-05,True,PE|ES|US
plat_001,ser_0849,2018-06-04,True,US|MX|DE|JP|PE|UK
plat_019,ser_0850,2019-12-12,True,JP|US
plat_028,ser_0851,2024-02-06,False,MX|BR|JP|AR|FR|CO
plat_019,ser_0852,2022-10-09,False,US|MX|CL|ES
plat_027,ser_0852,2021-02-26,True,BR|FR|JP|DE|GT|CO
plat_006,ser_0852,2018-07-22,False,MX|BR|FR|AR|ES|PE
plat_024,ser_0853,2022-01-12,True,DE|PE|GT
plat_028,ser_0853,2023-04-08,True,PE|CO|BR|AR
plat_002,ser_0853,2020-11-08,False,ES|AR|JP
plat_030,ser_0854,2022-07-17,True,CO|ES|UK|AR
plat_013,ser_0854,2023-09-23,False,ES|US|UK
plat_001,ser_0855,2019-03-13,False,JP|MX|US
plat_014,ser_0856,2025-03-09,True,CO|DE|US|CL|JP|FR
plat_024,ser_0857,2018-02-15,True,MX|UK|GT|BR
plat_008,ser_0857,2018-05-09,True,AR|ES|GT|FR
plat_016,ser_0858,2018-11-03,False,PE|MX
plat_010,ser_0858,2020-08-19,False,FR|PE|JP
plat_004,ser_0859,2021-02-18,False,UK|DE|JP
plat_012,ser_0859,2018-02-08,False,CO|UK|FR
plat_003,ser_0859,2025-02-15,True,FR|BR|CO|ES
plat_023,ser_0860,2024-03-03,False,PE|MX
plat_016,ser_0860,2022-10-02,True,ES|CL|MX|GT|DE|JP
plat_013,ser_0860,2020-12-02,True,FR|MX|UK|DE
plat_022,ser_0861,2020-03-26,False,GT|ES|UK|BR|AR|PE
plat_021,ser_0861,2018-04-26,False,AR|FR|CL|GT
plat_005,ser_0862,2020-01-17,False,US|CL
plat_003,ser_0862,2019-07-24,False,CL|MX|US|PE|AR|UK
plat_018,ser_0862,2023-04-18,False,FR|CO
plat_020,ser_0863,2024-07-19,False,PE|CL|CO
plat_017,ser_0863,2021-04-08,True,GT|DE|UK
plat_030,ser_0864,2024-10-13,False,BR|PE|DE
plat_018,ser_0864,2018-08-28,False,FR|CL|ES|BR|JP|UK
plat_024,ser_0864,2021-08-10,True,DE|MX|BR
plat_020,ser_0865,2021-10-04,True,DE|GT
plat_007,ser_0866,2021-12-29,True,AR|DE
plat_011,ser_0867,2021-10-19,True,AR|GT|MX|UK|ES
plat_022,ser_0867,2025-01-25,False,MX|UK|CO
plat_016,ser_0867,2020-10-05,True,BR|CO|ES|CL
plat_012,ser_0868,2021-08-18,False,US|MX|UK|AR|CL
plat_010,ser_0868,2019-02-26,True,US|PE|MX|JP|CO
plat_006,ser_0868,2021-05-04,False,BR|AR|FR
plat_030,ser_0869,2025-03-26,False,PE|BR
plat_013,ser_0869,2021-08-30,True,US|FR
plat_004,ser_0869,2024-01-12,True,US|CL|FR
plat_012,ser_0870,2021-04-25,False,US|BR
plat_018,ser_0871,2018-09-06,True,MX|GT|JP|FR|AR
plat_015,ser_0871,2025-03-03,True,MX|US|DE|GT|CL
plat_014,ser_0872,2018-02-07,False,ES|PE|CO
plat_030,ser_0872,2024-12-12,True,UK|AR|FR|BR
plat_024,ser_0873,2022-06-04,False,FR|DE|UK|JP
plat_002,ser_0873,2019-03-17,False,JP|AR|ES
plat_023,ser_0874,2018-08-30,True,CL|FR
plat_011,ser_0874,2019-03-03,False,FR|JP|CL
plat_009,ser_0875,2020-06-25,True,ES|GT|US|FR|DE
plat_025,ser_0875,2018-01-27,True,FR|BR|JP|ES
plat_017,ser_0876,2019-10-13,True,US|UK|CL|PE
plat_024,ser_0877,2024-02-23,True,MX|AR
plat_017,ser_0877,2024-08-23,False,DE|PE|CL
plat_022,ser_0877,2023-07-23,False,AR|JP|DE|MX|ES|UK
plat_026,ser_0878,2018-07-29,False,ES|FR|MX
plat_003,ser_0878,2023-08-09,False,JP|CL|US
plat_016,ser_0878,2020-03-16,True,US|DE
plat_022,ser_0879,2024-05-26,True,UK|MX|BR
plat_005,ser_0880,2024-10-28,False,PE|GT|UK
plat_012,ser_0880,2024-04-03,True,ES|MX
plat_011,ser_0881,2024-08-15,False,MX|ES
plat_009,ser_0882,2019-09-14,True,US|DE|ES|BR|CL
plat_022,ser_0882,2023-06-30,True,DE|ES|UK
plat_029,ser_0882,2019-05-19,False,ES|GT
plat_006,ser_0883,2024-09-15,False,AR|US|UK|GT
plat_002,ser_0883,2021-02-19,True,DE|PE|FR|JP|CL
plat_029,ser_0883,2024-06-04,True,PE|US|GT|DE
plat_026,ser_0884,2022-03-05,False,GT|US|DE|UK|FR|JP
plat_014,ser_0884,2023-09-13,False,FR|BR|CL|CO
plat_029,ser_0885,2020-08-17,False,PE|ES|GT
plat_003,ser_0885,2020-03-01,False,GT|US|AR|CO
plat_010,ser_0886,2019-12-06,False,DE|US|BR
plat_024,ser_0887,2020-03-01,False,JP|MX|AR|UK
plat_025,ser_0888,2022-10-08,True,MX|ES
plat_009,ser_0889,2022-08-13,True,CL|ES|GT|DE|JP|PE
plat_005,ser_0889,2019-08-07,False,GT|CO
plat_011,ser_0889,2023-05-08,True,CL|FR|UK|US|BR
plat_012,ser_0890,2018-02-15,False,GT|MX|US|JP|AR|PE
plat_020,ser_0890,2022-08-06,False,US|CO|AR
plat_017,ser_0891,2019-12-14,True,CO|FR|CL|PE|MX|ES
plat_027,ser_0891,2023-04-04,True,FR|ES
plat_021,ser_0891,2019-08-25,False,UK|BR|MX|JP|US|CL
plat_020,ser_0892,2021-05-31,False,US|BR|ES
plat_027,ser_0893,2020-04-03,True,DE|BR|CO|MX|ES
plat_016,ser_0894,2020-04-29,True,PE|US|FR|JP
plat_012,ser_0894,2018-03-20,True,CL|US|AR
plat_023,ser_0894,2024-04-26,False,AR|DE|ES|MX|JP
plat_011,ser_0895,2020-12-11,True,MX|PE|UK|DE|US
plat_011,ser_0896,2022-06-03,True,UK|CL|ES
plat_015,ser_0896,2021-12-30,False,FR|US|CO|ES|MX
plat_028,ser_0897,2024-09-01,False,US|BR|GT|JP|AR|PE
plat_014,ser_0897,2020-06-29,True,CO|AR|US|CL|GT|BR
plat_002,ser_0898,2018-06-21,False,US|CO|GT|FR
plat_016,ser_0898,2024-05-17,False,BR|MX|US
plat_001,ser_0898,2024-07-02,True,GT|FR|JP|MX|PE|CL
plat_017,ser_0899,2024-07-12,False,MX|AR|CL|UK|GT|FR
plat_027,ser_0899,2022-03-22,False,UK|MX|FR
plat_008,ser_0899,2024-02-20,True,UK|MX
plat_023,ser_0900,2023-05-08,True,JP|MX|PE
plat_001,ser_0900,2024-08-18,False,AR|FR
plat_029,ser_0900,2018-09-20,False,AR|PE|CL
plat_015,ser_0901,2018-12-28,False,BR|AR|JP|US|CO
plat_024,ser_0902,2022-06-09,False,US|AR|CO|FR|JP|PE
plat_030,ser_0902,2018-12-21,True,JP|DE|PE|BR|CO|FR
plat_012,ser_0902,2018-10-21,True,UK|ES|MX
plat_016,ser_0903,2018-08-14,False,AR|CL|DE|UK|FR|MX
plat_022,ser_0904,2024-06-29,False,GT|PE|UK|ES|CL|AR
plat_016,ser_0904,2023-11-20,True,FR|GT|BR
plat_019,ser_0905,2021-12-25,False,FR|JP
plat_012,ser_0906,2021-04-04,False,US|AR|ES
plat_010,ser_0907,2020-09-13,True,DE|CL|BR|MX|PE
plat_029,ser_0908,2024-12-29,False,GT|CL
plat_019,ser_0908,2020-12-05,True,UK|PE|MX
plat_025,ser_0908,2022-11-10,False,FR|GT|DE|ES|CL|UK
plat_001,ser_0909,2018-04-05,True,BR|PE|UK|AR|CO|ES
plat_004,ser_0910,2022-02-28,True,FR|ES|MX|UK
plat_027,ser_0910,2023-12-08,True,DE|ES|GT|US|PE
plat_011,ser_0910,2018-11-26,False,DE|CL|US
plat_014,ser_0911,2019-05-29,False,US|AR|DE
plat_003,ser_0911,2018-11-08,False,PE|FR|ES|US|CO
plat_016,ser_0912,2024-09-02,False,DE|UK|AR|US|MX|ES
plat_014,ser_0913,2024-06-17,True,CO|AR|US|PE|CL
plat_006,ser_0913,2022-02-15,False,US|ES
plat_006,ser_0914,2023-07-04,True,AR|UK|GT
plat_019,ser_0914,2021-11-20,False,AR|MX|CO
plat_011,ser_0914,2022-05-12,True,UK|DE|PE|CO|CL
plat_020,ser_0915,2022-09-12,True,BR|ES|US|UK|PE|AR
plat_008,ser_0915,2022-03-22,True,CO|JP|DE|AR
plat_012,ser_0916,2021-05-12,False,FR|GT|AR
plat_010,ser_0917,2019-05-19,True,ES|PE
plat_030,ser_0917,2018-04-26,True,MX|AR|GT|UK|DE|ES
plat_023,ser_0917,2018-08-10,False,PE|US|MX|BR
plat_020,ser_0918,2019-11-11,True,CL|BR|ES|FR
plat_015,ser_0918,2023-02-08,True,ES|DE|CL|PE|US|CO
plat_002,ser_0919,2018-08-09,False,US|PE|GT|FR|DE
plat_021,ser_0919,2023-12-01,True,UK|CO|GT|FR|PE
plat_017,ser_0920,2023-06-02,True,ES|GT|BR|JP|PE
plat_018,ser_0921,2019-01-28,True,UK|JP|ES|PE|CO
plat_004,ser_0921,2019-02-06,True,ES|GT
plat_012,ser_0921,2024-06-26,False,US|AR|GT|MX|FR
plat_012,ser_0922,2022-02-28,True,GT|PE|DE|FR|JP
plat_026,ser_0922,2020-01-01,False,US|BR
plat_011,ser_0923,2024-11-20,True,MX|PE
plat_009,ser_0923,2018-02-26,True,CL|FR|US|PE|UK
plat_020,ser_0924,2019-04-27,True,MX|AR|CO|JP|DE|GT
plat_004,ser_0924,2024-03-10,False,MX|JP
plat_023,ser_0924,2021-10-20,False,FR|GT
plat_030,ser_0925,2021-10-25,False,US|JP|CO|DE|BR|PE
plat_001,ser_0926,2024-12-15,False,DE|CO|JP
plat_018,ser_0927,2022-09-14,False,GT|US|MX|CO|UK|CL
plat_013,ser_0928,2018-08-07,False,ES|DE|CO|AR|BR|GT
plat_020,ser_0929,2025-03-30,False,CL|PE|ES|JP|US|UK
plat_012,ser_0929,2024-10-09,True,JP|US|AR|MX|CO|BR
plat_018,ser_0930,2020-06-14,True,GT|BR|US
plat_022,ser_0930,2018-04-22,True,CL|JP|US|FR|ES
plat_024,ser_0930,2023-10-29,False,US|GT|PE|AR
plat_015,ser_0931,2018-11-26,True,PE|FR|UK|CO|GT
plat_025,ser_0931,2018-11-01,False,CL|CO|ES
plat_026,ser_0931,2020-10-17,True,FR|MX
plat_001,ser_0932,2021-12-18,False,FR|MX|GT|US
plat_020,ser_0932,2019-03-23,True,CO|GT
plat_010,ser_0932,2018-04-03,True,GT|AR|PE|MX|UK
plat_025,ser_0933,2021-10-20,True,JP|CO|ES
plat_021,ser_0934,2023-02-14,True,MX|UK|BR|PE|AR
plat_015,ser_0934,2020-09-19,False,DE|ES
plat_007,ser_0935,2021-12-06,False,FR|ES|AR|GT|JP|DE
plat_029,ser_0935,2019-08-08,True,BR|CO|CL|ES|GT|FR
plat_008,ser_0936,2024-06-17,True,DE|MX|GT|BR|US
plat_010,ser_0937,2023-12-25,False,JP|ES|BR|CL
plat_015,ser_0938,2025-01-14,True,PE|US|CL|GT|BR|CO
plat_023,ser_0938,2019-08-06,True,JP|BR
plat_026,ser_0938,2021-06-03,True,CO|DE|ES
plat_006,ser_0939,2019-12-26,False,CL|AR
plat_020,ser_0939,2020-08-07,True,UK|BR|FR|PE|US
plat_004,ser_0939,2018-09-05,False,AR|MX|FR|DE|CL|US
plat_021,ser_0940,2018-08-11,True,ES|MX|JP
plat_018,ser_0941,2021-06-15,False,GT|PE|CO
plat_029,ser_0941,2021-06-29,False,UK|DE|GT|CL|PE|US
plat_005,ser_0942,2018-07-09,True,BR|FR|CO
plat_006,ser_0942,2024-04-20,True,CO|DE|AR
plat_011,ser_0942,2020-01-14,True,JP|MX|BR|CO
plat_019,ser_0943,2024-10-11,False,MX|US|AR
plat_026,ser_0944,2021-11-06,True,MX|JP|US|AR|UK
plat_001,ser_0944,2023-06-14,False,DE|AR
plat_025,ser_0945,2021-04-23,True,US|MX|GT|CL
plat_009,ser_0945,2023-08-12,True,AR|FR|DE|BR|CO|UK
plat_007,ser_0945,2020-11-20,False,GT|BR|DE
plat_020,ser_0946,2024-07-14,False,US|BR|DE|ES
plat_015,ser_0946,2021-02-22,True,US|PE
plat_005,ser_0946,2023-06-17,True,AR|US|UK|FR
plat_006,ser_0947,2024-12-04,True,CL|JP|ES|UK
plat_006,ser_0948,2021-04-21,True,AR|BR|UK|FR
plat_012,ser_0948,2021-07-21,False,CL|GT|AR
plat_024,ser_0949,2021-10-07,True,ES|GT
plat_012,ser_0949,2018-05-05,False,UK|CL|FR
plat_026,ser_0949,2023-02-15,True,CL|JP|MX|UK|PE|ES
plat_011,ser_0950,2021-01-06,True,ES|US|UK|AR|GT
plat_020,ser_0950,2021-03-03,True,ES|GT
plat_001,ser_0950,2018-03-12,True,US|DE|MX
plat_008,ser_0951,2019-07-23,False,GT|UK|PE
plat_014,ser_0952,2024-08-21,False,CL|PE|JP|CO|GT
plat_017,ser_0952,2021-02-03,True,FR|GT|UK|MX
plat_010,ser_0952,2020-01-20,True,UK|US
plat_007,ser_0953,2022-06-30,True,CL|UK|US|AR
plat_023,ser_0953,2020-08-31,False,DE|JP|AR|FR
plat_025,ser_0954,2022-04-09,False,ES|FR|MX|DE
plat_029,ser_0954,2018-02-27,False,US|UK|DE|JP|BR
plat_022,ser_0954,2020-05-05,True,ES|CL|FR
plat_028,ser_0955,2021-10-18,True,CO|MX|US|AR|FR|UK
plat_030,ser_0956,2020-12-07,False,PE|UK|JP
plat_014,ser_0956,2024-07-01,True,PE|AR|US
plat_010,ser_0957,2020-11-17,False,US|DE|FR|BR|CO|GT
plat_017,ser_0958,2021-09-23,False,CL|GT
plat_002,ser_0958,2019-03-05,True,BR|US|DE|CL|ES
plat_011,ser_0959,2020-02-16,True,BR|US
plat_014,ser_0960,2021-03-14,True,UK|PE|JP|US|GT
plat_023,ser_0960,2025-01-30,True,GT|UK
plat_016,ser_0960,2020-08-20,False,JP|FR|DE|PE
plat_025,ser_0961,2020-05-30,True,ES|MX
plat_001,ser_0962,2024-07-26,False,UK|BR|CO|MX
plat_020,ser_0962,2024-01-17,True,AR|MX|US
plat_028,ser_0963,2024-09-06,True,MX|CL|UK|JP|PE
plat_007,ser_0964,2018-11-11,True,CO|US|JP|CL|UK
plat_014,ser_0964,2023-05-25,True,BR|DE|PE
plat_004,ser_0965,2023-04-29,True,CO|GT|ES|CL|PE
plat_028,ser_0965,2021-09-01,False,JP|MX|US|BR|ES|AR
plat_005,ser_0965,2018-09-14,False,JP|CL|GT|MX|PE|BR
plat_005,ser_0966,2021-07-23,False,CL|DE|CO|PE|FR
plat_022,ser_0966,2024-11-04,True,DE|AR|MX|FR
plat_022,ser_0967,2022-04-09,True,BR|GT
plat_024,ser_0967,2021-03-27,True,ES|AR|JP|CL
plat_025,ser_0968,2024-07-27,False,CO|CL|PE|DE|US|FR
plat_020,ser_0968,2023-03-30,True,JP|MX|CL|US|AR|DE
plat_014,ser_0968,2020-09-25,False,DE|FR|CL|AR|US|UK
plat_029,ser_0969,2018-06-24,True,GT|AR|MX|US|JP|FR
plat_027,ser_0969,2019-02-18,True,BR|CO|FR|DE
plat_016,ser_0969,2018-08-11,True,GT|US|FR|CO|PE|AR
plat_030,ser_0970,2020-01-11,False,CL|US|FR|UK
plat_001,ser_0970,2021-04-01,True,US|MX|GT
plat_017,ser_0970,2018-06-30,True,GT|UK|FR
plat_021,ser_0971,2021-11-24,False,GT|BR
plat_003,ser_0972,2020-03-23,False,CO|ES|FR|JP
plat_008,ser_0972,2024-03-11,True,JP|MX|UK
plat_030,ser_0973,2021-07-07,False,BR|MX|JP
plat_021,ser_0973,2021-03-24,False,FR|CL
plat_002,ser_0974,2022-11-16,False,CO|MX|ES|AR
plat_015,ser_0974,2020-05-07,False,FR|PE|GT|AR|DE
plat_010,ser_0975,2023-02-10,False,FR|BR
plat_019,ser_0975,2023-06-28,True,BR|PE
plat_005,ser_0976,2022-09-26,False,CL|US|JP
plat_024,ser_0977,2018-08-30,True,UK|PE|FR|ES|MX
plat_002,ser_0978,2024-12-30,True,PE|GT|DE|ES|JP
plat_020,ser_0978,2021-09-23,False,GT|AR|BR|MX|UK|CL
plat_011,ser_0978,2018-11-13,True,BR|MX|JP|DE|GT
plat_005,ser_0979,2019-12-02,True,ES|UK|GT|CL|BR
plat_030,ser_0979,2023-09-24,True,DE|UK|JP|CL
plat_025,ser_0979,2018-07-14,False,US|DE|AR
plat_018,ser_0980,2021-07-21,True,FR|CO|JP|UK|MX
plat_005,ser_0980,2020-02-29,False,BR|PE
plat_029,ser_0980,2022-07-02,False,UK|AR
plat_028,ser_0981,2018-11-13,True,UK|MX|FR|CO|PE|US
plat_030,ser_0981,2023-07-29,False,MX|BR|AR|DE|PE
plat_015,ser_0981,2018-02-03,False,PE|CO
plat_001,ser_0982,2018-11-26,True,BR|MX|ES|FR|US
plat_014,ser_0983,2020-04-08,False,CL|UK|MX|GT|JP
plat_021,ser_0984,2020-01-18,False,PE|BR|CL|JP|AR|ES
plat_015,ser_0984,2019-02-18,True,PE|UK|JP
plat_007,ser_0985,2021-08-09,False,AR|GT
plat_025,ser_0985,2018-06-01,True,AR|ES|CL|CO|GT|FR
plat_029,ser_0986,2019-09-02,False,BR|GT
plat_002,ser_0987,2020-12-12,True,PE|US
plat_011,ser_0988,2019-01-02,True,ES|BR
plat_008,ser_0988,2024-11-02,True,CO|BR|AR|JP
plat_020,ser_0989,2023-03-23,True,BR|UK|JP
plat_003,ser_0989,2018-10-04,False,UK|DE|MX|CO|ES
plat_010,ser_0990,2018-12-17,True,MX|UK|DE|ES|CO
plat_016,ser_0990,2019-12-02,False,UK|PE
plat_027,ser_0990,2023-06-17,True,GT|JP|US
plat_012,ser_0991,2024-12-17,False,MX|GT|BR|FR|ES
plat_022,ser_0991,2019-07-23,True,ES|CO|UK
plat_004,ser_0992,2023-06-30,False,US|MX
plat_022,ser_0992,2019-12-07,True,BR|DE|JP|MX|CO|ES
plat_019,ser_0993,2024-02-21,True,DE|JP|MX
plat_009,ser_0993,2019-01-12,False,GT|BR|AR|US|DE|ES
plat_018,ser_0993,2021-08-20,False,US|DE|CL|JP
plat_011,ser_0994,2020-05-03,True,US|JP|PE|FR|BR|DE
plat_013,ser_0994,2024-06-15,True,CO|FR|ES|JP
plat_010,ser_0994,2021-08-28,True,DE|GT|FR|CL|ES
plat_020,ser_0995,2024-01-08,True,BR|US|JP
plat_017,ser_0996,2022-05-22,False,MX|ES|GT
plat_018,ser_0997,2023-10-27,False,US|UK|AR
plat_009,ser_0997,2019-01-18,False,AR|CL|ES|US
plat_028,ser_0998,2020-02-07,False,DE|CO|FR|UK
plat_027,ser_0998,2023-04-03,True,GT|MX|JP|UK|ES
plat_003,ser_0999,2023-09-19,True,JP|FR|ES|UK|GT|US
plat_004,ser_0999,2023-02-19,False,PE|BR|FR
plat_021,ser_0999,2023-02-21,True,US|GT|ES|MX|CL|BR
plat_027,ser_1000,2021-07-23,False,FR|CO|GT|JP|DE
plat_003,ser_1001,2023-02-05,True,CO|FR|PE|JP|CL
plat_002,ser_1001,2025-01-25,False,CO|GT|ES|AR|CL|US
plat_022,ser_1002,2018-05-26,False,ES|DE
plat_016,ser_1002,2019-01-06,True,ES|BR|US|DE|PE|GT
plat_023,ser_1003,2019-11-22,False,CO|US
plat_017,ser_1003,2025-02-25,True,FR|BR|JP|DE
plat_027,ser_1004,2022-03-18,False,CL|UK|FR|GT
plat_026,ser_1004,2021-03-15,False,ES|JP|DE
plat_005,ser_1004,2024-03-06,True,ES|MX|GT|US|JP
plat_016,ser_1005,2019-05-30,True,AR|PE|JP|US
plat_007,ser_1005,2025-03-16,True,AR|BR
plat_006,ser_1005,2020-06-06,False,AR|CL|ES|FR
plat_024,ser_1006,2024-10-11,True,MX|CO|ES|DE|FR|AR
plat_029,ser_1006,2020-09-19,True,CO|JP|ES|US
plat_028,ser_1007,2023-12-21,False,GT|CO|CL|ES
plat_030,ser_1007,2025-02-26,True,FR|BR|UK|JP
plat_026,ser_1008,2021-03-26,True,BR|UK|CL|JP|DE
plat_018,ser_1008,2024-09-04,False,JP|FR|DE|UK|AR
plat_008,ser_1009,2018-04-11,True,JP|FR|CO|MX|US|CL
plat_008,ser_1010,2021-10-07,True,UK|GT|MX|PE|ES
plat_028,ser_1011,2021-02-06,False,UK|BR|CL|FR
plat_009,ser_1011,2021-09-29,False,US|ES|FR|JP|CO
plat_024,ser_1011,2022-10-13,True,JP|DE|BR|MX
plat_024,ser_1012,2018-09-02,False,JP|ES
plat_024,ser_1013,2021-04-13,False,JP|UK|FR|AR|DE
plat_008,ser_1013,2018-11-03,False,ES|CL|BR|AR
