usuario1_id,usuario2_id,fechaSeguimiento,mutuo,notificaciones
usr_0104,usr_0717,2024-09-17,True,False
usr_0104,usr_0688,2024-05-08,False,False
usr_0104,usr_0479,2023-09-02,False,True
usr_0104,usr_0396,2023-04-24,True,True
usr_0104,usr_0534,2025-01-18,True,True
usr_0105,usr_0487,2024-07-27,False,True
usr_0105,usr_0518,2024-07-16,True,True
usr_0105,usr_0540,2024-03-23,False,False
usr_0105,usr_0432,2024-04-20,False,True
usr_0105,usr_0343,2024-06-01,False,True
usr_0105,usr_0656,2024-03-31,False,True
usr_0105,usr_0678,2024-02-27,True,False
usr_0105,usr_0713,2024-01-25,True,True
usr_0106,usr_0523,2023-03-29,True,True
usr_0106,usr_0256,2023-06-21,True,False
usr_0106,usr_0636,2023-11-15,False,True
usr_0106,usr_0443,2023-06-23,True,True
usr_0106,usr_0776,2024-02-29,False,True
usr_0106,usr_0471,2023-07-23,True,True
usr_0107,usr_0166,2024-12-24,False,False
usr_0107,usr_0178,2023-12-30,False,False
usr_0107,usr_0346,2023-10-04,True,True
usr_0107,usr_0074,2023-08-21,True,False
usr_0107,usr_0438,2024-11-20,False,True
usr_0107,usr_0332,2023-12-15,False,True
usr_0107,usr_0621,2023-06-16,True,False
usr_0107,usr_0738,2024-05-14,False,True
usr_0107,usr_0224,2024-10-30,False,True
usr_0107,usr_0427,2024-03-26,True,True
usr_0108,usr_0616,2023-06-12,False,True
usr_0108,usr_0734,2023-07-30,True,False
usr_0108,usr_0409,2024-06-22,False,True
usr_0108,usr_0259,2024-12-24,False,True
usr_0108,usr_0686,2024-10-23,False,True
usr_0108,usr_0306,2023-04-17,True,True
usr_0108,usr_0459,2024-09-03,False,False
usr_0108,usr_0657,2024-07-12,False,True
usr_0109,usr_0701,2023-06-04,True,True
usr_0109,usr_0279,2023-07-18,False,True
usr_0109,usr_0415,2025-04-15,False,False
usr_0109,usr_0645,2023-12-29,True,False
usr_0109,usr_0541,2023-04-28,True,False
usr_0110,usr_0631,2025-02-23,False,True
usr_0110,usr_0015,2023-09-06,False,True
usr_0110,usr_0800,2025-01-24,False,True
usr_0111,usr_0090,2024-04-05,False,True
usr_0111,usr_0774,2024-02-08,True,False
usr_0111,usr_0256,2024-12-30,False,False
usr_0111,usr_0337,2023-09-18,True,True
usr_0111,usr_0145,2023-11-02,False,True
usr_0111,usr_0063,2024-10-20,False,True
usr_0111,usr_0770,2025-01-02,True,False
usr_0111,usr_0067,2025-04-09,False,True
usr_0111,usr_0205,2024-10-16,False,True
usr_0111,usr_0246,2023-06-19,True,False
usr_0112,usr_0739,2023-12-06,False,False
usr_0112,usr_0080,2023-03-06,True,False
usr_0112,usr_0149,2023-01-15,True,False
usr_0113,usr_0087,2024-12-25,False,False
usr_0113,usr_0156,2023-01-13,False,False
usr_0113,usr_0795,2025-01-30,False,False
usr_0113,usr_0732,2023-04-07,True,False
usr_0113,usr_0254,2024-06-09,False,False
usr_0113,usr_0417,2024-06-21,True,True
usr_0113,usr_0728,2025-01-24,True,True
usr_0114,usr_0151,2023-07-15,False,False
usr_0115,usr_0123,2023-06-16,False,True
usr_0117,usr_0489,2024-10-22,True,False
usr_0117,usr_0577,2023-11-18,True,True
usr_0117,usr_0752,2024-06-02,False,False
usr_0117,usr_0285,2023-05-18,True,False
usr_0117,usr_0323,2024-06-26,False,False
usr_0118,usr_0303,2025-04-20,False,False
usr_0119,usr_0341,2024-06-02,False,False
usr_0119,usr_0626,2024-02-10,False,True
usr_0119,usr_0616,2023-09-19,True,False
usr_0119,usr_0618,2023-05-07,False,False
usr_0120,usr_0064,2023-05-21,False,True
usr_0120,usr_0414,2025-04-29,True,True
usr_0120,usr_0400,2024-08-30,True,False
usr_0120,usr_0267,2024-06-14,True,False
usr_0120,usr_0212,2024-09-13,False,True
usr_0120,usr_0054,2023-02-27,False,False
usr_0121,usr_0040,2024-06-17,False,True
usr_0121,usr_0787,2025-03-19,False,True
usr_0122,usr_0017,2024-06-17,False,True
usr_0122,usr_0423,2023-12-15,False,True
usr_0122,usr_0545,2024-07-15,False,True
usr_0122,usr_0289,2025-02-22,False,True
usr_0123,usr_0505,2023-12-21,False,True
usr_0123,usr_0548,2023-12-13,False,True
usr_0124,usr_0613,2024-03-17,False,False
usr_0124,usr_0459,2024-12-05,False,False
usr_0125,usr_0058,2023-05-05,True,False
usr_0126,usr_0408,2024-06-15,True,False
usr_0126,usr_0577,2024-09-21,False,True
usr_0126,usr_0125,2023-07-15,False,True
usr_0126,usr_0210,2023-02-21,True,True
usr_0126,usr_0310,2023-03-14,True,False
usr_0127,usr_0632,2023-04-13,True,True
usr_0127,usr_0186,2023-03-04,False,True
usr_0127,usr_0705,2023-04-26,True,False
usr_0127,usr_0220,2025-01-22,False,False
usr_0127,usr_0006,2024-02-23,False,True
usr_0127,usr_0163,2024-09-07,True,True
usr_0127,usr_0443,2024-11-24,True,True
usr_0129,usr_0656,2023-08-12,True,True
usr_0129,usr_0042,2024-05-12,False,True
usr_0129,usr_0316,2024-01-23,True,False
usr_0129,usr_0338,2024-02-17,False,True
usr_0130,usr_0240,2023-08-14,True,True
usr_0130,usr_0751,2025-01-13,False,True
usr_0130,usr_0167,2023-01-08,False,False
usr_0130,usr_0215,2024-04-20,False,True
usr_0130,usr_0317,2024-06-17,False,False
usr_0130,usr_0386,2023-03-09,True,False
usr_0130,usr_0272,2023-07-15,False,False
usr_0131,usr_0304,2024-05-05,True,False
usr_0131,usr_0445,2023-12-22,True,True
usr_0131,usr_0481,2023-10-09,True,False
usr_0132,usr_0010,2024-05-13,False,False
usr_0132,usr_0761,2024-01-05,True,False
usr_0132,usr_0177,2025-04-11,False,True
usr_0132,usr_0782,2023-03-19,False,False
usr_0132,usr_0573,2024-01-12,False,True
usr_0132,usr_0143,2023-04-30,True,False
usr_0132,usr_0651,2024-07-28,False,True
usr_0132,usr_0089,2024-01-07,False,True
usr_0133,usr_0528,2024-11-14,True,True
usr_0133,usr_0169,2024-03-13,True,False
usr_0133,usr_0093,2023-11-28,False,False
usr_0133,usr_0450,2024-04-14,True,False
usr_0133,usr_0432,2024-09-08,True,True
usr_0133,usr_0536,2023-02-21,True,True
usr_0133,usr_0433,2023-04-09,False,False
usr_0133,usr_0555,2023-01-15,True,True
usr_0133,usr_0129,2024-03-27,True,False
usr_0133,usr_0011,2023-06-19,False,False
usr_0134,usr_0018,2024-04-29,False,True
usr_0134,usr_0629,2024-04-04,True,False
usr_0134,usr_0103,2025-03-15,False,True
usr_0134,usr_0041,2023-02-12,False,False
usr_0134,usr_0037,2023-02-11,False,True
usr_0135,usr_0762,2024-09-28,False,True
usr_0135,usr_0793,2023-10-30,True,False
usr_0135,usr_0690,2023-10-05,False,False
usr_0135,usr_0161,2025-01-15,True,False
usr_0137,usr_0163,2023-02-17,False,True
usr_0137,usr_0441,2023-03-12,False,True
usr_0137,usr_0597,2024-12-11,False,False
usr_0138,usr_0260,2023-04-03,True,True
usr_0138,usr_0038,2024-05-21,True,True
usr_0139,usr_0645,2024-12-14,True,False
usr_0139,usr_0391,2024-01-22,True,False
usr_0139,usr_0527,2023-12-20,True,True
usr_0139,usr_0555,2024-11-06,True,True
usr_0139,usr_0641,2023-05-21,False,False
usr_0139,usr_0194,2025-01-26,False,False
usr_0139,usr_0144,2023-05-03,True,True
usr_0139,usr_0178,2024-06-27,False,False
usr_0140,usr_0082,2023-07-30,True,False
usr_0140,usr_0142,2024-06-25,True,True
usr_0140,usr_0285,2024-10-03,False,False
usr_0140,usr_0202,2024-07-30,True,False
usr_0140,usr_0761,2023-11-17,False,False
usr_0140,usr_0083,2023-05-01,True,False
usr_0140,usr_0385,2024-10-03,True,True
usr_0140,usr_0559,2023-01-21,False,False
usr_0140,usr_0697,2025-04-20,True,True
usr_0140,usr_0631,2025-03-19,False,False
usr_0141,usr_0606,2024-11-10,False,False
usr_0141,usr_0232,2023-06-02,False,False
usr_0141,usr_0092,2024-10-22,True,False
usr_0142,usr_0401,2024-10-26,False,True
usr_0143,usr_0410,2023-08-14,False,False
usr_0143,usr_0753,2023-06-28,True,False
usr_0144,usr_0522,2024-04-28,True,True
usr_0144,usr_0655,2024-07-19,True,True
usr_0144,usr_0166,2024-06-08,False,True
usr_0144,usr_0541,2023-03-14,False,False
usr_0144,usr_0720,2024-07-23,False,True
usr_0144,usr_0765,2024-09-03,False,True
usr_0144,usr_0177,2024-11-02,True,False
usr_0145,usr_0601,2023-03-07,True,True
usr_0145,usr_0589,2023-02-28,False,False
usr_0146,usr_0710,2024-03-13,False,False
usr_0146,usr_0556,2024-11-12,True,True
usr_0147,usr_0670,2024-03-15,True,False
usr_0148,usr_0617,2025-01-05,True,False
usr_0148,usr_0698,2024-07-07,True,False
usr_0148,usr_0116,2024-08-25,True,True
usr_0148,usr_0616,2023-02-26,True,False
usr_0148,usr_0228,2023-05-01,False,False
usr_0148,usr_0794,2023-04-29,False,False
usr_0149,usr_0537,2024-02-29,False,False
usr_0150,usr_0765,2023-12-18,False,False
usr_0150,usr_0068,2024-05-16,False,True
usr_0150,usr_0079,2023-06-03,False,True
usr_0150,usr_0041,2023-07-17,True,True
usr_0150,usr_0553,2025-03-19,False,False
usr_0150,usr_0513,2025-01-06,True,True
usr_0151,usr_0144,2023-09-18,False,False
usr_0151,usr_0386,2023-05-22,True,False
usr_0151,usr_0257,2024-09-03,True,False
usr_0151,usr_0541,2023-12-06,True,True
usr_0151,usr_0721,2024-01-01,False,True
usr_0151,usr_0225,2024-03-15,True,False
usr_0151,usr_0468,2025-01-07,False,False
usr_0151,usr_0368,2023-06-20,True,False
usr_0151,usr_0032,2024-10-18,False,True
usr_0151,usr_0555,2024-07-06,True,False
usr_0152,usr_0660,2023-05-22,False,True
usr_0153,usr_0536,2023-06-05,True,False
usr_0153,usr_0797,2024-08-26,True,False
usr_0153,usr_0776,2025-03-12,True,False
usr_0154,usr_0629,2023-01-15,True,False
usr_0154,usr_0299,2023-09-25,False,True
usr_0154,usr_0617,2023-01-15,True,False
usr_0154,usr_0372,2024-11-17,True,True
usr_0154,usr_0198,2023-11-17,True,False
usr_0154,usr_0200,2024-06-06,False,False
usr_0155,usr_0737,2023-07-13,False,True
usr_0155,usr_0593,2024-03-09,False,False
usr_0156,usr_0684,2023-06-10,False,True
usr_0156,usr_0760,2024-10-17,True,True
usr_0156,usr_0096,2023-05-06,True,True
usr_0156,usr_0539,2024-06-30,False,True
usr_0156,usr_0767,2025-03-27,True,True
usr_0156,usr_0208,2023-09-06,False,False
usr_0156,usr_0580,2025-03-18,False,True
usr_0156,usr_0484,2023-02-27,False,True
usr_0156,usr_0795,2024-07-23,False,True
usr_0156,usr_0024,2024-09-29,False,True
usr_0157,usr_0156,2024-01-07,False,True
usr_0157,usr_0528,2025-04-02,False,False
usr_0157,usr_0340,2023-12-17,True,True
usr_0157,usr_0067,2025-02-18,False,False
usr_0157,usr_0692,2024-11-27,True,False
usr_0157,usr_0197,2023-04-27,True,False
usr_0157,usr_0315,2023-09-19,True,False
usr_0157,usr_0775,2023-01-05,True,True
usr_0158,usr_0221,2023-02-19,True,True
usr_0158,usr_0116,2024-07-22,False,True
usr_0158,usr_0585,2024-06-24,False,False
usr_0158,usr_0608,2025-04-19,True,False
usr_0158,usr_0093,2023-05-20,False,False
usr_0158,usr_0781,2024-06-23,True,True
usr_0158,usr_0568,2023-05-11,False,False
usr_0158,usr_0737,2023-11-01,False,True
usr_0158,usr_0594,2024-01-25,False,False
usr_0158,usr_0002,2024-06-09,True,True
usr_0160,usr_0784,2025-01-19,True,True
usr_0160,usr_0631,2023-06-13,False,False
usr_0160,usr_0210,2024-03-08,False,True
usr_0160,usr_0250,2024-09-08,False,False
usr_0160,usr_0149,2023-11-16,True,False
usr_0160,usr_0471,2023-07-08,True,False
usr_0160,usr_0072,2023-05-19,True,False
usr_0160,usr_0569,2023-12-25,False,True
usr_0160,usr_0079,2024-07-05,True,False
usr_0160,usr_0732,2024-11-06,True,False
usr_0161,usr_0670,2024-03-12,True,False
usr_0161,usr_0774,2023-08-01,True,True
usr_0161,usr_0552,2023-11-30,True,False
usr_0161,usr_0440,2024-09-10,True,True
usr_0161,usr_0101,2023-05-11,False,False
usr_0161,usr_0600,2023-08-06,False,False
usr_0161,usr_0529,2023-04-08,True,False
usr_0162,usr_0322,2024-04-05,True,False
usr_0162,usr_0706,2025-02-08,True,True
usr_0162,usr_0205,2024-04-17,True,False
usr_0162,usr_0036,2024-02-01,False,False
usr_0162,usr_0456,2024-06-22,True,True
usr_0162,usr_0479,2023-06-17,True,False
usr_0162,usr_0746,2023-07-28,False,False
usr_0162,usr_0539,2024-04-09,True,False
usr_0162,usr_0042,2023-09-19,True,True
usr_0162,usr_0800,2024-08-09,False,False
usr_0163,usr_0756,2024-10-21,False,True
usr_0163,usr_0496,2023-08-09,False,True
usr_0163,usr_0067,2024-04-21,True,True
usr_0163,usr_0180,2023-02-14,False,False
usr_0163,usr_0061,2025-03-19,True,True
usr_0163,usr_0374,2024-10-10,False,True
usr_0163,usr_0120,2024-01-27,True,False
usr_0163,usr_0646,2023-07-30,True,False
usr_0164,usr_0171,2023-06-06,True,True
usr_0164,usr_0429,2023-09-01,True,False
usr_0164,usr_0064,2024-11-12,True,False
usr_0164,usr_0319,2024-02-19,True,False
usr_0165,usr_0787,2024-12-27,True,False
usr_0165,usr_0512,2024-05-03,False,False
usr_0165,usr_0482,2024-09-01,True,True
usr_0165,usr_0524,2023-07-04,False,False
usr_0165,usr_0116,2024-05-02,True,True
usr_0166,usr_0531,2024-12-26,False,True
usr_0166,usr_0327,2023-06-23,True,False
usr_0166,usr_0588,2023-06-08,False,False
usr_0166,usr_0607,2023-05-19,True,False
usr_0167,usr_0464,2024-01-06,True,True
usr_0167,usr_0689,2023-12-09,True,False
usr_0167,usr_0349,2023-11-22,False,False
usr_0168,usr_0415,2023-02-04,True,False
usr_0168,usr_0614,2024-03-11,False,True
usr_0168,usr_0443,2024-01-14,True,True
usr_0168,usr_0449,2024-03-25,False,True
usr_0169,usr_0593,2024-07-11,True,False
usr_0169,usr_0582,2025-02-09,False,True
usr_0169,usr_0244,2023-06-04,True,True
usr_0169,usr_0779,2024-02-03,False,False
usr_0169,usr_0115,2024-08-17,True,True
usr_0169,usr_0074,2024-08-19,True,False
usr_0169,usr_0677,2023-04-24,False,False
usr_0169,usr_0800,2024-05-02,False,True
usr_0169,usr_0795,2024-02-22,False,True
usr_0170,usr_0746,2023-03-09,True,False
usr_0170,usr_0446,2023-06-30,True,True
usr_0170,usr_0417,2023-12-03,True,False
usr_0170,usr_0195,2023-12-13,False,True
usr_0171,usr_0668,2023-03-12,True,False
usr_0171,usr_0364,2023-11-10,False,True
usr_0171,usr_0202,2025-01-20,False,False
usr_0171,usr_0498,2023-10-10,True,False
usr_0171,usr_0341,2023-10-22,True,True
usr_0171,usr_0320,2025-02-25,True,False
usr_0171,usr_0284,2024-01-01,False,False
usr_0174,usr_0265,2025-04-22,False,True
usr_0174,usr_0022,2023-08-11,False,False
usr_0174,usr_0452,2024-08-02,False,True
usr_0174,usr_0484,2024-10-05,True,False
usr_0174,usr_0617,2023-08-29,True,False
usr_0174,usr_0730,2025-02-10,True,False
usr_0174,usr_0559,2024-06-10,False,True
usr_0174,usr_0543,2024-08-27,True,False
usr_0174,usr_0481,2024-03-29,True,False
usr_0175,usr_0223,2023-01-07,True,False
usr_0175,usr_0427,2024-09-28,False,True
usr_0176,usr_0724,2023-10-03,False,True
usr_0177,usr_0009,2023-06-17,True,False
usr_0177,usr_0676,2023-03-18,True,True
usr_0177,usr_0645,2024-12-04,True,True
usr_0177,usr_0083,2023-08-01,True,False
usr_0177,usr_0156,2023-12-05,True,True
usr_0178,usr_0538,2025-01-11,False,False
usr_0178,usr_0628,2025-03-04,True,True
usr_0179,usr_0410,2024-10-30,True,True
usr_0179,usr_0722,2023-06-10,False,True
usr_0180,usr_0068,2025-01-26,True,False
usr_0180,usr_0568,2025-03-26,True,False
usr_0180,usr_0570,2023-11-11,False,True
usr_0180,usr_0647,2023-10-25,False,True
usr_0180,usr_0767,2023-11-23,False,False
usr_0180,usr_0661,2023-01-28,False,True
usr_0180,usr_0686,2024-04-02,False,True
usr_0180,usr_0368,2023-06-13,True,False
usr_0180,usr_0153,2023-04-04,True,True
usr_0181,usr_0319,2025-04-02,True,True
usr_0181,usr_0500,2023-01-22,True,True
usr_0181,usr_0781,2024-07-01,True,True
usr_0181,usr_0005,2024-05-04,False,False
usr_0181,usr_0464,2025-03-26,False,True
usr_0181,usr_0608,2023-01-26,True,True
usr_0181,usr_0370,2024-02-01,False,True
usr_0181,usr_0726,2024-05-26,True,False
usr_0181,usr_0542,2023-08-11,False,True
usr_0182,usr_0079,2024-10-04,True,False
usr_0182,usr_0586,2023-12-20,True,False
usr_0182,usr_0772,2023-12-14,False,False
usr_0183,usr_0718,2024-05-06,False,False
usr_0183,usr_0060,2023-04-21,True,False
usr_0183,usr_0282,2024-03-01,True,True
usr_0183,usr_0560,2024-09-01,False,True
usr_0183,usr_0683,2023-08-18,False,True
usr_0183,usr_0203,2023-02-05,True,False
usr_0183,usr_0029,2024-10-11,False,False
usr_0183,usr_0665,2023-01-11,False,False
usr_0183,usr_0709,2025-01-15,False,True
usr_0183,usr_0305,2023-12-19,False,False
usr_0184,usr_0086,2023-04-04,False,True
usr_0184,usr_0093,2024-05-04,False,True
usr_0184,usr_0543,2024-05-05,False,False
usr_0184,usr_0219,2024-11-15,True,False
usr_0184,usr_0475,2023-02-09,False,False
usr_0184,usr_0451,2023-11-18,True,False
usr_0185,usr_0494,2024-02-24,False,False
usr_0185,usr_0612,2024-01-11,False,True
usr_0185,usr_0739,2023-05-08,True,False
usr_0185,usr_0413,2024-12-17,False,False
usr_0185,usr_0598,2024-08-07,True,True
usr_0185,usr_0304,2024-05-30,True,False
usr_0185,usr_0025,2024-01-22,False,True
usr_0185,usr_0215,2024-09-26,True,True
usr_0185,usr_0277,2023-06-14,True,True
usr_0185,usr_0197,2023-03-30,False,True
usr_0187,usr_0678,2023-05-28,True,False
usr_0187,usr_0696,2024-10-05,True,True
usr_0187,usr_0612,2023-07-04,False,False
usr_0187,usr_0020,2024-03-25,False,False
usr_0187,usr_0233,2023-11-03,True,True
usr_0190,usr_0262,2023-08-19,False,False
usr_0190,usr_0099,2025-01-14,False,False
usr_0190,usr_0688,2025-02-01,True,False
usr_0190,usr_0483,2024-09-20,True,True
usr_0191,usr_0330,2024-12-11,False,False
usr_0191,usr_0413,2023-07-03,True,False
usr_0191,usr_0679,2023-07-25,False,True
usr_0192,usr_0246,2023-10-09,True,False
usr_0192,usr_0506,2023-01-12,False,True
usr_0193,usr_0647,2024-04-05,False,False
usr_0193,usr_0428,2023-10-06,False,False
usr_0193,usr_0173,2023-08-29,False,False
usr_0193,usr_0632,2024-02-08,False,False
usr_0193,usr_0726,2024-08-20,False,False
usr_0193,usr_0017,2023-05-29,True,False
usr_0193,usr_0088,2025-02-18,False,True
usr_0193,usr_0465,2023-05-04,True,False
usr_0193,usr_0375,2024-05-19,False,True
usr_0194,usr_0014,2023-09-11,False,False
usr_0195,usr_0527,2023-01-31,True,False
usr_0195,usr_0385,2023-07-02,True,False
usr_0195,usr_0250,2023-11-02,False,False
usr_0195,usr_0643,2024-10-13,False,True
usr_0195,usr_0532,2024-09-18,False,True
usr_0196,usr_0726,2024-03-16,True,True
usr_0196,usr_0738,2025-02-20,True,False
usr_0196,usr_0791,2023-12-27,True,False
usr_0196,usr_0054,2023-06-29,True,False
usr_0196,usr_0367,2024-09-08,True,True
usr_0197,usr_0554,2024-09-25,True,False
usr_0197,usr_0572,2023-01-10,False,False
usr_0197,usr_0031,2025-03-28,False,False
usr_0197,usr_0611,2025-01-14,True,True
usr_0197,usr_0316,2023-05-17,False,True
usr_0197,usr_0131,2023-04-25,True,False
usr_0197,usr_0800,2024-02-26,False,False
usr_0198,usr_0522,2023-02-18,False,False
usr_0198,usr_0531,2025-04-16,False,True
usr_0199,usr_0070,2024-11-18,False,True
usr_0200,usr_0618,2025-02-26,True,True
usr_0200,usr_0459,2023-10-22,True,True
usr_0200,usr_0336,2024-02-23,True,False
usr_0201,usr_0731,2023-08-07,True,True
usr_0201,usr_0780,2023-06-17,True,True
usr_0201,usr_0044,2023-02-24,True,True
usr_0201,usr_0450,2024-05-08,True,False
usr_0201,usr_0431,2023-05-05,True,False
usr_0202,usr_0179,2025-02-26,False,True
usr_0202,usr_0493,2023-05-21,True,True
usr_0203,usr_0525,2023-06-17,True,False
usr_0203,usr_0030,2024-02-08,True,True
usr_0203,usr_0296,2023-06-13,True,True
usr_0203,usr_0268,2025-02-22,False,True
usr_0203,usr_0452,2023-10-28,False,False
usr_0203,usr_0467,2025-02-11,True,True
usr_0203,usr_0225,2023-01-28,True,False
usr_0204,usr_0781,2023-06-15,True,True
usr_0204,usr_0004,2024-05-28,False,True
usr_0204,usr_0130,2024-09-02,False,False
usr_0204,usr_0688,2025-01-05,True,True
usr_0204,usr_0495,2023-03-11,False,True
usr_0206,usr_0375,2023-02-16,True,False
usr_0206,usr_0030,2024-12-03,False,True
usr_0206,usr_0579,2024-10-22,True,True
usr_0206,usr_0432,2023-01-27,True,True
usr_0206,usr_0472,2023-07-18,False,True
usr_0206,usr_0441,2023-01-11,False,True
usr_0207,usr_0333,2025-04-01,True,False
usr_0207,usr_0439,2023-11-13,True,True
usr_0207,usr_0288,2023-05-26,True,False
usr_0207,usr_0271,2024-07-22,True,True
usr_0207,usr_0027,2023-11-08,True,False
usr_0207,usr_0505,2023-11-02,True,True
usr_0208,usr_0694,2023-12-12,False,False
usr_0208,usr_0280,2023-04-26,True,False
usr_0208,usr_0192,2025-04-29,False,False
usr_0209,usr_0544,2023-04-16,False,False
usr_0209,usr_0018,2023-09-14,False,False
usr_0209,usr_0623,2023-02-02,False,True
usr_0210,usr_0430,2024-08-19,True,True
usr_0210,usr_0108,2023-12-18,True,False
usr_0210,usr_0284,2023-11-06,False,False
usr_0210,usr_0282,2023-10-25,True,True
usr_0211,usr_0372,2025-04-02,False,False
usr_0211,usr_0723,2023-05-15,True,True
usr_0211,usr_0745,2023-05-28,True,True
usr_0211,usr_0142,2024-04-24,True,True
usr_0211,usr_0036,2023-03-28,True,False
usr_0211,usr_0279,2023-08-09,True,True
usr_0211,usr_0083,2023-10-10,False,True
usr_0211,usr_0526,2023-09-05,True,True
usr_0211,usr_0136,2025-03-26,False,True
usr_0211,usr_0150,2023-07-21,True,True
usr_0212,usr_0703,2024-02-01,False,True
usr_0212,usr_0305,2024-07-11,True,False
usr_0212,usr_0292,2023-09-16,True,True
usr_0212,usr_0334,2024-06-16,True,True
usr_0212,usr_0630,2023-12-22,False,True
usr_0212,usr_0710,2023-01-22,True,False
usr_0212,usr_0338,2025-03-23,True,False
usr_0213,usr_0708,2024-04-17,False,True
usr_0213,usr_0243,2024-08-01,False,False
usr_0213,usr_0214,2024-12-08,True,False
usr_0213,usr_0385,2024-07-21,True,True
usr_0213,usr_0274,2024-06-06,True,False
usr_0213,usr_0278,2024-07-13,True,True
usr_0213,usr_0601,2025-03-14,True,True
usr_0213,usr_0463,2025-02-03,False,True
usr_0214,usr_0727,2023-02-24,True,True
usr_0214,usr_0167,2024-12-22,True,False
usr_0214,usr_0070,2024-07-25,True,True
usr_0214,usr_0519,2023-10-31,True,False
usr_0214,usr_0364,2023-01-06,True,True
usr_0215,usr_0647,2025-01-09,False,False
usr_0215,usr_0693,2023-04-08,True,True
usr_0215,usr_0434,2024-08-07,False,True
usr_0215,usr_0540,2025-03-10,False,True
usr_0215,usr_0257,2025-03-19,False,True
usr_0215,usr_0293,2024-12-18,False,True
usr_0215,usr_0309,2023-05-27,False,True
usr_0215,usr_0710,2023-06-23,False,False
usr_0216,usr_0518,2023-08-31,True,False
usr_0216,usr_0546,2023-08-06,True,True
usr_0216,usr_0279,2024-08-07,False,True
usr_0216,usr_0024,2024-02-08,True,False
usr_0217,usr_0032,2023-03-24,False,False
usr_0217,usr_0647,2024-07-12,False,False
usr_0217,usr_0732,2023-11-27,False,False
usr_0218,usr_0748,2023-12-06,True,False
usr_0218,usr_0249,2024-03-16,False,True
usr_0218,usr_0263,2025-03-09,False,False
usr_0218,usr_0431,2024-04-11,False,True
usr_0218,usr_0135,2024-09-02,True,False
usr_0218,usr_0149,2024-02-13,True,True
usr_0218,usr_0726,2024-10-07,False,True
usr_0218,usr_0134,2023-05-02,False,True
usr_0218,usr_0076,2023-06-02,False,True
usr_0218,usr_0019,2023-08-16,False,False
usr_0220,usr_0395,2023-04-07,False,True
usr_0220,usr_0434,2023-07-29,True,False
usr_0220,usr_0337,2024-12-25,False,True
usr_0220,usr_0160,2025-01-21,False,True
usr_0220,usr_0655,2023-01-16,False,False
usr_0220,usr_0550,2024-02-27,False,False
usr_0220,usr_0367,2024-12-14,False,True
usr_0220,usr_0663,2023-01-17,False,False
usr_0220,usr_0491,2023-01-23,True,True
usr_0220,usr_0217,2025-02-04,False,False
usr_0221,usr_0240,2023-03-05,True,True
usr_0221,usr_0485,2023-10-10,True,False
usr_0221,usr_0205,2024-09-28,False,True
usr_0222,usr_0376,2025-02-19,True,True
usr_0222,usr_0324,2024-08-21,False,False
usr_0222,usr_0002,2023-11-02,False,True
usr_0222,usr_0017,2024-01-17,True,False
usr_0222,usr_0792,2025-03-18,False,True
usr_0222,usr_0164,2024-09-24,False,False
usr_0223,usr_0508,2023-09-04,False,False
usr_0223,usr_0473,2024-09-17,True,False
usr_0223,usr_0616,2024-06-20,False,True
usr_0223,usr_0331,2024-12-16,False,False
usr_0224,usr_0279,2025-02-19,False,False
usr_0225,usr_0762,2023-09-20,False,True
usr_0225,usr_0593,2024-12-09,False,False
usr_0225,usr_0445,2024-07-12,False,True
usr_0225,usr_0747,2024-05-10,True,False
usr_0225,usr_0270,2023-11-06,True,True
usr_0225,usr_0497,2023-12-15,False,False
usr_0225,usr_0089,2023-06-04,False,True
usr_0225,usr_0106,2024-12-23,True,False
usr_0226,usr_0467,2024-07-15,False,True
usr_0226,usr_0056,2025-04-03,True,True
usr_0226,usr_0748,2024-11-27,False,False
usr_0226,usr_0416,2023-05-13,True,False
usr_0226,usr_0081,2023-04-15,True,True
usr_0226,usr_0367,2024-07-07,False,False
usr_0226,usr_0198,2025-03-16,False,False
usr_0226,usr_0024,2024-05-08,False,False
usr_0226,usr_0068,2024-11-19,False,True
usr_0227,usr_0065,2025-04-12,False,True
usr_0227,usr_0168,2023-08-02,False,False
usr_0227,usr_0545,2024-08-10,True,True
usr_0227,usr_0775,2023-12-12,False,True
usr_0227,usr_0274,2023-11-10,False,False
usr_0227,usr_0368,2023-02-06,False,True
usr_0228,usr_0123,2023-08-23,False,True
usr_0230,usr_0103,2024-06-09,True,True
usr_0230,usr_0672,2023-11-21,False,False
usr_0230,usr_0551,2025-03-24,False,False
usr_0231,usr_0773,2023-03-14,False,False
usr_0231,usr_0392,2024-09-15,False,False
usr_0231,usr_0723,2023-07-24,False,False
usr_0231,usr_0782,2025-01-27,True,True
usr_0231,usr_0626,2024-06-25,False,True
usr_0231,usr_0647,2024-03-11,True,False
usr_0231,usr_0093,2024-12-27,False,False
usr_0231,usr_0477,2023-11-20,True,True
usr_0232,usr_0086,2024-05-18,False,False
usr_0232,usr_0761,2024-06-07,True,False
usr_0232,usr_0038,2023-06-11,False,True
usr_0232,usr_0176,2024-06-04,True,True
usr_0232,usr_0608,2023-07-08,False,True
usr_0232,usr_0449,2024-07-07,True,True
usr_0232,usr_0391,2024-02-03,False,True
usr_0232,usr_0008,2024-09-28,False,False
usr_0232,usr_0281,2024-03-17,True,False
usr_0233,usr_0566,2023-02-25,False,True
usr_0236,usr_0441,2024-03-12,False,False
