id,titulo,sinopsis,anio,calificacion,numTemporadas,numEpisodios,estadoEmision,activa
ser_0769,The Witcher Eve,Una saga familiar que recorre generaciones y secretos.,1995,5.47,3,91,False,False
ser_0770,Abbott Dynasty,Una historia épica que cambia el destino de los protagonistas para siempre.,2000,5.99,11,43,False,True
ser_0771,Found  Mirror,Acción sin tregua en una aventura llena de giros inesperados.,2003,4.47,7,34,True,True
ser_0772,Found of Us,Investigación criminal que pone a prueba los límites de la justicia.,2006,7.85,3,195,True,True
ser_0773,Mare of Saul,Comedia que retrata la vida cotidiana con humor inteligente.,2010,7.18,7,139,False,True
ser_0774,Found or,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2016,5.31,11,122,True,True
ser_0775,The Last Profesor,Romance que desafía las convenciones sociales de la época.,1996,4.84,2,183,False,True
ser_0776,Atlanta ia,Investigación criminal que pone a prueba los límites de la justicia.,2003,7.7,4,12,True,True
ser_0777,Wednesday Robot,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",1994,5.47,2,114,False,False
ser_0778,Dark Tower,Comedia que retrata la vida cotidiana con humor inteligente.,2009,6.25,4,83,False,False
ser_0779,Beyond os,Romance que desafía las convenciones sociales de la época.,1992,5.85,1,71,False,False
ser_0780,Tokyo Bad,Una saga familiar que recorre generaciones y secretos.,2017,7.6,6,181,False,True
ser_0781,Outlander Things,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2021,6.75,9,29,True,True
ser_0782,Below Bad,Acción sin tregua en una aventura llena de giros inesperados.,2019,8.34,4,160,False,True
ser_0783,Narcos ia,Una mirada profunda a la condición humana en tiempos difíciles.,2018,7.56,2,8,True,True
ser_0784,The Crown Profesor,Romance que desafía las convenciones sociales de la época.,2001,5.59,10,105,True,True
ser_0785,Dark Side Saul,Romance que desafía las convenciones sociales de la época.,2023,5.01,8,81,True,True
ser_0786,El Eve,"Drama intenso sobre familia, lealtad y traición.",1997,9.62,2,56,False,False
ser_0787,Fallout of Us,"Drama intenso sobre familia, lealtad y traición.",2014,8.48,1,83,True,True
ser_0788,La Manor,Una mirada profunda a la condición humana en tiempos difíciles.,2021,8.14,12,35,True,True
ser_0789,The Mandalorian  Mirror,Romance que desafía las convenciones sociales de la época.,1991,6.88,12,116,True,True
ser_0790,Through Dynasty,Acción sin tregua en una aventura llena de giros inesperados.,1996,6.75,5,117,False,True
ser_0791,The Crown Thrones,Comedia que retrata la vida cotidiana con humor inteligente.,2006,6.75,9,68,True,True
ser_0792,Money Detective,Una saga familiar que recorre generaciones y secretos.,1995,5.08,4,120,False,True
ser_0793,True Detective the Dragon,Una saga familiar que recorre generaciones y secretos.,2001,6.4,9,16,True,True
ser_0794,Loki ia,Acción sin tregua en una aventura llena de giros inesperados.,1998,4.06,1,136,True,True
ser_0795,Pachinko Lasso,Una historia épica que cambia el destino de los protagonistas para siempre.,2023,5.76,3,87,True,False
ser_0796,Within k,Romance que desafía las convenciones sociales de la época.,2020,5.24,3,105,True,True
ser_0797,Without  Mirror,"Drama intenso sobre familia, lealtad y traición.",2022,8.99,2,128,True,True
ser_0798,Fallout Lotus,Una mirada profunda a la condición humana en tiempos difíciles.,2013,8.8,7,21,False,True
ser_0799,Narcos Jones,Una mirada profunda a la condición humana en tiempos difíciles.,1991,7.9,6,106,False,True
ser_0800,The Boys k,Acción sin tregua en una aventura llena de giros inesperados.,2022,7.75,11,46,True,True
ser_0801,The Sympathizer the Dragon,Una saga familiar que recorre generaciones y secretos.,2017,4.18,2,149,True,True
ser_0802,Across Things,Misterio y suspenso se entrelazan en esta serie cautivadora.,2013,6.28,8,172,False,True
ser_0803,Tokyo Tower,Misterio y suspenso se entrelazan en esta serie cautivadora.,2010,8.96,8,136,False,False
ser_0804,Light to Ashes,Romance que desafía las convenciones sociales de la época.,1998,5.96,12,131,False,True
ser_0805,Daisy ession,Una mirada profunda a la condición humana en tiempos difíciles.,2022,5.82,6,67,True,True
ser_0806,El Chefs,Misterio y suspenso se entrelazan en esta serie cautivadora.,2016,5.53,7,177,True,True
ser_0807,The Witcher Dynasty,Una mirada profunda a la condición humana en tiempos difíciles.,2010,8.63,10,139,True,True
ser_0808,Fleabag Vision,Una saga familiar que recorre generaciones y secretos.,2003,8.58,6,52,False,True
ser_0809,Fallout Jones,Misterio y suspenso se entrelazan en esta serie cautivadora.,2020,9.41,8,143,False,True
ser_0810,Reacher Tower,Misterio y suspenso se entrelazan en esta serie cautivadora.,1994,4.72,7,146,False,True
ser_0811,Big to Ashes,Investigación criminal que pone a prueba los límites de la justicia.,2007,7.29,4,74,True,False
ser_0812,Below os,Romance que desafía las convenciones sociales de la época.,1996,6.54,6,36,True,True
ser_0813,Breaking Things,Misterio y suspenso se entrelazan en esta serie cautivadora.,1994,4.62,9,74,True,True
ser_0814,Only Murders Mrs. Maisel,Una saga familiar que recorre generaciones y secretos.,1992,4.35,2,92,False,True
ser_0815,What We Vision,Una mirada profunda a la condición humana en tiempos difíciles.,2004,7.59,10,198,False,True
ser_0816,Shogun Dead,Investigación criminal que pone a prueba los límites de la justicia.,1991,7.39,4,49,False,True
ser_0817,Stranger Detective,Una saga familiar que recorre generaciones y secretos.,1995,8.29,5,130,True,True
ser_0818,The Bear Vision,Una saga familiar que recorre generaciones y secretos.,2019,4.96,3,62,False,True
ser_0819,The Last Vision,Acción sin tregua en una aventura llena de giros inesperados.,2009,7.36,10,104,False,True
ser_0820,The Walking Lotus,Romance que desafía las convenciones sociales de la época.,2018,4.87,7,163,False,True
ser_0821,Squid Lasso,Romance que desafía las convenciones sociales de la época.,2003,6.53,9,93,False,True
ser_0822,Outside f,Una saga familiar que recorre generaciones y secretos.,2018,5.19,3,186,True,False
ser_0823,Foundation Jones,Una mirada profunda a la condición humana en tiempos difíciles.,2003,5.82,7,76,True,True
ser_0824,Andor f,Una historia épica que cambia el destino de los protagonistas para siempre.,2020,7.98,10,68,True,False
ser_0825,Stranger f,Comedia que retrata la vida cotidiana con humor inteligente.,2012,6.21,8,117,False,False
ser_0826,Westworld Eve,Comedia que retrata la vida cotidiana con humor inteligente.,2006,5.33,6,72,False,True
ser_0827,Yellowjackets Things,Comedia que retrata la vida cotidiana con humor inteligente.,2014,4.28,4,29,True,True
ser_0828,Outside to Ashes,Misterio y suspenso se entrelazan en esta serie cautivadora.,1993,4.46,5,121,True,True
ser_0829,Loki Eve,"Drama intenso sobre familia, lealtad y traición.",2007,5.33,5,48,True,True
ser_0830,Westworld of Cards,Una saga familiar que recorre generaciones y secretos.,1993,7.8,12,51,False,False
ser_0831,Only Murders Detective,Una historia épica que cambia el destino de los protagonistas para siempre.,2005,8.68,4,160,True,True
ser_0832,True Lasso,Investigación criminal que pone a prueba los límites de la justicia.,2001,4.72,8,147,False,True
ser_0833,Wanda Dynasty,Una mirada profunda a la condición humana en tiempos difíciles.,2001,8.56,6,49,False,True
ser_0834,Shrinking Profesor,Acción sin tregua en una aventura llena de giros inesperados.,1993,4.78,1,126,True,True
ser_0835,Shogun Tower,Una saga familiar que recorre generaciones y secretos.,2013,8.54,8,68,False,True
ser_0836,Peaky Vision,Una saga familiar que recorre generaciones y secretos.,2000,8.38,2,102,True,True
ser_0837,Killing hunter,Romance que desafía las convenciones sociales de la época.,2023,7.93,7,146,False,False
ser_0838,Vikings Tower,Misterio y suspenso se entrelazan en esta serie cautivadora.,2015,7.04,7,48,False,True
ser_0839,Black Tower,Misterio y suspenso se entrelazan en esta serie cautivadora.,2013,4.67,7,103,False,True
ser_0840,Bridgerton  Materials,Romance que desafía las convenciones sociales de la época.,2010,5.15,1,61,False,True
ser_0841,Abbott Manor,Misterio y suspenso se entrelazan en esta serie cautivadora.,1998,6.3,3,10,True,False
ser_0842,Little lout,Romance que desafía las convenciones sociales de la época.,2003,4.76,1,68,True,True
ser_0843,Fleabag lout,Comedia que retrata la vida cotidiana con humor inteligente.,1993,6.7,7,173,False,True
ser_0844,Beyond ession,Investigación criminal que pone a prueba los límites de la justicia.,2012,7.2,1,128,True,True
ser_0845,El Blinders,Investigación criminal que pone a prueba los límites de la justicia.,2009,4.96,2,43,False,True
ser_0846,Money Profesor,Investigación criminal que pone a prueba los límites de la justicia.,2003,6.15,8,109,False,False
ser_0847,Casa of Cards,Misterio y suspenso se entrelazan en esta serie cautivadora.,2010,6.13,9,155,True,False
ser_0848,Mare of Eve,Una historia épica que cambia el destino de los protagonistas para siempre.,2022,7.86,9,192,True,True
ser_0849,Through Lasso,"Drama intenso sobre familia, lealtad y traición.",1999,8.42,4,29,False,True
ser_0850,Chernobyl alorian,Una historia épica que cambia el destino de los protagonistas para siempre.,1992,5.76,3,55,False,True
ser_0851,Hacks Dead,Investigación criminal que pone a prueba los límites de la justicia.,2017,7.3,4,6,True,True
ser_0852,House of  Ted,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2020,5.27,3,178,False,True
ser_0853,The Walking hunter,Una saga familiar que recorre generaciones y secretos.,2011,8.22,6,126,False,True
ser_0854,Below Game,"Drama intenso sobre familia, lealtad y traición.",2023,7.87,12,156,False,True
ser_0855,The Bear  Materials,Romance que desafía las convenciones sociales de la época.,2017,5.58,9,82,False,False
ser_0856,Breaking Manor,Misterio y suspenso se entrelazan en esta serie cautivadora.,2009,4.62,3,148,True,True
ser_0857,Wanda Bad,Investigación criminal que pone a prueba los límites de la justicia.,2024,6.11,12,108,False,True
ser_0858,Fallout Detective,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2020,8.49,1,117,False,False
ser_0859,Wanda Lotus,Una historia épica que cambia el destino de los protagonistas para siempre.,2020,5.94,6,36,False,True
ser_0860,Mare of os,Una saga familiar que recorre generaciones y secretos.,2015,5.24,7,66,False,True
ser_0861,Outside Detective,"Drama intenso sobre familia, lealtad y traición.",2011,7.47,10,102,True,True
ser_0862,The Walking Thrones,"Drama intenso sobre familia, lealtad y traición.",1990,7.13,8,29,True,True
ser_0863,The Last k,Una historia épica que cambia el destino de los protagonistas para siempre.,2001,4.77,6,179,False,True
ser_0864,Mindhunter Bear,Una historia épica que cambia el destino de los protagonistas para siempre.,1996,9.78,2,16,True,True
ser_0865,Daisy Manor,Una saga familiar que recorre generaciones y secretos.,2008,8.85,2,162,False,True
ser_0866,The Crown hunter,"Drama intenso sobre familia, lealtad y traición.",2006,7.73,12,137,True,False
ser_0867,Inside alorian,Una historia épica que cambia el destino de los protagonistas para siempre.,2008,6.28,6,176,True,False
ser_0868,Abbott or,Misterio y suspenso se entrelazan en esta serie cautivadora.,2022,5.7,12,108,False,True
ser_0869,Mindhunter Game,Una mirada profunda a la condición humana en tiempos difíciles.,2003,6.68,12,45,True,True
ser_0870,The Marvelous Dead,Romance que desafía las convenciones sociales de la época.,1996,4.73,12,24,False,True
ser_0871,Shogun k,Acción sin tregua en una aventura llena de giros inesperados.,2017,4.71,11,177,False,True
ser_0872,Fargo Things,"Drama intenso sobre familia, lealtad y traición.",2013,6.27,6,22,True,True
ser_0873,Little Jones,Romance que desafía las convenciones sociales de la época.,2010,4.77,6,196,False,True
ser_0874,Lost Robot,"Drama intenso sobre familia, lealtad y traición.",1990,9.53,7,29,False,True
ser_0875,Loki Things,Una mirada profunda a la condición humana en tiempos difíciles.,1998,6.97,8,77,True,True
ser_0876,Hacks Things,Comedia que retrata la vida cotidiana con humor inteligente.,1990,8.13,10,101,False,True
ser_0877,El Profesor,Investigación criminal que pone a prueba los límites de la justicia.,2007,6.27,9,157,True,False
ser_0878,Game of hunter,Investigación criminal que pone a prueba los límites de la justicia.,2008,9.78,8,17,False,True
ser_0879,Light the Dragon,Acción sin tregua en una aventura llena de giros inesperados.,2020,9.39,10,152,True,True
ser_0880,Light alorian,Misterio y suspenso se entrelazan en esta serie cautivadora.,2018,5.74,11,15,True,True
ser_0881,Chernobyl  Ted,Investigación criminal que pone a prueba los límites de la justicia.,1990,5.33,4,121,True,False
ser_0882,The Last Eve,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",1993,8.65,5,143,False,True
ser_0883,Shrinking ia,Romance que desafía las convenciones sociales de la época.,1993,9.74,4,142,False,True
ser_0884,Shogun f,"Drama intenso sobre familia, lealtad y traición.",2011,7.16,4,9,False,True
ser_0885,El Vision,Una historia épica que cambia el destino de los protagonistas para siempre.,2020,4.58,12,193,False,True
ser_0886,Within ession,Acción sin tregua en una aventura llena de giros inesperados.,2006,4.94,7,58,True,True
ser_0887,True ession,Investigación criminal que pone a prueba los límites de la justicia.,2009,8.01,11,23,True,True
ser_0888,The Marvelous of Us,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2005,8.52,5,51,True,False
ser_0889,La Saul,Investigación criminal que pone a prueba los límites de la justicia.,2022,6.7,2,129,False,True
ser_0890,Vikings Thrones,"Drama intenso sobre familia, lealtad y traición.",2012,6.25,4,145,False,True
ser_0891,Above Thrones,"Drama intenso sobre familia, lealtad y traición.",1994,4.85,3,139,True,False
ser_0892,Money Bear,Acción sin tregua en una aventura llena de giros inesperados.,2014,4.6,9,109,True,True
ser_0893,Euphoria of Cards,Una saga familiar que recorre generaciones y secretos.,2020,8.34,2,196,True,False
ser_0894,Alice hunter,Comedia que retrata la vida cotidiana con humor inteligente.,2014,7.73,4,16,True,False
ser_0895,Euphoria of Us,Una historia épica que cambia el destino de los protagonistas para siempre.,2012,9.73,6,172,False,False
ser_0896,The Last Game,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2019,4.78,2,158,True,True
ser_0897,Fargo os,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2011,7.62,1,169,False,True
ser_0898,Mindhunter Dynasty,Misterio y suspenso se entrelazan en esta serie cautivadora.,2017,4.23,2,20,False,True
ser_0899,Beef f,Misterio y suspenso se entrelazan en esta serie cautivadora.,1999,5.97,7,25,False,True
ser_0900,The Sympathizer ia,Acción sin tregua en una aventura llena de giros inesperados.,2009,4.13,5,89,True,True
ser_0901,The Mandalorian Chefs,Comedia que retrata la vida cotidiana con humor inteligente.,1996,4.66,5,91,False,True
ser_0902,Succession  Town,Una saga familiar que recorre generaciones y secretos.,2003,8.64,4,18,False,True
ser_0903,Crash Dynasty,Investigación criminal que pone a prueba los límites de la justicia.,1995,9.42,12,145,False,True
ser_0904,True Jones,Misterio y suspenso se entrelazan en esta serie cautivadora.,1992,9.33,7,29,False,True
ser_0905,Breaking  Mirror,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",1994,9.5,10,7,True,False
ser_0906,Game of k,Acción sin tregua en una aventura llena de giros inesperados.,2013,7.14,5,46,True,True
ser_0907,Mr.  Materials,Una mirada profunda a la condición humana en tiempos difíciles.,2020,8.23,3,49,True,False
ser_0908,The Last Chefs,Una saga familiar que recorre generaciones y secretos.,2007,8.61,4,132,True,True
ser_0909,What We Mrs. Maisel,Una mirada profunda a la condición humana en tiempos difíciles.,2014,8.79,5,94,True,False
ser_0910,Light Lotus,Misterio y suspenso se entrelazan en esta serie cautivadora.,2008,5.44,2,186,False,True
ser_0911,Across Tower,Una historia épica que cambia el destino de los protagonistas para siempre.,2021,9.67,7,157,True,True
ser_0912,The Boys  Town,Una saga familiar que recorre generaciones y secretos.,2001,4.7,11,69,True,True
ser_0913,Andor Vision,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",1992,7.97,3,61,False,True
ser_0914,Among Mrs. Maisel,Una historia épica que cambia el destino de los protagonistas para siempre.,1997,6.4,6,58,False,True
ser_0915,Loki Saul,Comedia que retrata la vida cotidiana con humor inteligente.,2013,9.67,7,174,False,False
ser_0916,Within Blinders,Una mirada profunda a la condición humana en tiempos difíciles.,1999,6.26,4,176,True,False
ser_0917,Mare of Lasso,Una historia épica que cambia el destino de los protagonistas para siempre.,2017,5.46,7,124,True,True
ser_0918,Better Call hunter,Misterio y suspenso se entrelazan en esta serie cautivadora.,2023,5.18,2,79,True,True
ser_0919,The White Robot,Una historia épica que cambia el destino de los protagonistas para siempre.,2017,6.74,9,22,False,True
ser_0920,Sherlock alorian,Una mirada profunda a la condición humana en tiempos difíciles.,2018,7.99,5,128,False,True
ser_0921,Severance k,Romance que desafía las convenciones sociales de la época.,2004,9.25,1,66,False,False
ser_0922,The Bear to Ashes,"Drama intenso sobre familia, lealtad y traición.",2022,4.64,12,100,False,True
ser_0923,Mindhunter Jones,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",1991,7.29,2,67,False,True
ser_0924,Fallout to Ashes,"Drama intenso sobre familia, lealtad y traición.",2023,7.64,9,6,True,True
ser_0925,Narcos to Ashes,Una saga familiar que recorre generaciones y secretos.,2016,5.98,8,55,True,True
ser_0926,Mindhunter Eve,Misterio y suspenso se entrelazan en esta serie cautivadora.,2006,7.4,11,108,False,True
ser_0927,Outlander k,Una mirada profunda a la condición humana en tiempos difíciles.,2002,5.88,6,97,False,True
ser_0928,Tokyo Bear,Una mirada profunda a la condición humana en tiempos difíciles.,2021,6.5,9,10,True,True
ser_0929,Lost  Mirror,Acción sin tregua en una aventura llena de giros inesperados.,2004,9.03,4,125,False,True
ser_0930,Mr. to Ashes,"Drama intenso sobre familia, lealtad y traición.",2018,5.28,4,61,False,True
ser_0931,Dark Manor,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2016,9.75,11,156,False,True
ser_0932,Westworld Bear,Una saga familiar que recorre generaciones y secretos.,2005,4.69,5,159,True,True
ser_0933,Squid Detective,Romance que desafía las convenciones sociales de la época.,1990,8.74,4,111,False,True
ser_0934,Westworld Profesor,Una saga familiar que recorre generaciones y secretos.,2004,5.61,7,184,False,True
ser_0935,Abbott to Ashes,Una historia épica que cambia el destino de los protagonistas para siempre.,2000,8.29,11,152,True,True
ser_0936,Euphoria Robot,Una mirada profunda a la condición humana en tiempos difíciles.,2000,8.28,12,51,True,True
ser_0937,Fleabag hunter,Romance que desafía las convenciones sociales de la época.,1993,5.31,3,14,True,True
ser_0938,Fargo f,"Drama intenso sobre familia, lealtad y traición.",1990,6.17,9,50,False,True
ser_0939,The Walking Detective,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2003,4.89,2,117,True,True
ser_0940,Alice Chefs,Romance que desafía las convenciones sociales de la época.,2011,4.91,10,142,True,False
ser_0941,Outside lock,Comedia que retrata la vida cotidiana con humor inteligente.,2007,5.51,4,193,True,True
ser_0942,Atlanta ession,Investigación criminal que pone a prueba los límites de la justicia.,2014,6.7,2,154,True,True
ser_0943,Breaking alorian,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2024,7.25,7,172,True,True
ser_0944,Slow Horses Robot,Una mirada profunda a la condición humana en tiempos difíciles.,2024,8.63,4,18,True,True
ser_0945,Tokyo to Ashes,Comedia que retrata la vida cotidiana con humor inteligente.,1995,7.05,2,72,False,True
ser_0946,Crash  Mirror,Una historia épica que cambia el destino de los protagonistas para siempre.,2001,6.48,4,41,True,True
ser_0947,Above lock,Acción sin tregua en una aventura llena de giros inesperados.,1994,8.18,9,26,False,False
ser_0948,La  Materials,Una historia épica que cambia el destino de los protagonistas para siempre.,1992,8.52,11,182,True,True
ser_0949,The Walking Game,Una saga familiar que recorre generaciones y secretos.,2000,4.47,12,54,False,True
ser_0950,Reservation Dynasty,Una historia épica que cambia el destino de los protagonistas para siempre.,2013,8.57,12,160,True,True
ser_0951,Vikings Game,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2014,8.61,9,171,False,True
ser_0952,Beef Detective,Investigación criminal que pone a prueba los límites de la justicia.,1995,8.71,10,177,False,True
ser_0953,Mare of Chefs,"Drama intenso sobre familia, lealtad y traición.",1994,5.02,5,134,True,True
ser_0954,Game of Profesor,Romance que desafía las convenciones sociales de la época.,2017,4.15,10,18,True,True
ser_0955,Fallout f,Comedia que retrata la vida cotidiana con humor inteligente.,2012,4.51,12,138,False,True
ser_0956,Atlanta f,Una mirada profunda a la condición humana en tiempos difíciles.,1997,6.4,5,136,True,True
ser_0957,Bridgerton Heist,Misterio y suspenso se entrelazan en esta serie cautivadora.,2013,8.77,10,102,True,True
ser_0958,Breaking Lotus,Una mirada profunda a la condición humana en tiempos difíciles.,2003,6.38,10,148,False,True
ser_0959,Stranger of Cards,"Drama intenso sobre familia, lealtad y traición.",2023,4.73,1,74,True,True
ser_0960,Pachinko Saul,Una historia épica que cambia el destino de los protagonistas para siempre.,2023,5.52,12,72,True,False
ser_0961,The Sympathizer Vision,Una mirada profunda a la condición humana en tiempos difíciles.,2023,6.19,4,141,True,False
ser_0962,Daisy Vision,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",1999,4.82,7,164,False,True
ser_0963,Slow Horses  Town,Acción sin tregua en una aventura llena de giros inesperados.,2009,5.73,1,68,False,True
ser_0964,Bridgerton Chefs,Una mirada profunda a la condición humana en tiempos difíciles.,2017,4.6,5,27,False,True
ser_0965,Below f,Comedia que retrata la vida cotidiana con humor inteligente.,2000,9.49,6,199,False,True
ser_0966,Succession Jones,Comedia que retrata la vida cotidiana con humor inteligente.,2004,5.97,11,53,False,True
ser_0967,Stranger Thrones,Acción sin tregua en una aventura llena de giros inesperados.,2020,5.78,5,80,True,True
ser_0968,Mr. lout,Investigación criminal que pone a prueba los límites de la justicia.,2005,8.04,9,51,False,True
ser_0969,House of ession,Misterio y suspenso se entrelazan en esta serie cautivadora.,1993,5.39,4,59,False,True
ser_0970,Pachinko  Ted,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2010,6.29,4,42,True,True
ser_0971,True Tower,Investigación criminal que pone a prueba los límites de la justicia.,2019,6.71,2,145,True,True
ser_0972,Shogun Manor,Una mirada profunda a la condición humana en tiempos difíciles.,1995,6.86,3,109,False,True
ser_0973,Game of Lotus,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",1992,9.55,10,200,False,True
ser_0974,Little Profesor,Investigación criminal que pone a prueba los límites de la justicia.,2016,8.18,9,8,True,True
ser_0975,Wednesday  Materials,Una saga familiar que recorre generaciones y secretos.,1991,4.62,7,34,True,True
ser_0976,Through os,Misterio y suspenso se entrelazan en esta serie cautivadora.,2006,8.77,10,36,False,True
ser_0977,Above Mrs. Maisel,Comedia que retrata la vida cotidiana con humor inteligente.,2015,7.54,6,40,True,True
ser_0978,Black Saul,Una saga familiar que recorre generaciones y secretos.,2023,5.66,9,80,True,True
ser_0979,Chernobyl Chefs,Comedia que retrata la vida cotidiana con humor inteligente.,2020,8.86,10,41,False,True
ser_0980,Squid Tower,"Drama intenso sobre familia, lealtad y traición.",2022,4.43,8,76,False,True
ser_0981,Hacks the Dragon,Misterio y suspenso se entrelazan en esta serie cautivadora.,1995,9.42,12,196,False,True
ser_0982,Slow Horses Dynasty,Una historia épica que cambia el destino de los protagonistas para siempre.,2016,8.81,11,11,False,True
ser_0983,The Sympathizer Jones,Acción sin tregua en una aventura llena de giros inesperados.,2017,9.6,12,17,True,True
ser_0984,The Boys Eve,Una historia épica que cambia el destino de los protagonistas para siempre.,1991,9.47,1,139,True,True
ser_0985,Downton Jones,Una historia épica que cambia el destino de los protagonistas para siempre.,1995,6.24,11,122,True,True
ser_0986,Ted Mrs. Maisel,Comedia que retrata la vida cotidiana con humor inteligente.,2006,6.06,7,136,True,False
ser_0987,Only Murders to Ashes,Una saga familiar que recorre generaciones y secretos.,1999,5.22,9,73,False,True
ser_0988,Sherlock to Ashes,Investigación criminal que pone a prueba los límites de la justicia.,1990,9.71,4,93,False,True
ser_0989,True Detective to Ashes,"Drama intenso sobre familia, lealtad y traición.",2023,6.36,4,65,False,True
ser_0990,Breaking Bad,Romance que desafía las convenciones sociales de la época.,2013,8.01,1,161,True,True
ser_0991,Lost Manor,Misterio y suspenso se entrelazan en esta serie cautivadora.,1994,5.66,3,10,False,True
ser_0992,Atlanta Tower,Una saga familiar que recorre generaciones y secretos.,2016,7.32,7,174,False,False
ser_0993,Westworld Chefs,"Drama intenso sobre familia, lealtad y traición.",2008,7.1,6,154,False,True
ser_0994,Loki Bear,Misterio y suspenso se entrelazan en esta serie cautivadora.,1996,4.12,9,85,True,True
ser_0995,Euphoria Bad,Una mirada profunda a la condición humana en tiempos difíciles.,2001,5.71,3,116,False,True
ser_0996,Barry of Cards,Investigación criminal que pone a prueba los límites de la justicia.,1991,6.74,7,169,True,False
ser_0997,Hacks  Materials,"Drama intenso sobre familia, lealtad y traición.",2018,8.35,5,149,True,True
ser_0998,The Witcher Vision,"Drama intenso sobre familia, lealtad y traición.",2023,7.81,9,199,True,True
ser_0999,The Last or,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2016,9.69,12,150,False,True
ser_1000,Money to Ashes,Acción sin tregua en una aventura llena de giros inesperados.,1999,7.42,6,145,True,False
ser_1001,Within Lasso,Investigación criminal que pone a prueba los límites de la justicia.,1995,6.22,7,94,False,True
ser_1002,Squid of Us,Acción sin tregua en una aventura llena de giros inesperados.,2020,4.57,11,43,True,True
ser_1003,The Marvelous  Ted,Misterio y suspenso se entrelazan en esta serie cautivadora.,2002,6.31,3,67,False,True
ser_1004,Below Things,"Drama intenso sobre familia, lealtad y traición.",1991,6.77,4,6,True,False
ser_1005,Downton Profesor,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2002,4.47,4,162,False,True
ser_1006,Breaking the Dragon,Investigación criminal que pone a prueba los límites de la justicia.,2014,4.32,11,77,True,True
ser_1007,Below Tower,Comedia que retrata la vida cotidiana con humor inteligente.,1994,4.32,7,51,True,False
ser_1008,Below Dead,Comedia que retrata la vida cotidiana con humor inteligente.,1993,5.28,5,75,True,False
ser_1009,Reservation lock,Acción sin tregua en una aventura llena de giros inesperados.,2008,4.94,12,120,True,False
ser_1010,Barry  Mirror,Comedia que retrata la vida cotidiana con humor inteligente.,1998,4.11,2,196,False,False
ser_1011,Downton Heist,Una saga familiar que recorre generaciones y secretos.,2000,8.06,10,23,False,True
ser_1012,Beyond Dynasty,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2006,9.63,4,57,False,True
ser_1013,Foundation Blinders,Acción sin tregua en una aventura llena de giros inesperados.,2012,4.63,9,26,False,True
ser_1014,Beyond Bad,Una saga familiar que recorre generaciones y secretos.,1995,4.95,7,34,True,False
ser_1015,Without Game,Romance que desafía las convenciones sociales de la época.,1998,6.88,10,94,False,True
ser_1016,Euphoria Mrs. Maisel,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2018,9.17,9,81,False,True
ser_1017,Light Heist,Una saga familiar que recorre generaciones y secretos.,2000,5.87,3,107,False,True
ser_1018,The White ession,Una mirada profunda a la condición humana en tiempos difíciles.,1993,6.62,11,70,True,False
ser_1019,Fargo Dynasty,"Drama intenso sobre familia, lealtad y traición.",1996,9.25,12,133,True,True
ser_1020,Severance Thrones,Una saga familiar que recorre generaciones y secretos.,2021,7.11,3,32,True,True
ser_1021,Slow Horses Lotus,Una saga familiar que recorre generaciones y secretos.,2000,7.17,12,131,False,True
ser_1022,Only Murders alorian,Una mirada profunda a la condición humana en tiempos difíciles.,2024,9.08,9,51,False,False
ser_1023,Andor  Town,Una historia épica que cambia el destino de los protagonistas para siempre.,2018,6.86,12,156,False,False
ser_1024,The Marvelous hunter,Una historia épica que cambia el destino de los protagonistas para siempre.,2020,6.34,8,66,False,True
ser_1025,Dark lout,Acción sin tregua en una aventura llena de giros inesperados.,1990,7.14,2,174,True,True
ser_1026,The Bear or,"Drama intenso sobre familia, lealtad y traición.",2010,4.5,7,179,False,True
ser_1027,El Dynasty,"En un mundo donde las reglas se rompen, surgen héroes inesperados.",2018,7.98,7,151,True,True
ser_1028,Black  Town,Comedia que retrata la vida cotidiana con humor inteligente.,1998,7.29,8,199,True,True
ser_1029,Shogun Eve,Misterio y suspenso se entrelazan en esta serie cautivadora.,2024,8.54,1,46,True,True
ser_1030,El Things,Investigación criminal que pone a prueba los límites de la justicia.,2004,6.51,12,159,False,True
